"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","4.36","4","1625","2","3","6","7","4.28","4.44","4","4"
"2005","general elemantary","Male","4.11","4","780","2","3","5","7","3.99","4.23","4","4"
"2005","higher education","Female","3.93","4","1858","2","3","5","6","3.86","4","4","4"
"2005","higher education","Male","4.17","4","2307","2","3","5","6","4.11","4.23","4","4"
"2005","higher vocational","Female","4.14","4","664","2","3","5","6","4.01","4.27","4","4"
"2005","higher vocational","Male","4.15","4","889","2","3","5","6","4.05","4.25","4","4"
"2005","in school","Female","3.79","4","340","2","2","5","6","3.61","3.97","3","4"
"2005","in school","Male","3.73","4","310","1","2","5","6","3.54","3.92","4","4"
"2005","inadequately","Female","4.63","5","136","2","3","6","7","4.31","4.95","4","5"
"2005","inadequately","Male","4.27","4","102","2","3","6","7","3.92","4.62","4","5"
"2005","middle vocational","Female","4.15","4","5371","2","3","5","6","4.11","4.19","4","4"
"2005","middle vocational","Male","4.17","4","4878","2","3","5","6","4.12","4.22","4","4"
"2005","vocational + Abi","Female","3.95","4","667","2","3","5","6","3.82","4.08","4","4"
"2005","vocational + Abi","Male","4.05","4","468","2","3","5","6","3.91","4.19","4","4"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","",""
