"plj0587","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2013","lower secondary degree","Male","56","0.017566228462179","0.0131921418686901","0.0219403150556678"
"Very often","2013","lower secondary degree","Female","104","0.0282279931261142","0.0228629845524746","0.0335930016997538"
"Very often","2013","secondary school degree","Male","38","0.016225569355728","0.0117959050212698","0.0206552336901862"
"Very often","2013","secondary school degree","Female","94","0.0210004183280746","0.0169283690371954","0.0250724676189538"
"Very often","2013","college entrance qualification","Male","22","","",""
"Very often","2013","college entrance qualification","Female","61","0.0200130101725378","0.0156070290431074","0.0244189913019683"
"Very often","2013","Other degree","Male","23","","",""
"Very often","2013","Other degree","Female","48","0.0374369832386934","0.0250624483639532","0.0498115181134336"
"Very often","2013","no degree/no degree yet","Male","10","","",""
"Very often","2013","no degree/no degree yet","Female","14","","",""
"Often","2013","lower secondary degree","Male","262","0.0703260709619294","0.0618123389657308","0.0788398029581281"
"Often","2013","lower secondary degree","Female","366","0.0987885262248461","0.0891232374107102","0.108453815038982"
"Often","2013","secondary school degree","Male","229","0.0751921194289619","0.0659465214720243","0.0844377173858995"
"Often","2013","secondary school degree","Female","430","0.0954016573774234","0.0870588223872105","0.103744492367636"
"Often","2013","college entrance qualification","Male","176","0.0608519771325009","0.0529512642806113","0.0687526899843905"
"Often","2013","college entrance qualification","Female","294","0.0712044392727757","0.0631136689921719","0.0792952095533795"
"Often","2013","Other degree","Male","84","0.123913418795487","0.0995402375032018","0.148286600087772"
"Often","2013","Other degree","Female","115","0.142458521599492","0.119674223185781","0.165242820013204"
"Often","2013","no degree/no degree yet","Male","42","0.0884496356957632","0.059937879946819","0.116961391444708"
"Often","2013","no degree/no degree yet","Female","54","0.147239918441907","0.113786872167913","0.180692964715902"
"Sometimes","2013","lower secondary degree","Male","1114","0.340294032821492","0.324517962096639","0.356070103546346"
"Sometimes","2013","lower secondary degree","Female","1222","0.346276407435973","0.330864487028221","0.361688327843725"
"Sometimes","2013","secondary school degree","Male","1050","0.352762952753985","0.33600981155949","0.36951609394848"
"Sometimes","2013","secondary school degree","Female","1763","0.369217574071221","0.355512266856495","0.382922881285946"
"Sometimes","2013","college entrance qualification","Male","1112","0.330823888434022","0.315273882741958","0.346373894126086"
"Sometimes","2013","college entrance qualification","Female","1344","0.370233792841773","0.355042176839883","0.385425408843663"
"Sometimes","2013","Other degree","Male","243","0.373279875921834","0.337500427300589","0.409059324543079"
"Sometimes","2013","Other degree","Female","308","0.306216146493237","0.276169914696336","0.336262378290138"
"Sometimes","2013","no degree/no degree yet","Male","107","0.296752565808171","0.250881701563112","0.342623430053229"
"Sometimes","2013","no degree/no degree yet","Female","138","0.30542769335131","0.261944403558071","0.348910983144549"
"Rarely ","2013","lower secondary degree","Male","1313","0.377166909070303","0.361028931700885","0.39330488643972"
"Rarely ","2013","lower secondary degree","Female","1242","0.324029123236404","0.308868947274639","0.339189299198168"
"Rarely ","2013","secondary school degree","Male","1264","0.408514886452844","0.391280376740591","0.425749396165097"
"Rarely ","2013","secondary school degree","Female","1764","0.371426044455092","0.357703894274468","0.385148194635716"
"Rarely ","2013","college entrance qualification","Male","1587","0.434378386168943","0.417996684641007","0.450760087696879"
"Rarely ","2013","college entrance qualification","Female","1518","0.394179840117983","0.37880554070052","0.409554139535445"
"Rarely ","2013","Other degree","Male","225","0.303249744922298","0.269246659595876","0.33725283024872"
"Rarely ","2013","Other degree","Female","264","0.317497162096321","0.287152239750979","0.347842084441663"
"Rarely ","2013","no degree/no degree yet","Male","139","0.329704737848533","0.282500469345109","0.376909006351956"
"Rarely ","2013","no degree/no degree yet","Female","157","0.365588486398879","0.320122016198005","0.411054956599753"
"Never","2013","lower secondary degree","Male","720","0.194646758684096","0.181463788644691","0.207829728723502"
"Never","2013","lower secondary degree","Female","727","0.202677949976663","0.189656229595736","0.215699670357591"
"Never","2013","secondary school degree","Male","544","0.147304472008482","0.134878566729614","0.159730377287349"
"Never","2013","secondary school degree","Female","712","0.142954305768189","0.133013801654998","0.15289480988138"
"Never","2013","college entrance qualification","Male","620","0.164971154599293","0.152704767868001","0.177237541330584"
"Never","2013","college entrance qualification","Female","664","0.144368917594931","0.133311431645083","0.155426403544779"
"Never","2013","Other degree","Male","127","0.177022274569203","0.148787291364747","0.205257257773658"
"Never","2013","Other degree","Female","169","0.196391186572256","0.170494320046828","0.222288053097684"
"Never","2013","no degree/no degree yet","Male","83","0.27149726263067","0.226840840471729","0.316153684789612"
"Never","2013","no degree/no degree yet","Female","68","0.140031870286148","0.10727034757749","0.172793392994807"
"Very often","2014","lower secondary degree","Male","","","",""
"Very often","2014","lower secondary degree","Female","","","",""
"Very often","2014","secondary school degree","Male","","","",""
"Very often","2014","secondary school degree","Female","","","",""
"Very often","2014","college entrance qualification","Male","","","",""
"Very often","2014","college entrance qualification","Female","","","",""
"Very often","2014","Other degree","Male","","","",""
"Very often","2014","Other degree","Female","","","",""
"Very often","2014","no degree/no degree yet","Male","","","",""
"Very often","2014","no degree/no degree yet","Female","","","",""
"Often","2014","lower secondary degree","Male","","","",""
"Often","2014","lower secondary degree","Female","","","",""
"Often","2014","secondary school degree","Male","","","",""
"Often","2014","secondary school degree","Female","","","",""
"Often","2014","college entrance qualification","Male","","","",""
"Often","2014","college entrance qualification","Female","","","",""
"Often","2014","Other degree","Male","","","",""
"Often","2014","Other degree","Female","","","",""
"Often","2014","no degree/no degree yet","Male","","","",""
"Often","2014","no degree/no degree yet","Female","","","",""
"Sometimes","2014","lower secondary degree","Male","","","",""
"Sometimes","2014","lower secondary degree","Female","","","",""
"Sometimes","2014","secondary school degree","Male","","","",""
"Sometimes","2014","secondary school degree","Female","","","",""
"Sometimes","2014","college entrance qualification","Male","","","",""
"Sometimes","2014","college entrance qualification","Female","","","",""
"Sometimes","2014","Other degree","Male","","","",""
"Sometimes","2014","Other degree","Female","","","",""
"Sometimes","2014","no degree/no degree yet","Male","","","",""
"Sometimes","2014","no degree/no degree yet","Female","","","",""
"Rarely ","2014","lower secondary degree","Male","","","",""
"Rarely ","2014","lower secondary degree","Female","","","",""
"Rarely ","2014","secondary school degree","Male","","","",""
"Rarely ","2014","secondary school degree","Female","","","",""
"Rarely ","2014","college entrance qualification","Male","","","",""
"Rarely ","2014","college entrance qualification","Female","","","",""
"Rarely ","2014","Other degree","Male","","","",""
"Rarely ","2014","Other degree","Female","","","",""
"Rarely ","2014","no degree/no degree yet","Male","","","",""
"Rarely ","2014","no degree/no degree yet","Female","","","",""
"Never","2014","lower secondary degree","Male","","","",""
"Never","2014","lower secondary degree","Female","","","",""
"Never","2014","secondary school degree","Male","","","",""
"Never","2014","secondary school degree","Female","","","",""
"Never","2014","college entrance qualification","Male","","","",""
"Never","2014","college entrance qualification","Female","","","",""
"Never","2014","Other degree","Male","","","",""
"Never","2014","Other degree","Female","","","",""
"Never","2014","no degree/no degree yet","Male","","","",""
"Never","2014","no degree/no degree yet","Female","","","",""
"Very often","2015","lower secondary degree","Male","","","",""
"Very often","2015","lower secondary degree","Female","","","",""
"Very often","2015","secondary school degree","Male","","","",""
"Very often","2015","secondary school degree","Female","","","",""
"Very often","2015","college entrance qualification","Male","","","",""
"Very often","2015","college entrance qualification","Female","","","",""
"Very often","2015","Other degree","Male","","","",""
"Very often","2015","Other degree","Female","","","",""
"Very often","2015","no degree/no degree yet","Male","","","",""
"Very often","2015","no degree/no degree yet","Female","","","",""
"Often","2015","lower secondary degree","Male","","","",""
"Often","2015","lower secondary degree","Female","","","",""
"Often","2015","secondary school degree","Male","","","",""
"Often","2015","secondary school degree","Female","","","",""
"Often","2015","college entrance qualification","Male","","","",""
"Often","2015","college entrance qualification","Female","","","",""
"Often","2015","Other degree","Male","","","",""
"Often","2015","Other degree","Female","","","",""
"Often","2015","no degree/no degree yet","Male","","","",""
"Often","2015","no degree/no degree yet","Female","","","",""
"Sometimes","2015","lower secondary degree","Male","","","",""
"Sometimes","2015","lower secondary degree","Female","","","",""
"Sometimes","2015","secondary school degree","Male","","","",""
"Sometimes","2015","secondary school degree","Female","","","",""
"Sometimes","2015","college entrance qualification","Male","","","",""
"Sometimes","2015","college entrance qualification","Female","","","",""
"Sometimes","2015","Other degree","Male","","","",""
"Sometimes","2015","Other degree","Female","","","",""
"Sometimes","2015","no degree/no degree yet","Male","","","",""
"Sometimes","2015","no degree/no degree yet","Female","","","",""
"Rarely ","2015","lower secondary degree","Male","","","",""
"Rarely ","2015","lower secondary degree","Female","","","",""
"Rarely ","2015","secondary school degree","Male","","","",""
"Rarely ","2015","secondary school degree","Female","","","",""
"Rarely ","2015","college entrance qualification","Male","","","",""
"Rarely ","2015","college entrance qualification","Female","","","",""
"Rarely ","2015","Other degree","Male","","","",""
"Rarely ","2015","Other degree","Female","","","",""
"Rarely ","2015","no degree/no degree yet","Male","","","",""
"Rarely ","2015","no degree/no degree yet","Female","","","",""
"Never","2015","lower secondary degree","Male","","","",""
"Never","2015","lower secondary degree","Female","","","",""
"Never","2015","secondary school degree","Male","","","",""
"Never","2015","secondary school degree","Female","","","",""
"Never","2015","college entrance qualification","Male","","","",""
"Never","2015","college entrance qualification","Female","","","",""
"Never","2015","Other degree","Male","","","",""
"Never","2015","Other degree","Female","","","",""
"Never","2015","no degree/no degree yet","Male","","","",""
"Never","2015","no degree/no degree yet","Female","","","",""
"Very often","2016","lower secondary degree","Male","1","","",""
"Very often","2016","lower secondary degree","Female","","","",""
"Very often","2016","secondary school degree","Male","1","","",""
"Very often","2016","secondary school degree","Female","","","",""
"Very often","2016","college entrance qualification","Male","1","","",""
"Very often","2016","college entrance qualification","Female","1","","",""
"Very often","2016","Other degree","Male","211","0.158720789892037","0.14014789533443","0.177293684449645"
"Very often","2016","Other degree","Female","133","0.152068387004193","0.127445614870528","0.176691159137859"
"Very often","2016","no degree/no degree yet","Male","164","0.226515157339246","0.199584395400866","0.253445919277627"
"Very often","2016","no degree/no degree yet","Female","114","0.172142049384164","0.143319872427095","0.200964226341234"
"Often","2016","lower secondary degree","Male","4","","",""
"Often","2016","lower secondary degree","Female","","","",""
"Often","2016","secondary school degree","Male","2","","",""
"Often","2016","secondary school degree","Female","1","","",""
"Often","2016","college entrance qualification","Male","3","","",""
"Often","2016","college entrance qualification","Female","1","","",""
"Often","2016","Other degree","Male","283","0.202514128570139","0.182088201856841","0.222940055283437"
"Often","2016","Other degree","Female","137","0.191023366912405","0.164067810604357","0.217978923220453"
"Often","2016","no degree/no degree yet","Male","156","0.190642957475147","0.165370087600905","0.21591582734939"
"Often","2016","no degree/no degree yet","Female","131","0.234781957769323","0.202420331044805","0.267143584493841"
"Sometimes","2016","lower secondary degree","Male","6","","",""
"Sometimes","2016","lower secondary degree","Female","3","","",""
"Sometimes","2016","secondary school degree","Male","1","","",""
"Sometimes","2016","secondary school degree","Female","3","","",""
"Sometimes","2016","college entrance qualification","Male","5","","",""
"Sometimes","2016","college entrance qualification","Female","","","",""
"Sometimes","2016","Other degree","Male","445","0.292800688677847","0.269672076801981","0.315929300553713"
"Sometimes","2016","Other degree","Female","277","0.356584553551522","0.323739946723912","0.389429160379131"
"Sometimes","2016","no degree/no degree yet","Male","255","0.299030692419845","0.269574169061952","0.328487215777738"
"Sometimes","2016","no degree/no degree yet","Female","171","0.27555796248375","0.241445451553366","0.309670473414134"
"Rarely ","2016","lower secondary degree","Male","2","","",""
"Rarely ","2016","lower secondary degree","Female","1","","",""
"Rarely ","2016","secondary school degree","Male","3","","",""
"Rarely ","2016","secondary school degree","Female","","","",""
"Rarely ","2016","college entrance qualification","Male","2","","",""
"Rarely ","2016","college entrance qualification","Female","1","","",""
"Rarely ","2016","Other degree","Male","225","0.144259486451831","0.126401362034485","0.162117610869178"
"Rarely ","2016","Other degree","Female","131","0.146468915394818","0.122224067340533","0.170713763449103"
"Rarely ","2016","no degree/no degree yet","Male","132","0.110977001618802","0.0907678959682447","0.13118610726936"
"Rarely ","2016","no degree/no degree yet","Female","102","0.127834658129044","0.102341179295364","0.153328136962723"
"Never","2016","lower secondary degree","Male","4","","",""
"Never","2016","lower secondary degree","Female","2","","",""
"Never","2016","secondary school degree","Male","2","","",""
"Never","2016","secondary school degree","Female","","","",""
"Never","2016","college entrance qualification","Male","","","",""
"Never","2016","college entrance qualification","Female","","","",""
"Never","2016","Other degree","Male","323","0.201704906408146","0.181309490405241","0.222100322411051"
"Never","2016","Other degree","Female","139","0.153854777137063","0.129113904765843","0.178595649508282"
"Never","2016","no degree/no degree yet","Male","221","0.172834191146959","0.148507377914718","0.1971610043792"
"Never","2016","no degree/no degree yet","Female","141","0.189683372233719","0.159750569047978","0.21961617541946"
"Very often","2017","lower secondary degree","Male","39","0.012033013497686","0.00817612288732635","0.0158899041080456"
"Very often","2017","lower secondary degree","Female","87","0.0277467086231554","0.0219004376580776","0.0335929795882332"
"Very often","2017","secondary school degree","Male","35","0.0111800222434662","0.00749715124331242","0.0148628932436199"
"Very often","2017","secondary school degree","Female","78","0.0220220565571518","0.0177251680407924","0.0263189450735112"
"Very often","2017","college entrance qualification","Male","20","","",""
"Very often","2017","college entrance qualification","Female","62","0.017794565279267","0.0137635653331645","0.0218255652253695"
"Very often","2017","Other degree","Male","167","0.0461605299376578","0.0374883875256671","0.0548326723496484"
"Very often","2017","Other degree","Female","168","0.0356933366031355","0.0281342804528765","0.0432523927533945"
"Very often","2017","no degree/no degree yet","Male","127","0.0590491945830361","0.0451761185568689","0.0729222706092033"
"Very often","2017","no degree/no degree yet","Female","114","0.0424282598242716","0.030379089899287","0.0544774297492562"
"Often","2017","lower secondary degree","Male","224","0.0594453468825376","0.0510810420076462","0.067809651757429"
"Often","2017","lower secondary degree","Female","290","0.100328179894347","0.0896342577466869","0.111022102042007"
"Often","2017","secondary school degree","Male","186","0.0558498011538207","0.047806433555824","0.0638931687518173"
"Often","2017","secondary school degree","Female","328","0.0696704984615286","0.0622162566926028","0.0771247402304544"
"Often","2017","college entrance qualification","Male","183","0.0579467638774711","0.0505346970288381","0.0653588307261041"
"Often","2017","college entrance qualification","Female","272","0.0692834434001108","0.0615407620460924","0.0770261247541292"
"Often","2017","Other degree","Male","334","0.115356358491918","0.102153793548382","0.128558923435453"
"Often","2017","Other degree","Female","326","0.125178525112589","0.111695385031882","0.138661665193296"
"Often","2017","no degree/no degree yet","Male","165","0.0884101099284709","0.0717017803526805","0.105118439504261"
"Often","2017","no degree/no degree yet","Female","188","0.12022032213354","0.100779269970887","0.139661374296192"
"Sometimes","2017","lower secondary degree","Male","930","0.314565531030749","0.298140074860932","0.330990987200566"
"Sometimes","2017","lower secondary degree","Female","969","0.324045965451492","0.307387101396966","0.340704829506018"
"Sometimes","2017","secondary school degree","Male","908","0.305730617162726","0.289592976886368","0.321868257439084"
"Sometimes","2017","secondary school degree","Female","1471","0.345133646760865","0.331213923286067","0.359053370235663"
"Sometimes","2017","college entrance qualification","Male","1048","0.265951021673013","0.251934173737686","0.279967869608339"
"Sometimes","2017","college entrance qualification","Female","1264","0.306374714541376","0.292318872993917","0.320430556088834"
"Sometimes","2017","Other degree","Male","790","0.334448619485272","0.314949775633725","0.353947463336818"
"Sometimes","2017","Other degree","Female","843","0.33899237064096","0.319705373689809","0.358279367592111"
"Sometimes","2017","no degree/no degree yet","Male","335","0.316294968643165","0.288925721726583","0.343664215559748"
"Sometimes","2017","no degree/no degree yet","Female","350","0.315333425193755","0.287557506889679","0.343109343497831"
"Rarely ","2017","lower secondary degree","Male","1204","0.408304086766728","0.390917271030198","0.425690902503257"
"Rarely ","2017","lower secondary degree","Female","1044","0.338489594081333","0.321646398420797","0.355332789741869"
"Rarely ","2017","secondary school degree","Male","1348","0.437282391437586","0.419907071722118","0.454657711153053"
"Rarely ","2017","secondary school degree","Female","1775","0.388721812057268","0.374449329399517","0.402994294715019"
"Rarely ","2017","college entrance qualification","Male","1827","0.487437429544167","0.471580470920419","0.503294388167915"
"Rarely ","2017","college entrance qualification","Female","1700","0.407682731774918","0.392699472668641","0.422665990881194"
"Rarely ","2017","Other degree","Male","516","0.299547095781596","0.280616015810006","0.318478175753187"
"Rarely ","2017","Other degree","Female","570","0.319243521177331","0.300249218621424","0.338237823733238"
