"plj0587","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2013","(0) in school","Male","","","",""
"Very often","2013","(0) in school","Female","","","",""
"Very often","2013","(1a) inadequately completed","Male","","","",""
"Very often","2013","(1a) inadequately completed","Female","","","",""
"Very often","2013","(1b) general elementary school","Male","","","",""
"Very often","2013","(1b) general elementary school","Female","58","0.0375012916864678","0.0271736870004309","0.0478288963725047"
"Very often","2013","(1c) basic vocational qualification","Male","51","0.0179076611536095","0.013243077517189","0.0225722447900301"
"Very often","2013","(1c) basic vocational qualification","Female","70","0.0252933311319326","0.0194088332715241","0.031177828992341"
"Very often","2013","(2b) intermediate general qualification","Male","","","",""
"Very often","2013","(2b) intermediate general qualification","Female","","","",""
"Very often","2013","(2a) intermediate vocational","Male","","","",""
"Very often","2013","(2a) intermediate vocational","Female","79","0.0216843981660083","0.0171445332051356","0.0262242631268811"
"Very often","2013","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2013","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2013","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2013","(2c_voc) vocational maturity certificate","Female","31","0.0307046019984453","0.0215459833783134","0.0398632206185773"
"Very often","2013","(3a) lower tertiary education","Male","","","",""
"Very often","2013","(3a) lower tertiary education","Female","","","",""
"Very often","2013","(3b) higher tertiary education","Male","","","",""
"Very often","2013","(3b) higher tertiary education","Female","32","0.0163035912943013","0.0105560664697958","0.0220511161188067"
"Often","2013","(0) in school","Male","","","",""
"Often","2013","(0) in school","Female","","","",""
"Often","2013","(1a) inadequately completed","Male","","","",""
"Often","2013","(1a) inadequately completed","Female","38","0.176485618407249","0.123114007672373","0.229857229142126"
"Often","2013","(1b) general elementary school","Male","64","0.0958404190396592","0.0727988941737224","0.118881943905596"
"Often","2013","(1b) general elementary school","Female","155","0.111513459188269","0.0944028494667492","0.12862406890979"
"Often","2013","(1c) basic vocational qualification","Male","227","0.0687195121835878","0.0598214061929301","0.0776176181742456"
"Often","2013","(1c) basic vocational qualification","Female","249","0.0964529895529529","0.0853892320343647","0.107516747071541"
"Often","2013","(2b) intermediate general qualification","Male","","","",""
"Often","2013","(2b) intermediate general qualification","Female","55","0.135225659398249","0.103804417653708","0.166646901142791"
"Often","2013","(2a) intermediate vocational","Male","188","0.0738060288761961","0.063626171814216","0.0839858859381762"
"Often","2013","(2a) intermediate vocational","Female","344","0.0891075482783847","0.0802273930508215","0.0979877035059479"
"Often","2013","(2c_gen) general maturity certificate","Male","30","0.0506816571197563","0.0302096635850742","0.0711536506544383"
"Often","2013","(2c_gen) general maturity certificate","Female","62","0.0966414042878819","0.0728200714481025","0.120462737127661"
"Often","2013","(2c_voc) vocational maturity certificate","Male","55","0.0830993493260435","0.0649338962985341","0.101264802353553"
"Often","2013","(2c_voc) vocational maturity certificate","Female","111","0.0577853549026023","0.0453978459680371","0.0701728638371676"
"Often","2013","(3a) lower tertiary education","Male","41","0.0406076281476565","0.0289168619897085","0.0522983943056046"
"Often","2013","(3a) lower tertiary education","Female","73","0.0967772984100152","0.0783975709050255","0.115157025915005"
"Often","2013","(3b) higher tertiary education","Male","128","0.0840162902035053","0.0714797032056302","0.0965528772013805"
"Often","2013","(3b) higher tertiary education","Female","158","0.0878868187818856","0.0750370618888904","0.100736575674881"
"Sometimes","2013","(0) in school","Male","52","0.196227261288431","0.1430179654311","0.249436557145762"
"Sometimes","2013","(0) in school","Female","70","0.288325903021225","0.230162134090851","0.346489671951599"
"Sometimes","2013","(1a) inadequately completed","Male","54","0.38283732067823","0.308444139725552","0.457230501630907"
"Sometimes","2013","(1a) inadequately completed","Female","68","0.320460584918303","0.255130278994123","0.385790890842483"
