"plj0587","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very often","2013","1-pers.-HH","in school","","","",""
"Very often","2013","1-pers.-HH","inadequately","3","","",""
"Very often","2013","1-pers.-HH","general elemantary","23","","",""
"Very often","2013","1-pers.-HH","middle vocational","91","0.0439845490023814","0.0345192844925646","0.0534498135121983"
"Very often","2013","1-pers.-HH","vocational + Abi","10","","",""
"Very often","2013","1-pers.-HH","higher vocational","5","","",""
"Very often","2013","1-pers.-HH","higher education","26","","",""
"Very often","2013","(Married) couple without C. ","in school","","","",""
"Very often","2013","(Married) couple without C. ","inadequately","5","","",""
"Very often","2013","(Married) couple without C. ","general elemantary","13","","",""
"Very often","2013","(Married) couple without C. ","middle vocational","38","0.0115636971114068","0.00822668794117666","0.014900706281637"
"Very often","2013","(Married) couple without C. ","vocational + Abi","6","","",""
"Very often","2013","(Married) couple without C. ","higher vocational","3","","",""
"Very often","2013","(Married) couple without C. ","higher education","16","","",""
"Very often","2013","Single parent ","in school","1","","",""
"Very often","2013","Single parent ","inadequately","8","","",""
"Very often","2013","Single parent ","general elemantary","23","","",""
"Very often","2013","Single parent ","middle vocational","39","0.0275168230987803","0.0185058554046369","0.0365277907929236"
"Very often","2013","Single parent ","vocational + Abi","5","","",""
"Very often","2013","Single parent ","higher vocational","1","","",""
"Very often","2013","Single parent ","higher education","7","","",""
"Very often","2013","Couple + C. LE 16 ","in school","","","",""
"Very often","2013","Couple + C. LE 16 ","inadequately","4","","",""
"Very often","2013","Couple + C. LE 16 ","general elemantary","12","","",""
"Very often","2013","Couple + C. LE 16 ","middle vocational","46","0.0126918140493369","0.00866663703216926","0.0167169910665044"
"Very often","2013","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Very often","2013","Couple + C. LE 16 ","higher vocational","3","","",""
"Very often","2013","Couple + C. LE 16 ","higher education","15","","",""
"Very often","2013","Couple + C. GT 16 ","in school","","","",""
"Very often","2013","Couple + C. GT 16 ","inadequately","","","",""
"Very often","2013","Couple + C. GT 16 ","general elemantary","2","","",""
"Very often","2013","Couple + C. GT 16 ","middle vocational","9","","",""
"Very often","2013","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Very often","2013","Couple + C. GT 16 ","higher vocational","3","","",""
"Very often","2013","Couple + C. GT 16 ","higher education","2","","",""
"Very often","2013","Couple + C. LE and GT 16","in school","1","","",""
"Very often","2013","Couple + C. LE and GT 16","inadequately","2","","",""
"Very often","2013","Couple + C. LE and GT 16","general elemantary","5","","",""
"Very often","2013","Couple + C. LE and GT 16","middle vocational","9","","",""
"Very often","2013","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Very often","2013","Couple + C. LE and GT 16","higher vocational","2","","",""
"Very often","2013","Couple + C. LE and GT 16","higher education","5","","",""
"Often","2013","1-pers.-HH","in school","2","","",""
"Often","2013","1-pers.-HH","inadequately","9","","",""
"Often","2013","1-pers.-HH","general elemantary","62","0.137607045314392","0.105743224190868","0.169470866437916"
"Often","2013","1-pers.-HH","middle vocational","227","0.124608571624424","0.109363645244199","0.139853498004649"
"Often","2013","1-pers.-HH","vocational + Abi","17","","",""
"Often","2013","1-pers.-HH","higher vocational","16","","",""
"Often","2013","1-pers.-HH","higher education","78","0.0974968934350176","0.07708151636966","0.117912270500375"
"Often","2013","(Married) couple without C. ","in school","2","","",""
"Often","2013","(Married) couple without C. ","inadequately","9","","",""
"Often","2013","(Married) couple without C. ","general elemantary","53","0.0892915525867008","0.0669350969566253","0.111648008216776"
"Often","2013","(Married) couple without C. ","middle vocational","251","0.0669050331666169","0.0591062468493259","0.0747038194839079"
"Often","2013","(Married) couple without C. ","vocational + Abi","26","","",""
"Often","2013","(Married) couple without C. ","higher vocational","48","0.0717005921225649","0.0511258202047299","0.0922753640403998"
"Often","2013","(Married) couple without C. ","higher education","115","0.0612307445297266","0.0508166047302785","0.0716448843291746"
"Often","2013","Single parent ","in school","6","","",""
"Often","2013","Single parent ","inadequately","6","","",""
"Often","2013","Single parent ","general elemantary","49","0.113029476700912","0.0820004218299701","0.144058531571854"
"Often","2013","Single parent ","middle vocational","137","0.0958714443762645","0.0796536807460341","0.112089208006495"
"Often","2013","Single parent ","vocational + Abi","30","0.11924123038461","0.075514341820351","0.16296811894887"
"Often","2013","Single parent ","higher vocational","7","","",""
"Often","2013","Single parent ","higher education","49","0.138846956184865","0.103802393716625","0.173891518653106"
"Often","2013","Couple + C. LE 16 ","in school","","","",""
"Often","2013","Couple + C. LE 16 ","inadequately","23","","",""
"Often","2013","Couple + C. LE 16 ","general elemantary","68","0.125198665479052","0.0951510715853396","0.155246259372764"
"Often","2013","Couple + C. LE 16 ","middle vocational","261","0.0815582402960597","0.0717168490058301","0.0913996315862893"
"Often","2013","Couple + C. LE 16 ","vocational + Abi","47","0.0652086202710655","0.0467867635291678","0.0836304770129632"
"Often","2013","Couple + C. LE 16 ","higher vocational","26","","",""
"Often","2013","Couple + C. LE 16 ","higher education","112","0.0679769420396038","0.0561637030248951","0.0797901810543125"
"Often","2013","Couple + C. GT 16 ","in school","11","","",""
"Often","2013","Couple + C. GT 16 ","inadequately","1","","",""
"Often","2013","Couple + C. GT 16 ","general elemantary","21","","",""
