"plj0587","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","in school","Urban Area","65","0.277066360992315","0.227002997941439","0.327129724043191","5"
"Never","2013","general elemantary","Urban Area","332","0.197823116640938","0.178842011150585","0.216804222131291","5"
"Never","2013","general elemantary","Rural Area","174","0.192263443965386","0.1665031109493","0.218023776981472","5"
"Never","2013","middle vocational","Urban Area","1384","0.1772826760924","0.168573591437051","0.185991760747749","5"
"Never","2013","middle vocational","Rural Area","882","0.171589304807494","0.161199039562262","0.181979570052725","5"
"Never","2013","vocational + Abi","Urban Area","203","0.134835359515174","0.116182670956551","0.153488048073798","5"
"Never","2013","vocational + Abi","Rural Area","73","0.150624625112446","0.118889807811209","0.182359442413684","5"
"Never","2013","higher vocational","Urban Area","192","0.173508353198811","0.150072700537522","0.196944005860101","5"
"Never","2013","higher vocational","Rural Area","103","0.133274875139254","0.107654258492127","0.158895491786382","5"
"Never","2013","in school","Rural Area","29","","","","5"
"Never","2013","inadequately","Urban Area","32","0.143244524233972","0.0963082445159884","0.190180803951956","5"
"Never","2013","inadequately","Rural Area","19","","","","5"
"Never","2013","higher education","Urban Area","770","0.16205815387179","0.150916171930423","0.173200135813158","5"
"Never","2013","higher education","Rural Area","233","0.125026411572397","0.108984602105082","0.141068221039712","5"
"Often","2013","in school","Urban Area","27","","","","2"
"Often","2013","in school","Rural Area","9","","","","2"
"Often","2013","inadequately","Rural Area","18","","","","2"
"Often","2013","general elemantary","Urban Area","198","0.117441637001851","0.102101449179423","0.132781824824278","2"
"Often","2013","inadequately","Urban Area","38","0.159424734190252","0.11037830903927","0.208471159341234","2"
"Often","2013","general elemantary","Rural Area","89","0.0909266182550191","0.0721328773416676","0.109720359168371","2"
"Often","2013","middle vocational","Urban Area","588","0.0777190235957067","0.0716136909003897","0.0838243562910238","2"
"Often","2013","middle vocational","Rural Area","462","0.0941453293539689","0.0860973411340372","0.102193317573901","2"
"Often","2013","vocational + Abi","Urban Area","99","0.0756981744625873","0.0612524353275107","0.0901439135976638","2"
"Often","2013","vocational + Abi","Rural Area","35","0.0526372491124955","0.0328245828233089","0.072449915401682","2"
"Often","2013","higher vocational","Urban Area","72","0.0607768893364504","0.0459908708828772","0.0755629077900236","2"
"Often","2013","higher vocational","Rural Area","43","0.0812490320253344","0.0606530385442145","0.101845025506454","2"
"Often","2013","higher education","Urban Area","300","0.0794048064391317","0.0712299936771496","0.0875796192011138","2"
"Often","2013","higher education","Rural Area","100","0.0725591731674731","0.0599773300333311","0.085141016301615","2"
"Rarely ","2013","in school","Rural Area","58","0.356341468527698","0.276146198289757","0.436536738765639","4"
"Rarely ","2013","middle vocational","Urban Area","2725","0.375625050819145","0.3645813648033","0.38666873683499","4"
"Rarely ","2013","in school","Urban Area","133","0.410188101171611","0.355167263610773","0.465208938732449","4"
"Rarely ","2013","general elemantary","Urban Area","560","0.311886920186711","0.289813155977198","0.333960684396225","4"
"Rarely ","2013","general elemantary","Rural Area","340","0.346044519718903","0.314948247833413","0.377140791604394","4"
"Rarely ","2013","inadequately","Urban Area","52","0.289069656079342","0.228332286039434","0.349807026119251","4"
"Rarely ","2013","inadequately","Rural Area","27","","","","4"
"Rarely ","2013","middle vocational","Rural Area","1864","0.371557141495129","0.358240203343882","0.384874079646375","4"
"Rarely ","2013","vocational + Abi","Urban Area","524","0.39204619769291","0.365384114937049","0.418708280448772","4"
"Rarely ","2013","vocational + Abi","Rural Area","199","0.39969893869129","0.356238987608995","0.443158889773584","4"
"Rarely ","2013","higher vocational","Urban Area","375","0.359678231811354","0.329978410602551","0.389378053020157","4"
"Rarely ","2013","higher vocational","Rural Area","279","0.401680706341808","0.364724980821268","0.438636431862349","4"
"Rarely ","2013","higher education","Urban Area","1746","0.422593380237121","0.407657793402805","0.437528967071436","4"
