"plj0587","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2013","lower secondary degree","1-pers.-HH","68","0.0520344244464107","0.0398483335071673","0.064220515385654"
"Very often","2013","lower secondary degree","(Married) couple without C. ","31","0.0119972133060364","0.00796530346964708","0.0160291231424258"
"Very often","2013","lower secondary degree","Single parent ","22","","",""
"Very often","2013","lower secondary degree","Couple + C. LE 16 ","24","","",""
"Very often","2013","lower secondary degree","Couple + C. GT 16 ","4","","",""
"Very often","2013","lower secondary degree","Couple + C. LE and GT 16","7","","",""
"Very often","2013","secondary school degree","1-pers.-HH","47","0.0427695642976422","0.0298690255007394","0.0556701030945451"
"Very often","2013","secondary school degree","(Married) couple without C. ","14","","",""
"Very often","2013","secondary school degree","Single parent ","35","0.0460337074290879","0.0328731857782487","0.0591942290799272"
"Very often","2013","secondary school degree","Couple + C. LE 16 ","21","","",""
"Very often","2013","secondary school degree","Couple + C. GT 16 ","6","","",""
"Very often","2013","secondary school degree","Couple + C. LE and GT 16","6","","",""
"Very often","2013","college entrance qualification","1-pers.-HH","28","","",""
"Very often","2013","college entrance qualification","(Married) couple without C. ","19","","",""
"Very often","2013","college entrance qualification","Single parent ","7","","",""
"Very often","2013","college entrance qualification","Couple + C. LE 16 ","17","","",""
"Very often","2013","college entrance qualification","Couple + C. GT 16 ","5","","",""
"Very often","2013","college entrance qualification","Couple + C. LE and GT 16","5","","",""
"Very often","2013","Other degree","1-pers.-HH","6","","",""
"Very often","2013","Other degree","(Married) couple without C. ","12","","",""
"Very often","2013","Other degree","Single parent ","13","","",""
"Very often","2013","Other degree","Couple + C. LE 16 ","24","","",""
"Very often","2013","Other degree","Couple + C. GT 16 ","4","","",""
"Very often","2013","Other degree","Couple + C. LE and GT 16","7","","",""
"Very often","2013","no degree/no degree yet","1-pers.-HH","5","","",""
"Very often","2013","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Very often","2013","no degree/no degree yet","Single parent ","7","","",""
"Very often","2013","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Very often","2013","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2013","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Often","2013","lower secondary degree","1-pers.-HH","163","0.125079325403581","0.106928354586293","0.14323029622087"
"Often","2013","lower secondary degree","(Married) couple without C. ","184","0.063786066862473","0.0547362039908121","0.072835929734134"
"Often","2013","lower secondary degree","Single parent ","79","0.113873307718052","0.0885611434046502","0.139185472031454"
"Often","2013","lower secondary degree","Couple + C. LE 16 ","115","0.095248247394808","0.0785833295707737","0.111913165218842"
"Often","2013","lower secondary degree","Couple + C. GT 16 ","38","0.0473801375733608","0.0315167310069449","0.0632435441397768"
"Often","2013","lower secondary degree","Couple + C. LE and GT 16","33","0.0644056318409308","0.0403194830306641","0.0884917806511975"
"Often","2013","secondary school degree","1-pers.-HH","115","0.12095822059202","0.100168213385988","0.141748227798052"
"Often","2013","secondary school degree","(Married) couple without C. ","160","0.0741071431619977","0.0632058574393823","0.0850084288846131"
"Often","2013","secondary school degree","Single parent ","99","0.101786613804467","0.0827975432784847","0.12077568433045"
"Often","2013","secondary school degree","Couple + C. LE 16 ","182","0.0747235152756464","0.0636602676326713","0.0857867629186215"
"Often","2013","secondary school degree","Couple + C. GT 16 ","62","0.0782066397491131","0.0605171601566178","0.0958961193416083"
"Often","2013","secondary school degree","Couple + C. LE and GT 16","28","","",""
"Often","2013","college entrance qualification","1-pers.-HH","86","0.0862522461968894","0.069099298168119","0.10340519422566"
"Often","2013","college entrance qualification","(Married) couple without C. ","103","0.0520640554893808","0.0424776240672547","0.0616504869115069"
"Often","2013","college entrance qualification","Single parent ","74","0.0969003053278026","0.0735773127568609","0.120223297898744"
"Often","2013","college entrance qualification","Couple + C. LE 16 ","143","0.0610724859745478","0.0513617867232141","0.0707831852258815"
"Often","2013","college entrance qualification","Couple + C. GT 16 ","42","0.0564228086644637","0.0400508028678871","0.0727948144610403"
"Often","2013","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"Often","2013","Other degree","1-pers.-HH","29","","",""
"Often","2013","Other degree","(Married) couple without C. ","37","0.121369034282796","0.0888341093353609","0.153903959230231"
"Often","2013","Other degree","Single parent ","18","","",""
"Often","2013","Other degree","Couple + C. LE 16 ","70","0.137864568076804","0.109537212299399","0.166191923854209"
"Often","2013","Other degree","Couple + C. GT 16 ","9","","",""
"Often","2013","Other degree","Couple + C. LE and GT 16","33","0.175092715369429","0.120910869403803","0.229274561335056"
"Often","2013","no degree/no degree yet","1-pers.-HH","11","","",""
"Often","2013","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Often","2013","no degree/no degree yet","Single parent ","12","","",""
