"plb0218","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No, never","2005","(0) in school","Male","10","","",""
"No, never","2005","(0) in school","Female","6","","",""
"No, never","2005","(1a) inadequately completed","Male","14","","",""
"No, never","2005","(1a) inadequately completed","Female","19","","",""
"No, never","2005","(1b) general elementary school","Male","129","0.413152485277469","0.355166101424847","0.47113886913009"
"No, never","2005","(1b) general elementary school","Female","162","0.488908197741314","0.434139020224421","0.543677375258207"
"No, never","2005","(1c) basic vocational qualification","Male","469","0.309327171168806","0.286353620909498","0.332300721428115"
"No, never","2005","(1c) basic vocational qualification","Female","415","0.422790219064864","0.391813878114764","0.453766560014963"
"No, never","2005","(2b) intermediate general qualification","Male","67","0.435719806559481","0.355834245875514","0.515605367243448"
"No, never","2005","(2b) intermediate general qualification","Female","88","0.435055935076902","0.36361658400711","0.506495286146693"
"No, never","2005","(2a) intermediate vocational","Male","401","0.239186696652853","0.218172383826981","0.260201009478726"
"No, never","2005","(2a) intermediate vocational","Female","792","0.435582194550254","0.412190423340576","0.458973965759931"
"No, never","2005","(2c_gen) general maturity certificate","Male","77","0.440059268686419","0.369845207546016","0.510273329826822"
"No, never","2005","(2c_gen) general maturity certificate","Female","91","0.437092808726231","0.364629682330826","0.509555935121635"
"No, never","2005","(2c_voc) vocational maturity certificate","Male","156","0.323967369526527","0.282864903044794","0.365069836008261"
"No, never","2005","(2c_voc) vocational maturity certificate","Female","288","0.526297748479293","0.484644676897652","0.567950820060934"
"No, never","2005","(3a) lower tertiary education","Male","177","0.277428701420577","0.241239793631745","0.313617609209408"
"No, never","2005","(3a) lower tertiary education","Female","241","0.475156050306483","0.432275291813243","0.518036808799723"
"No, never","2005","(3b) higher tertiary education","Male","285","0.247566248378105","0.221681597216358","0.273450899539852"
"No, never","2005","(3b) higher tertiary education","Female","309","0.411600482042962","0.376543522878033","0.446657441207891"
"Yes, every week","2005","(0) in school","Male","7","","",""
"Yes, every week","2005","(0) in school","Female","7","","",""
"Yes, every week","2005","(1a) inadequately completed","Male","12","","",""
"Yes, every week","2005","(1a) inadequately completed","Female","4","","",""
"Yes, every week","2005","(1b) general elementary school","Male","44","0.209786061610001","0.161838241824974","0.257733881395029"
"Yes, every week","2005","(1b) general elementary school","Female","42","0.145226464765826","0.106623423743183","0.18382950578847"
"Yes, every week","2005","(1c) basic vocational qualification","Male","253","0.161048185354649","0.142778573484456","0.179317797224842"
"Yes, every week","2005","(1c) basic vocational qualification","Female","175","0.187940409928653","0.163443864467931","0.212436955389375"
"Yes, every week","2005","(2b) intermediate general qualification","Male","16","","",""
"Yes, every week","2005","(2b) intermediate general qualification","Female","32","0.188624310633014","0.132251192784677","0.244997428481351"
"Yes, every week","2005","(2a) intermediate vocational","Male","217","0.137731620086107","0.12075521648119","0.154708023691024"
"Yes, every week","2005","(2a) intermediate vocational","Female","200","0.131200941491345","0.115273139725966","0.147128743256724"
"Yes, every week","2005","(2c_gen) general maturity certificate","Male","37","0.187768225583376","0.132528881220651","0.2430075699461"
"Yes, every week","2005","(2c_gen) general maturity certificate","Female","20","","",""
"Yes, every week","2005","(2c_voc) vocational maturity certificate","Male","54","0.0978054251489181","0.0717159706924124","0.123894879605424"
"Yes, every week","2005","(2c_voc) vocational maturity certificate","Female","38","0.0807950216477181","0.0580609598144313","0.103529083481005"
"Yes, every week","2005","(3a) lower tertiary education","Male","83","0.136787544874343","0.10901334513853","0.164561744610156"
"Yes, every week","2005","(3a) lower tertiary education","Female","55","0.107214592209128","0.0806483749461259","0.133780809472129"
"Yes, every week","2005","(3b) higher tertiary education","Male","185","0.181038529309885","0.157945563837427","0.204131494782343"
"Yes, every week","2005","(3b) higher tertiary education","Female","97","0.124745741765631","0.101207168676359","0.148284314854903"
"Yes, every 2 weeks","2005","(0) in school","Male","","","",""
"Yes, every 2 weeks","2005","(0) in school","Female","7","","",""
"Yes, every 2 weeks","2005","(1a) inadequately completed","Male","3","","",""
"Yes, every 2 weeks","2005","(1a) inadequately completed","Female","5","","",""
"Yes, every 2 weeks","2005","(1b) general elementary school","Male","36","0.120159027604999","0.081868751304364","0.158449303905635"
"Yes, every 2 weeks","2005","(1b) general elementary school","Female","54","0.177589149515942","0.13571695417783","0.219461344854054"
"Yes, every 2 weeks","2005","(1c) basic vocational qualification","Male","206","0.113930781256839","0.0981387768330622","0.129722785680616"
"Yes, every 2 weeks","2005","(1c) basic vocational qualification","Female","174","0.177673195691839","0.153705074644519","0.20164131673916"
"Yes, every 2 weeks","2005","(2b) intermediate general qualification","Male","18","","",""
"Yes, every 2 weeks","2005","(2b) intermediate general qualification","Female","31","0.189975762610309","0.133448190579278","0.246503334641339"
"Yes, every 2 weeks","2005","(2a) intermediate vocational","Male","238","0.175579463010595","0.156837335305392","0.194321590715798"
"Yes, every 2 weeks","2005","(2a) intermediate vocational","Female","299","0.178094642679695","0.160045190351152","0.196144095008238"
"Yes, every 2 weeks","2005","(2c_gen) general maturity certificate","Male","16","","",""
"Yes, every 2 weeks","2005","(2c_gen) general maturity certificate","Female","31","0.208717056849036","0.149348469989493","0.26808564370858"
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","Male","77","0.160160790813599","0.127949391241808","0.192372190385391"
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","Female","64","0.114487443180345","0.0879258058622501","0.14104908049844"
"Yes, every 2 weeks","2005","(3a) lower tertiary education","Male","58","0.130604873261582","0.103368597682059","0.157841148841105"
"Yes, every 2 weeks","2005","(3a) lower tertiary education","Female","55","0.1016676946152","0.0757175832382317","0.127617805992169"
"Yes, every 2 weeks","2005","(3b) higher tertiary education","Male","113","0.0963047918177858","0.0786119578199535","0.113997625815618"
"Yes, every 2 weeks","2005","(3b) higher tertiary education","Female","81","0.139406356367603","0.114732302619186","0.164080410116019"
"Yes, every 3-4 weeks","2005","(0) in school","Male","1","","",""
"Yes, every 3-4 weeks","2005","(0) in school","Female","2","","",""
"Yes, every 3-4 weeks","2005","(1a) inadequately completed","Male","4","","",""
"Yes, every 3-4 weeks","2005","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2005","(1b) general elementary school","Male","24","","",""
"Yes, every 3-4 weeks","2005","(1b) general elementary school","Female","20","","",""
