"plb0218","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No, never","2005","lower secondary degree","(0) in school","","","",""
"No, never","2005","lower secondary degree","(1a) inadequately completed","","","",""
"No, never","2005","lower secondary degree","(1b) general elementary school","208","0.415152761084679","0.369826974260212","0.460478547909146"
"No, never","2005","lower secondary degree","(1c) basic vocational qualification","808","0.35191867548968","0.332556478004278","0.371280872975082"
"No, never","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"No, never","2005","lower secondary degree","(2a) intermediate vocational","2","","",""
"No, never","2005","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"No, never","2005","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"No, never","2005","lower secondary degree","(3a) lower tertiary education","9","","",""
"No, never","2005","lower secondary degree","(3b) higher tertiary education","4","","",""
"No, never","2005","secondary school degree","(0) in school","","","",""
"No, never","2005","secondary school degree","(1a) inadequately completed","","","",""
"No, never","2005","secondary school degree","(1b) general elementary school","","","",""
"No, never","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"No, never","2005","secondary school degree","(2b) intermediate general qualification","155","0.43536154037974","0.382109502421417","0.488613578338062"
"No, never","2005","secondary school degree","(2a) intermediate vocational","1191","0.335557759854552","0.319452348689929","0.351663171019175"
"No, never","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No, never","2005","secondary school degree","(2c_voc) vocational maturity certificate","7","","",""
"No, never","2005","secondary school degree","(3a) lower tertiary education","141","0.394667185442952","0.343239619287411","0.446094751598492"
"No, never","2005","secondary school degree","(3b) higher tertiary education","27","","",""
"No, never","2005","college entrance qualification","(0) in school","","","",""
"No, never","2005","college entrance qualification","(1a) inadequately completed","","","",""
"No, never","2005","college entrance qualification","(1b) general elementary school","","","",""
"No, never","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"No, never","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"No, never","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"No, never","2005","college entrance qualification","(2c_gen) general maturity certificate","153","0.439302288512472","0.386314076515117","0.492290500509827"
"No, never","2005","college entrance qualification","(2c_voc) vocational maturity certificate","397","0.455884259974982","0.423805650001524","0.487962869948441"
"No, never","2005","college entrance qualification","(3a) lower tertiary education","260","0.346661058005754","0.311605792263697","0.381716323747811"
"No, never","2005","college entrance qualification","(3b) higher tertiary education","521","0.302191500254692","0.279919242264647","0.324463758244737"
"No, never","2005","Other degree","(0) in school","","","",""
"No, never","2005","Other degree","(1a) inadequately completed","","","",""
"No, never","2005","Other degree","(1b) general elementary school","83","0.584253476721467","0.503475115537153","0.665031837905781"
"No, never","2005","Other degree","(1c) basic vocational qualification","76","0.367713196226765","0.300035985350139","0.435390407103391"
"No, never","2005","Other degree","(2b) intermediate general qualification","","","",""
"No, never","2005","Other degree","(2a) intermediate vocational","","","",""
"No, never","2005","Other degree","(2c_gen) general maturity certificate","14","","",""
"No, never","2005","Other degree","(2c_voc) vocational maturity certificate","36","0.273920088529692","0.182790726554803","0.365049450504582"
"No, never","2005","Other degree","(3a) lower tertiary education","7","","",""
"No, never","2005","Other degree","(3b) higher tertiary education","41","0.458052543112192","0.360399825999284","0.555705260225099"
"No, never","2005","no degree/no degree yet","(0) in school","16","","",""
"No, never","2005","no degree/no degree yet","(1a) inadequately completed","33","0.442139362389698","0.330482930688499","0.553795794090898"
"No, never","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"No, never","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No, never","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No, never","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No, never","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No, never","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No, never","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No, never","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every week","2005","lower secondary degree","(0) in school","","","",""
"Yes, every week","2005","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every week","2005","lower secondary degree","(1b) general elementary school","71","0.19380712804904","0.157447074466329","0.23016718163175"
"Yes, every week","2005","lower secondary degree","(1c) basic vocational qualification","397","0.173274017435635","0.157929040121256","0.188618994750014"
"Yes, every week","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes, every week","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Yes, every week","2005","lower secondary degree","(3a) lower tertiary education","5","","",""
"Yes, every week","2005","lower secondary degree","(3b) higher tertiary education","1","","",""
"Yes, every week","2005","secondary school degree","(0) in school","","","",""
"Yes, every week","2005","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every week","2005","secondary school degree","(1b) general elementary school","","","",""
"Yes, every week","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every week","2005","secondary school degree","(2b) intermediate general qualification","48","0.169585574071245","0.129279743982233","0.209891404160256"
"Yes, every week","2005","secondary school degree","(2a) intermediate vocational","416","0.134383301875675","0.122750213612177","0.146016390139174"
"Yes, every week","2005","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2005","secondary school degree","(3a) lower tertiary education","36","0.114448711249619","0.0809525015562026","0.147944920943035"
"Yes, every week","2005","secondary school degree","(3b) higher tertiary education","16","","",""
"Yes, every week","2005","college entrance qualification","(0) in school","","","",""
"Yes, every week","2005","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every week","2005","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every week","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every week","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every week","2005","college entrance qualification","(2c_gen) general maturity certificate","52","0.176435463759396","0.135737291956315","0.217133635562477"
"Yes, every week","2005","college entrance qualification","(2c_voc) vocational maturity certificate","76","0.085189507381759","0.0672090299315145","0.103169984832004"
"Yes, every week","2005","college entrance qualification","(3a) lower tertiary education","97","0.133136367823875","0.108112455713062","0.158160279934688"
"Yes, every week","2005","college entrance qualification","(3b) higher tertiary education","254","0.164642135134345","0.146655009158044","0.182629261110646"
"Yes, every week","2005","Other degree","(0) in school","","","",""
"Yes, every week","2005","Other degree","(1a) inadequately completed","","","",""
"Yes, every week","2005","Other degree","(1b) general elementary school","15","","",""
"Yes, every week","2005","Other degree","(1c) basic vocational qualification","31","0.151193181132181","0.100912480855803","0.201473881408559"
"Yes, every week","2005","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","Other degree","(2a) intermediate vocational","","","",""
"Yes, every week","2005","Other degree","(2c_gen) general maturity certificate","4","","",""
"Yes, every week","2005","Other degree","(2c_voc) vocational maturity certificate","13","","",""
"Yes, every week","2005","Other degree","(3a) lower tertiary education","","","",""
"Yes, every week","2005","Other degree","(3b) higher tertiary education","10","","",""
"Yes, every week","2005","no degree/no degree yet","(0) in school","14","","",""
"Yes, every week","2005","no degree/no degree yet","(1a) inadequately completed","16","","",""
"Yes, every week","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every week","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every week","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every week","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every week","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(0) in school","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(1b) general elementary school","75","0.1629736198776","0.128999486033834","0.196947753721366"
"Yes, every 2 weeks","2005","lower secondary degree","(1c) basic vocational qualification","350","0.140080848665445","0.126009461013396","0.154152236317493"
"Yes, every 2 weeks","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(3a) lower tertiary education","6","","",""
"Yes, every 2 weeks","2005","lower secondary degree","(3b) higher tertiary education","1","","",""
"Yes, every 2 weeks","2005","secondary school degree","(0) in school","","","",""
"Yes, every 2 weeks","2005","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2005","secondary school degree","(2b) intermediate general qualification","49","0.171493394795802","0.13100806694096","0.211978722650645"
"Yes, every 2 weeks","2005","secondary school degree","(2a) intermediate vocational","537","0.177535206245545","0.164501724157877","0.190568688333213"
"Yes, every 2 weeks","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2005","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"Yes, every 2 weeks","2005","secondary school degree","(3a) lower tertiary education","45","0.118783306555671","0.0847422981583829","0.15282431495296"
"Yes, every 2 weeks","2005","secondary school degree","(3b) higher tertiary education","8","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(0) in school","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","(2c_gen) general maturity certificate","43","0.135207350545793","0.0986992459014432","0.171715455190144"
