"plb0218","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","in school","Urban Area","13","","","","1"
"No, never","2005","in school","Rural Area","3","","","","1"
"No, never","2005","inadequately","Urban Area","33","0.55219773499943","0.427409504359857","0.676985965639004","1"
"No, never","2005","inadequately","Rural Area","9","","","","1"
"No, never","2005","general elemantary","Urban Area","316","0.468192251043566","0.42944259818798","0.506941903899153","1"
"No, never","2005","general elemantary","Rural Area","116","0.367217631038068","0.310450472826306","0.42398478924983","1"
"No, never","2005","middle vocational","Urban Area","1406","0.379840765837405","0.363866124388222","0.395815407286587","1"
"No, never","2005","middle vocational","Rural Area","666","0.324674778391153","0.304127353468055","0.345222203314251","1"
"No, never","2005","vocational + Abi","Urban Area","275","0.451807344210883","0.412150910721188","0.491463777700578","1"
"No, never","2005","vocational + Abi","Rural Area","61","0.388998134318293","0.315712532652023","0.462283735984563","1"
"No, never","2005","higher vocational","Urban Area","219","0.305522297672085","0.270512638946034","0.340531956398137","1"
"No, never","2005","higher vocational","Rural Area","89","0.245303027388496","0.200544924277511","0.290061130499481","1"
"No, never","2005","higher education","Urban Area","731","0.328204226833629","0.308154588561124","0.348253865106134","1"
"No, never","2005","higher education","Rural Area","281","0.343725276587567","0.311355186348212","0.376095366826922","1"
"Rarely","2005","middle vocational","Urban Area","850","0.238788079625949","0.22475548959939","0.252820669652509","5"
"Rarely","2005","in school","Urban Area","8","","","","5"
"Rarely","2005","higher education","Urban Area","681","0.334437103462417","0.314292088166904","0.35458211875793","5"
"Rarely","2005","higher education","Rural Area","254","0.289332293189848","0.258427411776979","0.320237174602717","5"
"Rarely","2005","in school","Rural Area","1","","","","5"
"Rarely","2005","inadequately","Urban Area","9","","","","5"
"Rarely","2005","inadequately","Rural Area","2","","","","5"
"Rarely","2005","general elemantary","Urban Area","92","0.147184617062636","0.119671670875237","0.174697563250035","5"
"Rarely","2005","general elemantary","Rural Area","47","0.171940902356875","0.127505565810749","0.216376238903","5"
"Rarely","2005","middle vocational","Rural Area","457","0.221100748774932","0.202890646253036","0.239310851296827","5"
"Rarely","2005","vocational + Abi","Urban Area","134","0.216891828405169","0.184051848967024","0.249731807843313","5"
"Rarely","2005","vocational + Abi","Rural Area","56","0.394958166311042","0.321474319848828","0.468442012773256","5"
"Rarely","2005","higher vocational","Urban Area","193","0.294424889399716","0.259783432000338","0.329066346799094","5"
"Rarely","2005","higher vocational","Rural Area","104","0.290876332026791","0.243632066965241","0.338120597088341","5"
"Yes, every 2 weeks","2005","middle vocational","Urban Area","508","0.141667756326806","0.130190397834163","0.153145114819449","3"
"Yes, every 2 weeks","2005","middle vocational","Rural Area","336","0.172430398705199","0.155854166494349","0.189006630916049","3"
"Yes, every 2 weeks","2005","vocational + Abi","Rural Area","21","","","","3"
"Yes, every 2 weeks","2005","higher education","Urban Area","208","0.115742216478471","0.102082201790593","0.129402231166348","3"
"Yes, every 2 weeks","2005","higher education","Rural Area","99","0.115791451910326","0.0939836978551709","0.137599205965481","3"
"Yes, every 2 weeks","2005","vocational + Abi","Urban Area","89","0.150212545520071","0.121743122586816","0.178681968453327","3"
"Yes, every 2 weeks","2005","in school","Urban Area","4","","","","3"
"Yes, every 2 weeks","2005","in school","Rural Area","3","","","","3"
"Yes, every 2 weeks","2005","inadequately","Urban Area","6","","","","3"
"Yes, every 2 weeks","2005","inadequately","Rural Area","1","","","","3"
"Yes, every 2 weeks","2005","general elemantary","Urban Area","90","0.148248166847132","0.12065321889675","0.175843114797514","3"
"Yes, every 2 weeks","2005","general elemantary","Rural Area","49","0.185232646448022","0.139483417187938","0.230981875708107","3"
"Yes, every 2 weeks","2005","higher vocational","Urban Area","106","0.190096866007164","0.160274555575334","0.219919176438994","3"
"Yes, every 2 weeks","2005","higher vocational","Rural Area","54","0.133682813621747","0.0982822506695235","0.169083376573971","3"
"Yes, every 3-4 weeks","2005","higher education","Urban Area","195","0.0822753003234603","0.0705423624361718","0.0940082382107488","4"
"Yes, every 3-4 weeks","2005","higher education","Rural Area","65","0.0914437244375148","0.0717988975727132","0.111088551302316","4"
"Yes, every 3-4 weeks","2005","in school","Urban Area","3","","","","4"
"Yes, every 3-4 weeks","2005","middle vocational","Urban Area","311","0.0962866416816808","0.0865775836683291","0.105995699695032","4"
"Yes, every 3-4 weeks","2005","middle vocational","Rural Area","219","0.115810747762403","0.101768918448133","0.129852577076672","4"
"Yes, every 3-4 weeks","2005","vocational + Abi","Urban Area","51","0.0818349896768205","0.0599925930532711","0.10367738630037","4"
"Yes, every 3-4 weeks","2005","vocational + Abi","Rural Area","18","","","","4"
"Yes, every 3-4 weeks","2005","higher vocational","Urban Area","63","0.086621439174725","0.0652430306114233","0.107999847738027","4"
"Yes, every 3-4 weeks","2005","higher vocational","Rural Area","41","0.111922678002773","0.0791268688067468","0.1447184871988","4"
"Yes, every 3-4 weeks","2005","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2005","inadequately","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2005","inadequately","Urban Area","5","","","","4"
"Yes, every 3-4 weeks","2005","general elemantary","Urban Area","47","0.0608765112905173","0.0423085336573514","0.0794444889236832","4"
"Yes, every 3-4 weeks","2005","general elemantary","Rural Area","23","","","","4"
"Yes, every week","2005","in school","Urban Area","10","","","","2"
"Yes, every week","2005","in school","Rural Area","4","","","","2"
