"plb0218","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","16-34 y.","Urban Area","854","0.383054662142616","0.362322010351985","0.403787313933247","1"
"No, never","2005","16-34 y.","Rural Area","372","0.333222245989213","0.304643215591824","0.361801276386603","1"
"No, never","2005","35-65 y.","Urban Area","2140","0.374896393771411","0.362156944854823","0.387635842688","1"
"No, never","2005","35-65 y.","Rural Area","863","0.327702855208628","0.309709338749641","0.345696371667614","1"
"No, never","2005","66 and older","Urban Area","41","0.452363370104409","0.352799347544547","0.55192739266427","1"
"No, never","2005","66 and older","Rural Area","16","","","","1"
"Rarely","2005","16-34 y.","Urban Area","428","0.204150689479511","0.186960052005144","0.221341326953879","5"
"Rarely","2005","16-34 y.","Rural Area","243","0.247237063537285","0.221080791350699","0.273393335723871","5"
"Rarely","2005","35-65 y.","Urban Area","1531","0.272053216483479","0.260342168611988","0.28376426435497","5"
"Rarely","2005","35-65 y.","Rural Area","689","0.244056523639543","0.227590635088195","0.26052241219089","5"
"Rarely","2005","66 and older","Urban Area","19","","","","5"
"Rarely","2005","66 and older","Rural Area","5","","","","5"
"Yes, every 2 weeks","2005","35-65 y.","Urban Area","688","0.134792426199269","0.125805484805282","0.143779367593257","3"
"Yes, every 2 weeks","2005","16-34 y.","Urban Area","334","0.161574653301285","0.145877534325393","0.177271772277177","3"
"Yes, every 2 weeks","2005","16-34 y.","Rural Area","191","0.192697749595063","0.168784073157413","0.216611426032713","3"
"Yes, every 2 weeks","2005","35-65 y.","Rural Area","376","0.142678163523589","0.129270719342675","0.156085607704503","3"
"Yes, every 2 weeks","2005","66 and older","Urban Area","7","","","","3"
"Yes, every 2 weeks","2005","66 and older","Rural Area","2","","","","3"
"Yes, every 3-4 weeks","2005","16-34 y.","Urban Area","177","0.090661135007661","0.0784156895978203","0.102906580417502","4"
"Yes, every 3-4 weeks","2005","35-65 y.","Urban Area","496","0.0864398705334219","0.0790447606651093","0.0938349804017345","4"
"Yes, every 3-4 weeks","2005","16-34 y.","Rural Area","92","0.0795765861464107","0.0631678010700579","0.0959853712227635","4"
"Yes, every 3-4 weeks","2005","66 and older","Urban Area","7","","","","4"
"Yes, every 3-4 weeks","2005","35-65 y.","Rural Area","272","0.116188750989635","0.103904261773462","0.128473240205809","4"
"Yes, every 3-4 weeks","2005","66 and older","Rural Area","3","","","","4"
"Yes, every week","2005","35-65 y.","Urban Area","692","0.131818093012419","0.122915594992486","0.140720591032351","2"
"Yes, every week","2005","16-34 y.","Urban Area","319","0.160558860068927","0.144901685384757","0.176216034753097","2"
"Yes, every week","2005","16-34 y.","Rural Area","147","0.147266354732028","0.125780708847968","0.168752000616088","2"
"Yes, every week","2005","35-65 y.","Rural Area","414","0.169373706638606","0.154994956644926","0.183752456632285","2"
"Yes, every week","2005","66 and older","Urban Area","22","","","","2"
"Yes, every week","2005","66 and older","Rural Area","13","","","","2"
"No, never","2006","35-65 y.","Urban Area","","","","","1"
"No, never","2006","35-65 y.","Rural Area","","","","","1"
"No, never","2006","16-34 y.","Urban Area","","","","","1"
"No, never","2006","16-34 y.","Rural Area","","","","","1"
"No, never","2006","66 and older","Urban Area","","","","","1"
"No, never","2006","66 and older","Rural Area","","","","","1"
"Rarely","2006","16-34 y.","Urban Area","","","","","5"
"Rarely","2006","16-34 y.","Rural Area","","","","","5"
"Rarely","2006","35-65 y.","Urban Area","","","","","5"
"Rarely","2006","35-65 y.","Rural Area","","","","","5"
"Rarely","2006","66 and older","Urban Area","","","","","5"
"Rarely","2006","66 and older","Rural Area","","","","","5"
"Yes, every 2 weeks","2006","16-34 y.","Rural Area","","","","","3"
"Yes, every 2 weeks","2006","35-65 y.","Urban Area","","","","","3"
"Yes, every 2 weeks","2006","35-65 y.","Rural Area","","","","","3"
"Yes, every 2 weeks","2006","66 and older","Urban Area","","","","","3"
"Yes, every 2 weeks","2006","66 and older","Rural Area","","","","","3"
"Yes, every 2 weeks","2006","16-34 y.","Urban Area","","","","","3"
"Yes, every 3-4 weeks","2006","16-34 y.","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2006","16-34 y.","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2006","35-65 y.","Urban Area","","","","","4"
