"plb0218","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No, never","2005","lower secondary degree","1-pers.-HH","109","0.343311078572499","0.291124564869696","0.395497592275301"
"No, never","2005","lower secondary degree","(Married) couple without C. ","314","0.414304903312206","0.380105796702267","0.448504009922145"
"No, never","2005","lower secondary degree","Single parent ","54","0.299107927905128","0.229245181424741","0.368970674385514"
"No, never","2005","lower secondary degree","Couple + C. LE 16 ","205","0.285618579902807","0.251617591099443","0.319619568706172"
"No, never","2005","lower secondary degree","Couple + C. GT 16 ","226","0.417744116854769","0.376638834169351","0.458849399540187"
"No, never","2005","lower secondary degree","Couple + C. LE and GT 16","100","0.363633587278985","0.306360701589895","0.420906472968076"
"No, never","2005","secondary school degree","1-pers.-HH","153","0.296105531394606","0.254156742284041","0.33805432050517"
"No, never","2005","secondary school degree","(Married) couple without C. ","425","0.366733014392501","0.337911660498111","0.395554368286892"
"No, never","2005","secondary school degree","Single parent ","98","0.441702179440312","0.377384837609341","0.506019521271283"
"No, never","2005","secondary school degree","Couple + C. LE 16 ","341","0.325392510235788","0.296236935270816","0.354548085200759"
"No, never","2005","secondary school degree","Couple + C. GT 16 ","337","0.365134815164387","0.33288118612473","0.397388444204044"
"No, never","2005","secondary school degree","Couple + C. LE and GT 16","137","0.366293864818994","0.318230605664121","0.414357123973868"
"No, never","2005","college entrance qualification","1-pers.-HH","193","0.404355849704307","0.362093025355063","0.446618674053551"
"No, never","2005","college entrance qualification","(Married) couple without C. ","403","0.35842487222502","0.329891306240633","0.386958438209408"
"No, never","2005","college entrance qualification","Single parent ","52","0.448163444251818","0.363326586740542","0.533000301763094"
"No, never","2005","college entrance qualification","Couple + C. LE 16 ","330","0.337453800104268","0.306998853462326","0.36790874674621"
"No, never","2005","college entrance qualification","Couple + C. GT 16 ","232","0.399138032548325","0.360465140680162","0.437810924416488"
"No, never","2005","college entrance qualification","Couple + C. LE and GT 16","100","0.350079037346429","0.291418699724338","0.40873937496852"
"No, never","2005","Other degree","1-pers.-HH","16","","",""
"No, never","2005","Other degree","(Married) couple without C. ","61","0.452300188447586","0.367392736986624","0.537207639908548"
"No, never","2005","Other degree","Single parent ","14","","",""
"No, never","2005","Other degree","Couple + C. LE 16 ","53","0.301989397037777","0.226739323333776","0.377239470741778"
"No, never","2005","Other degree","Couple + C. GT 16 ","73","0.523752810775644","0.43887353474654","0.608632086804747"
"No, never","2005","Other degree","Couple + C. LE and GT 16","34","0.379322605994569","0.270234193518902","0.488411018470237"
"No, never","2005","no degree/no degree yet","1-pers.-HH","4","","",""
"No, never","2005","no degree/no degree yet","(Married) couple without C. ","9","","",""
"No, never","2005","no degree/no degree yet","Single parent ","2","","",""
"No, never","2005","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"No, never","2005","no degree/no degree yet","Couple + C. GT 16 ","15","","",""
"No, never","2005","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"Yes, every week","2005","lower secondary degree","1-pers.-HH","54","0.21420623215295","0.16911367419757","0.259298790108329"
"Yes, every week","2005","lower secondary degree","(Married) couple without C. ","138","0.178519844998258","0.15193337248566","0.205106317510856"
"Yes, every week","2005","lower secondary degree","Single parent ","29","","",""
"Yes, every week","2005","lower secondary degree","Couple + C. LE 16 ","112","0.167888006477927","0.139753845305827","0.196022167650027"
"Yes, every week","2005","lower secondary degree","Couple + C. GT 16 ","84","0.12925592904832","0.101294714934875","0.157217143161766"
"Yes, every week","2005","lower secondary degree","Couple + C. LE and GT 16","47","0.158725965475611","0.115219262111466","0.202232668839757"
"Yes, every week","2005","secondary school degree","1-pers.-HH","56","0.114138322270552","0.0849209541627791","0.143355690378326"
"Yes, every week","2005","secondary school degree","(Married) couple without C. ","147","0.150421323380943","0.129041581642176","0.17180106511971"
"Yes, every week","2005","secondary school degree","Single parent ","24","","",""
"Yes, every week","2005","secondary school degree","Couple + C. LE 16 ","122","0.146006531539019","0.124032706026179","0.167980357051859"
"Yes, every week","2005","secondary school degree","Couple + C. GT 16 ","107","0.120327962736772","0.098533062569547","0.142122862903996"
"Yes, every week","2005","secondary school degree","Couple + C. LE and GT 16","50","0.15639841476326","0.120162493637893","0.192634335888626"
"Yes, every week","2005","college entrance qualification","1-pers.-HH","77","0.153666963430787","0.122611063920056","0.184722862941517"
"Yes, every week","2005","college entrance qualification","(Married) couple without C. ","139","0.142774448541831","0.121958029516937","0.163590867566726"
"Yes, every week","2005","college entrance qualification","Single parent ","18","","",""
"Yes, every week","2005","college entrance qualification","Couple + C. LE 16 ","104","0.10670208514225","0.0868170111655941","0.126587159118906"
"Yes, every week","2005","college entrance qualification","Couple + C. GT 16 ","92","0.142497983389021","0.114893497121639","0.170102469656404"
"Yes, every week","2005","college entrance qualification","Couple + C. LE and GT 16","34","0.124810525422759","0.0841654548984531","0.165455595947065"
"Yes, every week","2005","Other degree","1-pers.-HH","3","","",""
"Yes, every week","2005","Other degree","(Married) couple without C. ","18","","",""
"Yes, every week","2005","Other degree","Single parent ","5","","",""
"Yes, every week","2005","Other degree","Couple + C. LE 16 ","23","","",""
"Yes, every week","2005","Other degree","Couple + C. GT 16 ","13","","",""
"Yes, every week","2005","Other degree","Couple + C. LE and GT 16","9","","",""
"Yes, every week","2005","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes, every week","2005","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Yes, every week","2005","no degree/no degree yet","Single parent ","4","","",""
"Yes, every week","2005","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"Yes, every week","2005","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Yes, every week","2005","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"Yes, every 2 weeks","2005","lower secondary degree","1-pers.-HH","58","0.158837146318914","0.118662634158509","0.199011658479318"
"Yes, every 2 weeks","2005","lower secondary degree","(Married) couple without C. ","104","0.139693032732348","0.115625419521667","0.163760645943028"
"Yes, every 2 weeks","2005","lower secondary degree","Single parent ","33","0.184752164871321","0.125535258643803","0.24396907109884"
"Yes, every 2 weeks","2005","lower secondary degree","Couple + C. LE 16 ","112","0.148679712153496","0.121900019307122","0.175459404999871"
"Yes, every 2 weeks","2005","lower secondary degree","Couple + C. GT 16 ","78","0.138481719094839","0.10969355317065","0.167269885019029"
"Yes, every 2 weeks","2005","lower secondary degree","Couple + C. LE and GT 16","38","0.107739473203789","0.0708249970638327","0.144653949343745"
"Yes, every 2 weeks","2005","secondary school degree","1-pers.-HH","91","0.206030613441514","0.168867666164009","0.243193560719019"
