"plb0218","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No, never","2005","Schleswig-Holstein","(0) in school","","","",""
"No, never","2005","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"No, never","2005","Schleswig-Holstein","(1b) general elementary school","4","","",""
"No, never","2005","Schleswig-Holstein","(1c) basic vocational qualification","28","","",""
"No, never","2005","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"No, never","2005","Schleswig-Holstein","(2a) intermediate vocational","33","0.269462233717438","0.182934028998288","0.355990438436587"
"No, never","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","8","","",""
"No, never","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","14","","",""
"No, never","2005","Schleswig-Holstein","(3a) lower tertiary education","12","","",""
"No, never","2005","Schleswig-Holstein","(3b) higher tertiary education","13","","",""
"No, never","2005","Hamburg","(0) in school","","","",""
"No, never","2005","Hamburg","(1a) inadequately completed","","","",""
"No, never","2005","Hamburg","(1b) general elementary school","4","","",""
"No, never","2005","Hamburg","(1c) basic vocational qualification","8","","",""
"No, never","2005","Hamburg","(2b) intermediate general qualification","3","","",""
"No, never","2005","Hamburg","(2a) intermediate vocational","15","","",""
"No, never","2005","Hamburg","(2c_gen) general maturity certificate","3","","",""
"No, never","2005","Hamburg","(2c_voc) vocational maturity certificate","9","","",""
"No, never","2005","Hamburg","(3a) lower tertiary education","8","","",""
"No, never","2005","Hamburg","(3b) higher tertiary education","18","","",""
"No, never","2005","Lower Saxony","(0) in school","","","",""
"No, never","2005","Lower Saxony","(1a) inadequately completed","","","",""
"No, never","2005","Lower Saxony","(1b) general elementary school","17","","",""
"No, never","2005","Lower Saxony","(1c) basic vocational qualification","79","0.32262636364229","0.265360979307085","0.379891747977495"
"No, never","2005","Lower Saxony","(2b) intermediate general qualification","20","","",""
"No, never","2005","Lower Saxony","(2a) intermediate vocational","106","0.32941973109453","0.275694954861646","0.383144507327413"
"No, never","2005","Lower Saxony","(2c_gen) general maturity certificate","9","","",""
"No, never","2005","Lower Saxony","(2c_voc) vocational maturity certificate","33","0.438627212207706","0.336674012802287","0.540580411613125"
"No, never","2005","Lower Saxony","(3a) lower tertiary education","24","","",""
"No, never","2005","Lower Saxony","(3b) higher tertiary education","36","0.218981597906188","0.148960303402401","0.289002892409975"
"No, never","2005","Bremen","(0) in school","","","",""
"No, never","2005","Bremen","(1a) inadequately completed","","","",""
"No, never","2005","Bremen","(1b) general elementary school","2","","",""
"No, never","2005","Bremen","(1c) basic vocational qualification","3","","",""
"No, never","2005","Bremen","(2b) intermediate general qualification","","","",""
"No, never","2005","Bremen","(2a) intermediate vocational","6","","",""
"No, never","2005","Bremen","(2c_gen) general maturity certificate","1","","",""
"No, never","2005","Bremen","(2c_voc) vocational maturity certificate","4","","",""
"No, never","2005","Bremen","(3a) lower tertiary education","","","",""
"No, never","2005","Bremen","(3b) higher tertiary education","4","","",""
