"plb0218","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No, never","2005","(0) in school","West Germany","15","","",""
"No, never","2005","(0) in school","East Germany","1","","",""
"No, never","2005","(1a) inadequately completed","West Germany","32","0.456695861808294","0.340005733952764","0.573385989663824"
"No, never","2005","(1a) inadequately completed","East Germany","1","","",""
"No, never","2005","(1b) general elementary school","West Germany","268","0.439385151452183","0.398205186002987","0.480565116901379"
"No, never","2005","(1b) general elementary school","East Germany","23","","",""
"No, never","2005","(1c) basic vocational qualification","West Germany","837","0.355857650707937","0.336467386543671","0.375247914872202"
"No, never","2005","(1c) basic vocational qualification","East Germany","47","0.300311348533992","0.23513206570208","0.365490631365905"
"No, never","2005","(2b) intermediate general qualification","West Germany","125","0.455359347789559","0.393503527195912","0.517215168383207"
"No, never","2005","(2b) intermediate general qualification","East Germany","30","0.338728037836148","0.237517886158059","0.439938189514237"
"No, never","2005","(2a) intermediate vocational","West Germany","870","0.371042495211225","0.350551095303266","0.391533895119183"
"No, never","2005","(2a) intermediate vocational","East Germany","323","0.249134981027427","0.224394261033721","0.273875701021134"
"No, never","2005","(2c_gen) general maturity certificate","West Germany","136","0.440089277112763","0.38382376413266","0.496354790092866"
"No, never","2005","(2c_gen) general maturity certificate","East Germany","32","0.429993119385787","0.316424730940473","0.543561507831101"
"No, never","2005","(2c_voc) vocational maturity certificate","West Germany","390","0.426937255907086","0.394764498705871","0.459110013108302"
"No, never","2005","(2c_voc) vocational maturity certificate","East Germany","54","0.416781125903999","0.335689926192943","0.497872325615054"
"No, never","2005","(3a) lower tertiary education","West Germany","266","0.340612313519121","0.305923527478519","0.375301099559723"
"No, never","2005","(3a) lower tertiary education","East Germany","152","0.409879074328642","0.361193147911889","0.458565000745396"
"No, never","2005","(3b) higher tertiary education","West Germany","462","0.312836509399019","0.288549567858762","0.337123450939277"
"No, never","2005","(3b) higher tertiary education","East Germany","132","0.318053584712852","0.273776512191815","0.362330657233889"
"Yes, every week","2005","(0) in school","West Germany","13","","",""
"Yes, every week","2005","(0) in school","East Germany","1","","",""
"Yes, every week","2005","(1a) inadequately completed","West Germany","13","","",""
"Yes, every week","2005","(1a) inadequately completed","East Germany","3","","",""
"Yes, every week","2005","(1b) general elementary school","West Germany","82","0.182340036717194","0.150302554581142","0.214377518853246"
"Yes, every week","2005","(1b) general elementary school","East Germany","4","","",""
"Yes, every week","2005","(1c) basic vocational qualification","West Germany","386","0.171203236843894","0.155947448509582","0.186459025178207"
"Yes, every week","2005","(1c) basic vocational qualification","East Germany","42","0.176442951063606","0.122240329597788","0.230645572529423"
"Yes, every week","2005","(2b) intermediate general qualification","West Germany","40","0.176840121707445","0.129450753670984","0.224229489743906"
"Yes, every week","2005","(2b) intermediate general qualification","East Germany","8","","",""
"Yes, every week","2005","(2a) intermediate vocational","West Germany","250","0.127720329572536","0.113562162202466","0.141878496942607"
"Yes, every week","2005","(2a) intermediate vocational","East Germany","167","0.150804993856371","0.130334627277564","0.171275360435179"
"Yes, every week","2005","(2c_gen) general maturity certificate","West Germany","49","0.187543875077564","0.143298905784706","0.231788844370421"
"Yes, every week","2005","(2c_gen) general maturity certificate","East Germany","8","","",""
"Yes, every week","2005","(2c_voc) vocational maturity certificate","West Germany","78","0.0872909526613091","0.068931659311963","0.105650246010655"
"Yes, every week","2005","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"Yes, every week","2005","(3a) lower tertiary education","West Germany","89","0.116844813740511","0.0933316133402304","0.140358014140792"
"Yes, every week","2005","(3a) lower tertiary education","East Germany","49","0.146877397799567","0.111835447739139","0.181919347859995"
"Yes, every week","2005","(3b) higher tertiary education","West Germany","223","0.169121421434652","0.149485460274681","0.188757382594623"
"Yes, every week","2005","(3b) higher tertiary education","East Germany","59","0.105355192012299","0.0761670184254785","0.134543365599119"
"Yes, every 2 weeks","2005","(0) in school","West Germany","4","","",""
"Yes, every 2 weeks","2005","(0) in school","East Germany","3","","",""
"Yes, every 2 weeks","2005","(1a) inadequately completed","West Germany","8","","",""
"Yes, every 2 weeks","2005","(1a) inadequately completed","East Germany","","","",""
"Yes, every 2 weeks","2005","(1b) general elementary school","West Germany","85","0.152075823295637","0.122281084054844","0.181870562536431"
"Yes, every 2 weeks","2005","(1b) general elementary school","East Germany","5","","",""
"Yes, every 2 weeks","2005","(1c) basic vocational qualification","West Germany","338","0.135306293250466","0.121453262666107","0.149159323834825"
"Yes, every 2 weeks","2005","(1c) basic vocational qualification","East Germany","42","0.204523070451667","0.14717005761668","0.261876083286654"
"Yes, every 2 weeks","2005","(2b) intermediate general qualification","West Germany","30","0.158723835738694","0.113336072086469","0.204111599390918"
"Yes, every 2 weeks","2005","(2b) intermediate general qualification","East Germany","19","","",""
"Yes, every 2 weeks","2005","(2a) intermediate vocational","West Germany","302","0.150850290301228","0.13566880165165","0.166031778950805"
"Yes, every 2 weeks","2005","(2a) intermediate vocational","East Germany","235","0.23864023957695","0.214257593174371","0.26302288597953"
"Yes, every 2 weeks","2005","(2c_gen) general maturity certificate","West Germany","36","0.127098578808367","0.0893443638381278","0.164852793778606"
"Yes, every 2 weeks","2005","(2c_gen) general maturity certificate","East Germany","11","","",""
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","West Germany","120","0.142849964860881","0.12008989140628","0.165610038315483"
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","East Germany","21","","",""
"Yes, every 2 weeks","2005","(3a) lower tertiary education","West Germany","50","0.102850420113426","0.0806160936920221","0.12508474653483"
