"plh0194","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Mecklenburg-Western Pomerania","higher vocational","1","","","","4"
"Disagree fully","2003","Saxony-Anhalt","higher vocational","","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","4"
"Disagree fully","2003","Saxony-Anhalt","vocational + Abi","1","","","","4"
"Disagree fully","2003","Saxony-Anhalt","middle vocational","6","","","","4"
"Disagree fully","2003","Saxony","inadequately","","","","","4"
"Disagree fully","2003","Schleswig-Holstein","in school","1","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","higher education","5","","","","4"
"Disagree fully","2003","Saxony","in school","","","","","4"
"Disagree fully","2003","Saxony","general elemantary","1","","","","4"
"Disagree fully","2003","Saxony","middle vocational","14","","","","4"
"Disagree fully","2003","Lower Saxony","inadequately","","","","","4"
"Disagree fully","2003","Hamburg","higher vocational","","","","","4"
"Disagree fully","2003","Hamburg","higher education","6","","","","4"
"Disagree fully","2003","Lower Saxony","in school","","","","","4"
"Disagree fully","2003","Lower Saxony","general elemantary","4","","","","4"
"Disagree fully","2003","Lower Saxony","middle vocational","13","","","","4"
"Disagree fully","2003","Lower Saxony","vocational + Abi","1","","","","4"
"Disagree fully","2003","Bremen","higher education","2","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","in school","2","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","inadequately","1","","","","4"
"Disagree fully","2003","Hesse","inadequately","","","","","4"
"Disagree fully","2003","Hesse","general elemantary","3","","","","4"
"Disagree fully","2003","Hesse","middle vocational","6","","","","4"
"Disagree fully","2003","Hesse","vocational + Abi","2","","","","4"
"Disagree fully","2003","Hamburg","inadequately","","","","","4"
"Disagree fully","2003","Hamburg","general elemantary","1","","","","4"
"Disagree fully","2003","Hamburg","middle vocational","1","","","","4"
"Disagree fully","2003","Hamburg","vocational + Abi","","","","","4"
"Disagree fully","2003","Baden-Württemberg","general elemantary","4","","","","4"
"Disagree fully","2003","Baden-Württemberg","middle vocational","20","","","","4"
"Disagree fully","2003","Baden-Württemberg","vocational + Abi","3","","","","4"
"Disagree fully","2003","Baden-Württemberg","higher vocational","5","","","","4"
"Disagree fully","2003","Bavaria","higher education","13","","","","4"
"Disagree fully","2003","Berlin","in school","","","","","4"
"Disagree fully","2003","Berlin","inadequately","","","","","4"
"Disagree fully","2003","Bremen","higher vocational","","","","","4"
"Disagree fully","2003","Brandenburg","inadequately","","","","","4"
"Disagree fully","2003","Brandenburg","general elemantary","","","","","4"
"Disagree fully","2003","Brandenburg","middle vocational","6","","","","4"
"Disagree fully","2003","Brandenburg","vocational + Abi","","","","","4"
"Disagree fully","2003","Brandenburg","higher vocational","1","","","","4"
"Disagree fully","2003","Brandenburg","higher education","3","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","in school","1","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","general elemantary","","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","middle vocational","6","","","","4"
"Disagree fully","2003","Hamburg","in school","","","","","4"
"Disagree fully","2003","Saxony","higher vocational","3","","","","4"
"Disagree fully","2003","Saxony","higher education","8","","","","4"
"Disagree fully","2003","Saxony-Anhalt","in school","","","","","4"
"Disagree fully","2003","Saxony-Anhalt","inadequately","","","","","4"
"Disagree fully","2003","Saxony-Anhalt","general elemantary","1","","","","4"
"Disagree fully","2003","Saxony-Anhalt","higher education","1","","","","4"
"Disagree fully","2003","Thuringia","in school","","","","","4"
"Disagree fully","2003","Thuringia","inadequately","","","","","4"
"Disagree fully","2003","Thuringia","vocational + Abi","3","","","","4"
"Disagree fully","2003","Thuringia","higher vocational","4","","","","4"
"Disagree fully","2003","Thuringia","higher education","2","","","","4"
"Disagree fully","2003","Schleswig-Holstein","inadequately","1","","","","4"
"Disagree fully","2003","Schleswig-Holstein","general elemantary","1","","","","4"
"Disagree fully","2003","Schleswig-Holstein","middle vocational","8","","","","4"
"Disagree fully","2003","Schleswig-Holstein","vocational + Abi","1","","","","4"
"Disagree fully","2003","Schleswig-Holstein","higher vocational","1","","","","4"
"Disagree fully","2003","Saxony","vocational + Abi","1","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","general elemantary","5","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","middle vocational","34","0.0161707261226347","0.0109647826372004","0.021376669608069","4"
"Disagree fully","2003","North Rhine-Westphalia","vocational + Abi","7","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","higher vocational","7","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","higher education","15","","","","4"
"Disagree fully","2003","Hesse","in school","","","","","4"
"Disagree fully","2003","Hesse","higher vocational","3","","","","4"
"Disagree fully","2003","Hesse","higher education","12","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","in school","2","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","inadequately","1","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","general elemantary","5","","","","4"
"Disagree fully","2003","Schleswig-Holstein","higher education","","","","","4"
"Disagree fully","2003","Baden-Württemberg","higher education","12","","","","4"
"Disagree fully","2003","Bavaria","in school","","","","","4"
"Disagree fully","2003","Bavaria","inadequately","","","","","4"
"Disagree fully","2003","Bavaria","general elemantary","5","","","","4"
"Disagree fully","2003","Bavaria","middle vocational","16","","","","4"
"Disagree fully","2003","Bavaria","vocational + Abi","2","","","","4"
"Disagree fully","2003","Bavaria","higher vocational","6","","","","4"
"Disagree fully","2003","Berlin","general elemantary","","","","","4"
"Disagree fully","2003","Berlin","middle vocational","8","","","","4"
"Disagree fully","2003","Berlin","vocational + Abi","","","","","4"
"Disagree fully","2003","Berlin","higher vocational","3","","","","4"
"Disagree fully","2003","Berlin","higher education","11","","","","4"
"Disagree fully","2003","Brandenburg","in school","","","","","4"
"Disagree fully","2003","Thuringia","general elemantary","2","","","","4"
"Disagree fully","2003","Thuringia","middle vocational","16","","","","4"
"Disagree fully","2003","Lower Saxony","higher vocational","3","","","","4"
"Disagree fully","2003","Lower Saxony","higher education","9","","","","4"
"Disagree fully","2003","Bremen","in school","","","","","4"
"Disagree fully","2003","Bremen","inadequately","","","","","4"
"Disagree fully","2003","Bremen","general elemantary","","","","","4"
"Disagree fully","2003","Bremen","middle vocational","3","","","","4"
"Disagree fully","2003","Bremen","vocational + Abi","1","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","middle vocational","7","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","higher vocational","2","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","higher education","4","","","","4"
"Disagree fully","2003","Baden-Württemberg","in school","1","","","","4"
"Disagree fully","2003","Baden-Württemberg","inadequately","1","","","","4"
"Fully agree","2003","Schleswig-Holstein","in school","6","","","","1"
"Fully agree","2003","Schleswig-Holstein","inadequately","2","","","","1"
"Fully agree","2003","Schleswig-Holstein","general elemantary","32","0.414952639720058","0.310818377768905","0.51908690167121","1"
"Fully agree","2003","Schleswig-Holstein","middle vocational","133","0.3911312381795","0.340438448690374","0.441824027668626","1"
"Fully agree","2003","Schleswig-Holstein","vocational + Abi","13","","","","1"
"Fully agree","2003","Schleswig-Holstein","higher vocational","17","","","","1"
"Fully agree","2003","Schleswig-Holstein","higher education","28","","","","1"
"Fully agree","2003","Hamburg","in school","5","","","","1"
"Fully agree","2003","Hamburg","inadequately","2","","","","1"
"Fully agree","2003","Hamburg","general elemantary","12","","","","1"
"Fully agree","2003","Hamburg","middle vocational","66","0.530815946294033","0.448734023575948","0.612897869012119","1"
"Fully agree","2003","Hamburg","vocational + Abi","6","","","","1"
"Fully agree","2003","Hamburg","higher vocational","9","","","","1"
"Fully agree","2003","Hamburg","higher education","23","","","","1"
"Fully agree","2003","Lower Saxony","in school","23","","","","1"
"Fully agree","2003","Lower Saxony","inadequately","12","","","","1"
"Fully agree","2003","Lower Saxony","general elemantary","141","0.463129501560907","0.403430552322429","0.522828450799386","1"
"Fully agree","2003","Lower Saxony","middle vocational","465","0.460987906616946","0.429983923795138","0.491991889438755","1"
"Fully agree","2003","Lower Saxony","vocational + Abi","52","0.377268935351794","0.290546142286737","0.463991728416851","1"
"Fully agree","2003","Lower Saxony","higher vocational","46","0.427612141034312","0.340181078630441","0.515043203438182","1"
"Fully agree","2003","Lower Saxony","higher education","94","0.353982490729397","0.299688346301143","0.408276635157652","1"
"Fully agree","2003","Bremen","in school","3","","","","1"
"Fully agree","2003","Bremen","inadequately","","","","","1"
"Fully agree","2003","Bremen","general elemantary","10","","","","1"
"Fully agree","2003","Bremen","middle vocational","48","0.564227522955658","0.458188557946606","0.670266487964709","1"
"Fully agree","2003","Bremen","vocational + Abi","7","","","","1"
"Fully agree","2003","Bremen","higher vocational","5","","","","1"
"Fully agree","2003","Bremen","higher education","13","","","","1"
"Fully agree","2003","North Rhine-Westphalia","in school","56","0.350901420118053","0.271562080135251","0.430240760100855","1"
"Fully agree","2003","North Rhine-Westphalia","inadequately","53","0.559484475495024","0.461692071355543","0.657276879634506","1"
"Fully agree","2003","North Rhine-Westphalia","general elemantary","336","0.543829000379461","0.503875398002416","0.583782602756507","1"
"Fully agree","2003","North Rhine-Westphalia","middle vocational","1157","0.517826607303115","0.49720281057348","0.53845040403275","1"
"Fully agree","2003","North Rhine-Westphalia","vocational + Abi","139","0.413991297513404","0.361789834272872","0.466192760753937","1"
"Fully agree","2003","North Rhine-Westphalia","higher vocational","153","0.436972880807641","0.38401567771954","0.489930083895742","1"
"Fully agree","2003","North Rhine-Westphalia","higher education","269","0.361582949382247","0.329226370544348","0.393939528220146","1"
"Fully agree","2003","Hesse","in school","11","","","","1"
"Fully agree","2003","Hesse","inadequately","6","","","","1"
"Fully agree","2003","Hesse","general elemantary","116","0.530805569371124","0.462821512357701","0.598789626384547","1"
"Fully agree","2003","Hesse","middle vocational","359","0.513990243583207","0.47696490808193","0.551015579084484","1"
"Fully agree","2003","Hesse","vocational + Abi","51","0.447497465443914","0.35622115167233","0.538773779215498","1"
