"plh0194","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","(0) in school","West Germany","172","0.34798203783225","0.30406964861097","0.39189442705353"
"Fully agree","2003","(0) in school","East Germany","72","0.486594516835101","0.409627537855963","0.563561495814239"
"Fully agree","2003","(1a) inadequately completed","West Germany","132","0.533678078847089","0.472207057599662","0.595149100094515"
"Fully agree","2003","(1a) inadequately completed","East Germany","17","","",""
"Fully agree","2003","(1b) general elementary school","West Germany","1011","0.526823479603791","0.504361701048323","0.549285258159258"
"Fully agree","2003","(1b) general elementary school","East Germany","143","0.565893494741893","0.505059897443411","0.626727092040375"
"Fully agree","2003","(1c) basic vocational qualification","West Germany","2548","0.496145117061535","0.482436465511369","0.509853768611702"
"Fully agree","2003","(1c) basic vocational qualification","East Germany","669","0.568473928281141","0.540427440839944","0.596520415722337"
"Fully agree","2003","(2b) intermediate general qualification","West Germany","216","0.46906470648083","0.423608334348192","0.514521078613469"
"Fully agree","2003","(2b) intermediate general qualification","East Germany","92","0.503743524847161","0.428362407540054","0.579124642154267"
"Fully agree","2003","(2a) intermediate vocational","West Germany","1424","0.43715798155503","0.4203027721472","0.454013190962859"
"Fully agree","2003","(2a) intermediate vocational","East Germany","889","0.489530338863434","0.466620817679335","0.512439860047533"
"Fully agree","2003","(2c_gen) general maturity certificate","West Germany","210","0.314598383828944","0.279748068709608","0.34944869894828"
"Fully agree","2003","(2c_gen) general maturity certificate","East Germany","53","0.288255446158695","0.222449788460283","0.354061103857106"
"Fully agree","2003","(2c_voc) vocational maturity certificate","West Germany","552","0.407284426261055","0.381342898245114","0.433225954276997"
"Fully agree","2003","(2c_voc) vocational maturity certificate","East Germany","81","0.39109204941847","0.321885575352353","0.460298523484586"
"Fully agree","2003","(3a) lower tertiary education","West Germany","358","0.393587963551003","0.363838918862708","0.423337008239298"
"Fully agree","2003","(3a) lower tertiary education","East Germany","305","0.456628769329987","0.419326714111298","0.493930824548676"
"Fully agree","2003","(3b) higher tertiary education","West Germany","560","0.293566650040613","0.273741788081386","0.313391511999839"
"Fully agree","2003","(3b) higher tertiary education","East Germany","196","0.365050091105047","0.326781518414367","0.403318663795727"
"Rather agree","2003","(0) in school","West Germany","208","0.487164031790348","0.441084747998679","0.533243315582018"
"Rather agree","2003","(0) in school","East Germany","71","0.368545186101331","0.294259165503183","0.442831206699478"
"Rather agree","2003","(1a) inadequately completed","West Germany","99","0.379092891550754","0.319310406096059","0.43887537700545"
"Rather agree","2003","(1a) inadequately completed","East Germany","4","","",""
"Rather agree","2003","(1b) general elementary school","West Germany","727","0.38084112069997","0.358995069007301","0.402687172392638"
"Rather agree","2003","(1b) general elementary school","East Germany","92","0.358798691710876","0.299927798368458","0.417669585053294"
"Rather agree","2003","(1c) basic vocational qualification","West Germany","2076","0.401626979035414","0.388185870675963","0.415068087394866"
