"plh0194","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","middle vocational","East Germany","52","0.0173571975783948","0.0125344746730763","0.0221799204837134","4"
"Disagree fully","2003","higher vocational","East Germany","10","","","","4"
"Disagree fully","2003","higher education","West Germany","80","0.0287926294600128","0.0228705907544937","0.0347146681655319","4"
"Disagree fully","2003","in school","West Germany","6","","","","4"
"Disagree fully","2003","inadequately","West Germany","4","","","","4"
"Disagree fully","2003","inadequately","East Germany","","","","","4"
"Disagree fully","2003","vocational + Abi","West Germany","17","","","","4"
"Disagree fully","2003","vocational + Abi","East Germany","6","","","","4"
"Disagree fully","2003","in school","East Germany","1","","","","4"
"Disagree fully","2003","general elemantary","West Germany","28","","","","4"
"Disagree fully","2003","general elemantary","East Germany","4","","","","4"
"Disagree fully","2003","middle vocational","West Germany","112","0.0141691718065657","0.0116280761739417","0.0167102674391898","4"
"Disagree fully","2003","higher vocational","West Germany","29","","","","4"
"Disagree fully","2003","higher education","East Germany","23","","","","4"
"Fully agree","2003","in school","West Germany","172","0.34798203783225","0.30406964861097","0.39189442705353","1"
"Fully agree","2003","in school","East Germany","72","0.486594516835101","0.409627537855963","0.563561495814239","1"
"Fully agree","2003","inadequately","West Germany","136","0.557932155144634","0.49587159423208","0.619992716057187","1"
"Fully agree","2003","inadequately","East Germany","11","","","","1"
"Fully agree","2003","general elemantary","West Germany","1206","0.514243559896769","0.493958442179697","0.534528677613842","1"
"Fully agree","2003","general elemantary","East Germany","233","0.544546799513763","0.496861933838744","0.592231665188781","1"
"Fully agree","2003","middle vocational","West Germany","3836","0.466898815959898","0.456172173895231","0.477625458024566","1"
"Fully agree","2003","middle vocational","East Germany","1425","0.51396844030913","0.495511694589724","0.532425186028536","1"
"Fully agree","2003","vocational + Abi","West Germany","416","0.4127557849377","0.38249755125609","0.44301401861931","1"
"Fully agree","2003","vocational + Abi","East Germany","59","0.379150133308867","0.299629656600529","0.458670610017205","1"
"Fully agree","2003","higher vocational","West Germany","511","0.435517044521831","0.407852819670714","0.463181269372948","1"
"Fully agree","2003","higher vocational","East Germany","217","0.497829565830535","0.45178642911019","0.54387270255088","1"
"Fully agree","2003","higher education","West Germany","918","0.332117249578519","0.315438233688301","0.348796265468738","1"
"Fully agree","2003","higher education","East Germany","501","0.416544873612722","0.389673896712337","0.443415850513106","1"
"Rather agree","2003","general elemantary","West Germany","916","0.390694349571972","0.370891851215753","0.41049684792819","2"
"Rather agree","2003","inadequately","West Germany","87","0.344697481951998","0.285306499254056","0.40408846464994","2"
"Rather agree","2003","general elemantary","East Germany","158","0.381938855420341","0.335417354104587","0.428460356736095","2"
"Rather agree","2003","inadequately","East Germany","3","","","","2"
"Rather agree","2003","higher vocational","East Germany","196","0.417122939199119","0.371716284266029","0.462529594132209","2"
"Rather agree","2003","higher education","West Germany","1535","0.47996606556224","0.462273300884465","0.497658830240016","2"
"Rather agree","2003","higher education","East Germany","597","0.433773856384974","0.406760691211147","0.4607870215588","2"
"Rather agree","2003","in school","West Germany","208","0.487164031790348","0.441084747998679","0.533243315582018","2"
"Rather agree","2003","in school","East Germany","71","0.368545186101331","0.294259165503183","0.442831206699478","2"
"Rather agree","2003","middle vocational","East Germany","1116","0.383835767725487","0.365877037328902","0.401794498122072","2"
"Rather agree","2003","vocational + Abi","West Germany","467","0.447355569476976","0.416796724335563","0.47791441461839","2"
