"plh0194","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","16-34 y.","in school","244","0.377456929920092","0.339114263733234","0.415799596106951"
"Fully agree","2003","16-34 y.","inadequately","40","0.742634965045642","0.632014638927263","0.853255291164021"
"Fully agree","2003","16-34 y.","general elemantary","502","0.498191090173682","0.466902877894116","0.529479302453247"
"Fully agree","2003","16-34 y.","middle vocational","1143","0.418773295747422","0.400222371945872","0.437324219548973"
"Fully agree","2003","16-34 y.","vocational + Abi","168","0.374970852000148","0.330041562385183","0.419900141615112"
"Fully agree","2003","16-34 y.","higher vocational","110","0.342727630245548","0.286426901735337","0.399028358755759"
"Fully agree","2003","16-34 y.","higher education","158","0.280970376642495","0.243842718888983","0.318098034396008"
"Fully agree","2003","35-65 y.","in school","","","",""
"Fully agree","2003","35-65 y.","inadequately","82","0.53927440800919","0.458696591007514","0.619852225010867"
"Fully agree","2003","35-65 y.","general elemantary","507","0.518580301996397","0.487281574470859","0.549879029521935"
"Fully agree","2003","35-65 y.","middle vocational","3110","0.482397583509848","0.470252739992229","0.494542427027467"
"Fully agree","2003","35-65 y.","vocational + Abi","249","0.399917969370356","0.361169488940759","0.438666449799953"
"Fully agree","2003","35-65 y.","higher vocational","492","0.447165506420139","0.4186025396329","0.475728473207377"
"Fully agree","2003","35-65 y.","higher education","971","0.329895141794259","0.313640234458704","0.346150049129813"
"Fully agree","2003","66 and older","in school","","","",""
"Fully agree","2003","66 and older","inadequately","25","","",""
"Fully agree","2003","66 and older","general elemantary","430","0.533421065812663","0.498654844212898","0.568187287412427"
"Fully agree","2003","66 and older","middle vocational","1008","0.518396157832176","0.495970323836578","0.540821991827773"
"Fully agree","2003","66 and older","vocational + Abi","58","0.554676321986548","0.457265816222814","0.652086827750282"
"Fully agree","2003","66 and older","higher vocational","126","0.532022537849826","0.470170278121223","0.593874797578429"
"Fully agree","2003","66 and older","higher education","290","0.511591533374636","0.470875817475547","0.552307249273725"
"Rather agree","2003","16-34 y.","in school","279","0.461940634146646","0.422506520267474","0.501374748025819"
"Rather agree","2003","16-34 y.","inadequately","13","","",""
"Rather agree","2003","16-34 y.","general elemantary","395","0.413419874560995","0.382604110890135","0.444235638231854"
"Rather agree","2003","16-34 y.","middle vocational","1276","0.465092127616528","0.446337335233519","0.483846919999537"
"Rather agree","2003","16-34 y.","vocational + Abi","206","0.441061171007712","0.394981198095982","0.487141143919442"
"Rather agree","2003","16-34 y.","higher vocational","137","0.552748766602735","0.493768540644295","0.611728992561174"
"Rather agree","2003","16-34 y.","higher education","299","0.539747923167499","0.498577316932759","0.580918529402239"
"Rather agree","2003","35-65 y.","in school","","","",""
"Rather agree","2003","35-65 y.","inadequately","52","0.367778974258558","0.289828755239245","0.445729193277872"
"Rather agree","2003","35-65 y.","general elemantary","379","0.379574749515686","0.349176390873969","0.409973108157403"
"Rather agree","2003","35-65 y.","middle vocational","2783","0.419590048404861","0.407595849994537","0.431584246815185"
"Rather agree","2003","35-65 y.","vocational + Abi","289","0.470125047397728","0.430646851666877","0.509603243128579"
"Rather agree","2003","35-65 y.","higher vocational","523","0.425325294176239","0.396923665347205","0.453726923005273"
"Rather agree","2003","35-65 y.","higher education","1636","0.48149685001881","0.464222664497681","0.498771035539939"
"Rather agree","2003","66 and older","in school","","","",""
"Rather agree","2003","66 and older","inadequately","25","","",""
"Rather agree","2003","66 and older","general elemantary","300","0.37939569563802","0.34558038038085","0.413211010895189"
"Rather agree","2003","66 and older","middle vocational","686","0.372608047135607","0.350907617539933","0.394308476731281"
"Rather agree","2003","66 and older","vocational + Abi","32","0.356635652121685","0.262752218526093","0.450519085717277"
"Rather agree","2003","66 and older","higher vocational","96","0.339771142979031","0.281060263856937","0.398482022101126"
"Rather agree","2003","66 and older","higher education","197","0.34954575846646","0.31070665445953","0.388384862473389"
"Rather disagree","2003","16-34 y.","in school","84","0.151829569873035","0.123444912907292","0.180214226838778"
"Rather disagree","2003","16-34 y.","inadequately","5","","",""
"Rather disagree","2003","16-34 y.","general elemantary","76","0.0765646978576049","0.0599255488693905","0.0932038468458193"
"Rather disagree","2003","16-34 y.","middle vocational","268","0.107641321059645","0.0959876566566298","0.119294985462659"
"Rather disagree","2003","16-34 y.","vocational + Abi","67","0.177982146892674","0.142483687354589","0.213480606430758"
"Rather disagree","2003","16-34 y.","higher vocational","21","","",""
"Rather disagree","2003","16-34 y.","higher education","87","0.143049663365561","0.11412854116315","0.171970785567972"
"Rather disagree","2003","35-65 y.","in school","","","",""
"Rather disagree","2003","35-65 y.","inadequately","11","","",""
"Rather disagree","2003","35-65 y.","general elemantary","79","0.0840501680338525","0.0666696834108505","0.101430652656854"
"Rather disagree","2003","35-65 y.","middle vocational","510","0.0807056404710553","0.0740854504402583","0.0873258305018523"
"Rather disagree","2003","35-65 y.","vocational + Abi","63","0.107814440181909","0.0832826090522006","0.132346271311617"
"Rather disagree","2003","35-65 y.","higher vocational","121","0.103519556822764","0.0860189457701778","0.121020167875349"
"Rather disagree","2003","35-65 y.","higher education","543","0.167671592344488","0.154756358976309","0.180586825712667"
"Rather disagree","2003","66 and older","in school","","","",""
"Rather disagree","2003","66 and older","inadequately","4","","",""
"Rather disagree","2003","66 and older","general elemantary","51","0.0672326343486958","0.0497809807077352","0.0846842879896564"
"Rather disagree","2003","66 and older","middle vocational","179","0.094439508219123","0.0813142354924438","0.107564780945802"
"Rather disagree","2003","66 and older","vocational + Abi","5","","",""
"Rather disagree","2003","66 and older","higher vocational","22","","",""
"Rather disagree","2003","66 and older","higher education","72","0.0960052932608651","0.0720092662461178","0.120001320275612"
"Disagree fully","2003","16-34 y.","in school","7","","",""
"Disagree fully","2003","16-34 y.","inadequately","2","","",""
"Disagree fully","2003","16-34 y.","general elemantary","8","","",""
"Disagree fully","2003","16-34 y.","middle vocational","30","0.00849325557640509","0.00504270653200654","0.0119438046208036"
"Disagree fully","2003","16-34 y.","vocational + Abi","5","","",""
"Disagree fully","2003","16-34 y.","higher vocational","5","","",""
"Disagree fully","2003","16-34 y.","higher education","19","","",""
"Disagree fully","2003","35-65 y.","in school","","","",""
"Disagree fully","2003","35-65 y.","inadequately","2","","",""
"Disagree fully","2003","35-65 y.","general elemantary","14","","",""
"Disagree fully","2003","35-65 y.","middle vocational","100","0.0173067276142354","0.0141371040663595","0.0204763511621113"
"Disagree fully","2003","35-65 y.","vocational + Abi","13","","",""
"Disagree fully","2003","35-65 y.","higher vocational","28","","",""
"Disagree fully","2003","35-65 y.","higher education","64","0.0209364158424427","0.015986682857316","0.0258861488275694"
"Disagree fully","2003","66 and older","in school","","","",""
"Disagree fully","2003","66 and older","inadequately","","","",""
"Disagree fully","2003","66 and older","general elemantary","10","","",""
