"plh0194","year","education","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","4065","0.5105204506067","0.499502809828534","0.521538091384866"
"Fully agree","2003","secondary school degree","2899","0.45477402151221","0.442625604121569","0.466922438902852"
"Fully agree","2003","college entrance qualification","1704","0.329504696066966","0.317003923206597","0.342005468927334"
"Fully agree","2003","Other degree","636","0.526748072630846","0.498902106825139","0.554594038436554"
"Fully agree","2003","no degree/no degree yet","393","0.448695526458673","0.416019840326256","0.481371212591089"
"Rather agree","2003","lower secondary degree","3107","0.390098472977427","0.379347896668822","0.400849049286031"
"Rather agree","2003","secondary school degree","2894","0.44255087752647","0.430433243506644","0.454668511546297"
"Rather agree","2003","college entrance qualification","2726","0.486191395049676","0.472898716261687","0.499484073837665"
"Rather agree","2003","Other degree","474","0.372240878807678","0.345280675652094","0.399201081963262"
"Rather agree","2003","no degree/no degree yet","384","0.423388198699351","0.390927024495448","0.455849372903253"
"Rather disagree","2003","lower secondary degree","623","0.0828132392948745","0.07673897708063","0.088887501509119"
"Rather disagree","2003","secondary school degree","565","0.0871483573872886","0.0802671711185204","0.0940295436560568"
"Rather disagree","2003","college entrance qualification","875","0.158233994412371","0.148527692925014","0.167940295899728"
"Rather disagree","2003","Other degree","98","0.0846264438527239","0.0691037590484276","0.10014912865702"
"Rather disagree","2003","no degree/no degree yet","103","0.117547809274328","0.0963882825149186","0.138707336033738"
"Disagree fully","2003","lower secondary degree","113","0.0165678371209984","0.0137545123333606","0.0193811619086362"
"Disagree fully","2003","secondary school degree","96","0.0155267435740305","0.0125104350442538","0.0185430521038072"
"Disagree fully","2003","college entrance qualification","126","0.0260699144709877","0.0218321005459524","0.030307728396023"
"Disagree fully","2003","Other degree","27","","",""
"Disagree fully","2003","no degree/no degree yet","10","","",""
"Fully agree","2004","lower secondary degree","","","",""
"Fully agree","2004","secondary school degree","","","",""
"Fully agree","2004","college entrance qualification","","","",""
"Fully agree","2004","Other degree","","","",""
"Fully agree","2004","no degree/no degree yet","","","",""
"Rather agree","2004","lower secondary degree","","","",""
"Rather agree","2004","secondary school degree","","","",""
"Rather agree","2004","college entrance qualification","","","",""
"Rather agree","2004","Other degree","","","",""
"Rather agree","2004","no degree/no degree yet","","","",""
"Rather disagree","2004","lower secondary degree","","","",""
"Rather disagree","2004","secondary school degree","","","",""
"Rather disagree","2004","college entrance qualification","","","",""
"Rather disagree","2004","Other degree","","","",""
"Rather disagree","2004","no degree/no degree yet","","","",""
"Disagree fully","2004","lower secondary degree","","","",""
"Disagree fully","2004","secondary school degree","","","",""
"Disagree fully","2004","college entrance qualification","","","",""
"Disagree fully","2004","Other degree","","","",""
"Disagree fully","2004","no degree/no degree yet","","","",""
"Fully agree","2005","lower secondary degree","","","",""
"Fully agree","2005","secondary school degree","","","",""
"Fully agree","2005","college entrance qualification","","","",""
"Fully agree","2005","Other degree","","","",""
"Fully agree","2005","no degree/no degree yet","","","",""
"Rather agree","2005","lower secondary degree","","","",""
"Rather agree","2005","secondary school degree","","","",""
"Rather agree","2005","college entrance qualification","","","",""
"Rather agree","2005","Other degree","","","",""
"Rather agree","2005","no degree/no degree yet","","","",""
"Rather disagree","2005","lower secondary degree","","","",""
"Rather disagree","2005","secondary school degree","","","",""
"Rather disagree","2005","college entrance qualification","","","",""
"Rather disagree","2005","Other degree","","","",""
"Rather disagree","2005","no degree/no degree yet","","","",""
"Disagree fully","2005","lower secondary degree","","","",""
"Disagree fully","2005","secondary school degree","","","",""
"Disagree fully","2005","college entrance qualification","","","",""
"Disagree fully","2005","Other degree","","","",""
"Disagree fully","2005","no degree/no degree yet","","","",""
"Fully agree","2006","lower secondary degree","","","",""
"Fully agree","2006","secondary school degree","","","",""
"Fully agree","2006","college entrance qualification","","","",""
"Fully agree","2006","Other degree","","","",""
"Fully agree","2006","no degree/no degree yet","","","",""
"Rather agree","2006","lower secondary degree","","","",""
"Rather agree","2006","secondary school degree","","","",""
"Rather agree","2006","college entrance qualification","","","",""
"Rather agree","2006","Other degree","","","",""
"Rather agree","2006","no degree/no degree yet","","","",""
"Rather disagree","2006","lower secondary degree","","","",""
"Rather disagree","2006","secondary school degree","","","",""
"Rather disagree","2006","college entrance qualification","","","",""
"Rather disagree","2006","Other degree","","","",""
"Rather disagree","2006","no degree/no degree yet","","","",""
"Disagree fully","2006","lower secondary degree","","","",""
"Disagree fully","2006","secondary school degree","","","",""
"Disagree fully","2006","college entrance qualification","","","",""
"Disagree fully","2006","Other degree","","","",""
"Disagree fully","2006","no degree/no degree yet","","","",""
"Fully agree","2007","lower secondary degree","","","",""
"Fully agree","2007","secondary school degree","","","",""
"Fully agree","2007","college entrance qualification","","","",""
"Fully agree","2007","Other degree","","","",""
"Fully agree","2007","no degree/no degree yet","","","",""
"Rather agree","2007","lower secondary degree","","","",""
"Rather agree","2007","secondary school degree","","","",""
"Rather agree","2007","college entrance qualification","","","",""
"Rather agree","2007","Other degree","","","",""
"Rather agree","2007","no degree/no degree yet","","","",""
"Rather disagree","2007","lower secondary degree","","","",""
"Rather disagree","2007","secondary school degree","","","",""
