"plh0194","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","no migration background","(0) in school","187","0.376853267807697","0.334076700076296","0.419629835539099"
"Fully agree","2003","no migration background","(1a) inadequately completed","50","0.606347661063296","0.503686602955123","0.709008719171469"
"Fully agree","2003","no migration background","(1b) general elementary school","786","0.555106068901413","0.529312908630553","0.580899229172273"
"Fully agree","2003","no migration background","(1c) basic vocational qualification","2723","0.50100401427971","0.487696485393323","0.514311543166098"
"Fully agree","2003","no migration background","(2b) intermediate general qualification","253","0.494062707820349","0.450457156165796","0.537668259474903"
"Fully agree","2003","no migration background","(2a) intermediate vocational","2180","0.451193686799158","0.437215080843116","0.465172292755201"
"Fully agree","2003","no migration background","(2c_gen) general maturity certificate","182","0.267894500336646","0.233979160377869","0.301809840295424"
"Fully agree","2003","no migration background","(2c_voc) vocational maturity certificate","474","0.386688003724689","0.359416999794038","0.41395900765534"
"Fully agree","2003","no migration background","(3a) lower tertiary education","627","0.413944282105865","0.389952358803642","0.437936205408087"
"Fully agree","2003","no migration background","(3b) higher tertiary education","645","0.297146540955323","0.27848193374348","0.315811148167165"
"Fully agree","2003","direct migration background","(0) in school","23","","",""
"Fully agree","2003","direct migration background","(1a) inadequately completed","95","0.520715151509167","0.447530748770286","0.593899554248049"
"Fully agree","2003","direct migration background","(1b) general elementary school","303","0.460212712148746","0.420660224356379","0.499765199941112"
"Fully agree","2003","direct migration background","(1c) basic vocational qualification","417","0.548437371068329","0.51277421216379","0.584100529972868"
"Fully agree","2003","direct migration background","(2b) intermediate general qualification","28","","",""
"Fully agree","2003","direct migration background","(2a) intermediate vocational","82","0.517738806846932","0.43932684692785","0.596150766766013"
"Fully agree","2003","direct migration background","(2c_gen) general maturity certificate","52","0.439802407813714","0.352787732344867","0.52681708328256"
"Fully agree","2003","direct migration background","(2c_voc) vocational maturity certificate","138","0.478991965414285","0.421396871029897","0.536587059798673"
"Fully agree","2003","direct migration background","(3a) lower tertiary education","32","0.438194584618618","0.332715806121369","0.543673363115868"
"Fully agree","2003","direct migration background","(3b) higher tertiary education","102","0.365926467566398","0.310003219807521","0.421849715325275"
"Fully agree","2003","indirect migration background","(0) in school","34","0.451785886695344","0.3360253977278","0.567546375662889"
"Fully agree","2003","indirect migration background","(1a) inadequately completed","4","","",""
"Fully agree","2003","indirect migration background","(1b) general elementary school","65","0.493288507476634","0.402697302549113","0.583879712404156"
"Fully agree","2003","indirect migration background","(1c) basic vocational qualification","77","0.539913665670508","0.456455346408237","0.623371984932778"
"Fully agree","2003","indirect migration background","(2b) intermediate general qualification","27","","",""
"Fully agree","2003","indirect migration background","(2a) intermediate vocational","51","0.412933065447453","0.328939742021948","0.496926388872957"
"Fully agree","2003","indirect migration background","(2c_gen) general maturity certificate","29","","",""
"Fully agree","2003","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"Fully agree","2003","indirect migration background","(3a) lower tertiary education","4","","",""
"Fully agree","2003","indirect migration background","(3b) higher tertiary education","9","","",""
"Rather agree","2003","no migration background","(0) in school","230","0.469813696206992","0.425758035345348","0.513869357068635"
"Rather agree","2003","no migration background","(1a) inadequately completed","33","0.340550623525281","0.240971101908186","0.440130145142376"
