"plh0194","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","no migration background","Female","143","0.0168399806301971","0.0142843616526575","0.0193955996077368","4"
"Disagree fully","2003","direct migration background","Female","24","","","","4"
"Disagree fully","2003","no migration background","Male","169","0.0184754787878273","0.0157010586421037","0.021249898933551","4"
"Disagree fully","2003","direct migration background","Male","24","","","","4"
"Disagree fully","2003","indirect migration background","Male","9","","","","4"
"Disagree fully","2003","indirect migration background","Female","6","","","","4"
"Fully agree","2003","no migration background","Male","3770","0.433386399222479","0.423176888305687","0.443595910139271","1"
"Fully agree","2003","no migration background","Female","4425","0.47334308975921","0.463426436685843","0.483259742832577","1"
"Fully agree","2003","direct migration background","Male","628","0.478193191563626","0.450589679918393","0.505796703208859","1"
"Fully agree","2003","direct migration background","Female","664","0.484050087545479","0.457509626660175","0.510590548430783","1"
"Fully agree","2003","indirect migration background","Male","160","0.386431432996385","0.336816203669514","0.436046662323255","1"
"Fully agree","2003","indirect migration background","Female","181","0.471225772795335","0.42284908900292","0.519602456587749","1"
"Rather agree","2003","direct migration background","Female","546","0.398803888012767","0.372799459692484","0.42480831633305","2"
"Rather agree","2003","no migration background","Female","4213","0.415769552683902","0.405980703434256","0.425558401933548","2"
"Rather agree","2003","no migration background","Male","4082","0.43659905282961","0.426380862627607","0.446817243031612","2"
"Rather agree","2003","direct migration background","Male","510","0.426560520657888","0.399230378288509","0.453890663027266","2"
"Rather agree","2003","indirect migration background","Male","163","0.463617914232061","0.412806127598697","0.514429700865426","2"
"Rather agree","2003","indirect migration background","Female","181","0.389657940480238","0.342395640563432","0.436920240397043","2"
"Rather disagree","2003","no migration background","Male","1029","0.111539069160084","0.105053374827103","0.118024763493065","3"
"Rather disagree","2003","no migration background","Female","957","0.0940473769266907","0.0882498964756528","0.0998448573777285","3"
"Rather disagree","2003","direct migration background","Female","128","0.0999389183473758","0.0840108595107776","0.115866977183974","3"
"Rather disagree","2003","direct migration background","Male","96","0.0746284463707373","0.0601067268885567","0.0891501658529179","3"
"Rather disagree","2003","indirect migration background","Male","38","0.120523090522659","0.0873493395966679","0.15369684144865","3"
"Rather disagree","2003","indirect migration background","Female","41","0.120188567980329","0.0886738940693736","0.151703241891285","3"
"Disagree fully","2004","no migration background","Female","","","","","4"
"Disagree fully","2004","direct migration background","Female","","","","","4"
"Disagree fully","2004","no migration background","Male","","","","","4"
"Disagree fully","2004","direct migration background","Male","","","","","4"
"Disagree fully","2004","indirect migration background","Male","","","","","4"
"Disagree fully","2004","indirect migration background","Female","","","","","4"
"Fully agree","2004","no migration background","Male","","","","","1"
"Fully agree","2004","no migration background","Female","","","","","1"
"Fully agree","2004","direct migration background","Male","","","","","1"
"Fully agree","2004","direct migration background","Female","","","","","1"
"Fully agree","2004","indirect migration background","Male","","","","","1"
"Fully agree","2004","indirect migration background","Female","","","","","1"
"Rather agree","2004","no migration background","Female","","","","","2"
