"plh0194","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","vocational + Abi","23","","","","4"
"Disagree fully","2003","higher vocational","39","0.024140684479585","0.0168165055467872","0.0314648634123827","4"
"Disagree fully","2003","higher education","103","0.0273226425800518","0.0224814773098242","0.0321638078502793","4"
"Disagree fully","2003","inadequately","4","","","","4"
"Disagree fully","2003","general elemantary","32","0.0167687687729577","0.0119705370641362","0.0215670004817792","4"
"Disagree fully","2003","middle vocational","164","0.0148052074623151","0.0125611842264877","0.0170492306981426","4"
"Disagree fully","2003","in school","7","","","","4"
"Fully agree","2003","in school","244","0.377456929920092","0.339114263733234","0.415799596106951","1"
"Fully agree","2003","inadequately","147","0.569569260941801","0.509499936447031","0.629638585436572","1"
"Fully agree","2003","general elemantary","1439","0.517742288246802","0.499069928509159","0.536414647984444","1"
"Fully agree","2003","middle vocational","5261","0.47628956795864","0.4670097342445","0.485569401672779","1"
"Fully agree","2003","vocational + Abi","475","0.410101421314215","0.381797056805881","0.438405785822549","1"
"Fully agree","2003","higher vocational","728","0.448840710302176","0.425106475413275","0.472574945191077","1"
"Fully agree","2003","higher education","1419","0.353111153303092","0.338918136896088","0.367304169710096","1"
"Rather agree","2003","general elemantary","1074","0.389683464399494","0.371459772978653","0.407907155820335","2"
"Rather agree","2003","in school","279","0.461940634146646","0.422506520267474","0.501374748025819","2"
"Rather agree","2003","vocational + Abi","527","0.44522298448438","0.416622913263342","0.473823055705418","2"
"Rather agree","2003","higher vocational","756","0.426819303981228","0.403216785079399","0.450421822883057","2"
"Rather agree","2003","higher education","2132","0.468479839301745","0.453661160675814","0.483298517927676","2"
"Rather agree","2003","middle vocational","4745","0.419414486701509","0.410245658019159","0.42858331538386","2"
"Rather agree","2003","inadequately","90","0.336771898488932","0.279435921176897","0.394107875800967","2"
"Rather disagree","2003","inadequately","20","","","","3"
"Rather disagree","2003","middle vocational","957","0.089490737877536","0.0841868995729214","0.0947945761821507","3"
"Rather disagree","2003","vocational + Abi","135","0.124120959997331","0.105146748978441","0.143095171016222","3"
"Rather disagree","2003","general elemantary","206","0.0758054785807465","0.0659146018882709","0.0856963552732221","3"
"Rather disagree","2003","in school","84","0.151829569873035","0.123444912907292","0.180214226838778","3"
"Rather disagree","2003","higher vocational","164","0.100199301237011","0.08587095527223","0.114527647201792","3"
"Rather disagree","2003","higher education","702","0.151086364815111","0.140451094173004","0.161721635457217","3"
"Disagree fully","2004","vocational + Abi","","","","","4"
"Disagree fully","2004","inadequately","","","","","4"
"Disagree fully","2004","higher vocational","","","","","4"
"Disagree fully","2004","middle vocational","","","","","4"
"Disagree fully","2004","general elemantary","","","","","4"
"Disagree fully","2004","higher education","","","","","4"
"Disagree fully","2004","in school","","","","","4"
"Fully agree","2004","in school","","","","","1"
"Fully agree","2004","inadequately","","","","","1"
"Fully agree","2004","general elemantary","","","","","1"
"Fully agree","2004","middle vocational","","","","","1"
"Fully agree","2004","vocational + Abi","","","","","1"
"Fully agree","2004","higher vocational","","","","","1"
"Fully agree","2004","higher education","","","","","1"
"Rather agree","2004","inadequately","","","","","2"
"Rather agree","2004","general elemantary","","","","","2"
"Rather agree","2004","in school","","","","","2"
"Rather agree","2004","middle vocational","","","","","2"
"Rather agree","2004","vocational + Abi","","","","","2"
"Rather agree","2004","higher vocational","","","","","2"
"Rather agree","2004","higher education","","","","","2"
"Rather disagree","2004","vocational + Abi","","","","","3"
"Rather disagree","2004","inadequately","","","","","3"
"Rather disagree","2004","middle vocational","","","","","3"
"Rather disagree","2004","general elemantary","","","","","3"
"Rather disagree","2004","in school","","","","","3"
"Rather disagree","2004","higher vocational","","","","","3"
"Rather disagree","2004","higher education","","","","","3"
"Disagree fully","2005","vocational + Abi","","","","","4"
"Disagree fully","2005","inadequately","","","","","4"
"Disagree fully","2005","general elemantary","","","","","4"
"Disagree fully","2005","middle vocational","","","","","4"
"Disagree fully","2005","higher vocational","","","","","4"
"Disagree fully","2005","higher education","","","","","4"
"Disagree fully","2005","in school","","","","","4"
"Fully agree","2005","inadequately","","","","","1"
"Fully agree","2005","general elemantary","","","","","1"
"Fully agree","2005","in school","","","","","1"
"Fully agree","2005","middle vocational","","","","","1"
"Fully agree","2005","vocational + Abi","","","","","1"
"Fully agree","2005","higher vocational","","","","","1"
"Fully agree","2005","higher education","","","","","1"
"Rather agree","2005","inadequately","","","","","2"
"Rather agree","2005","general elemantary","","","","","2"
"Rather agree","2005","middle vocational","","","","","2"
"Rather agree","2005","vocational + Abi","","","","","2"
"Rather agree","2005","higher vocational","","","","","2"
"Rather agree","2005","in school","","","","","2"
"Rather agree","2005","higher education","","","","","2"
"Rather disagree","2005","vocational + Abi","","","","","3"
"Rather disagree","2005","inadequately","","","","","3"
"Rather disagree","2005","general elemantary","","","","","3"
"Rather disagree","2005","middle vocational","","","","","3"
"Rather disagree","2005","higher vocational","","","","","3"
"Rather disagree","2005","higher education","","","","","3"
"Rather disagree","2005","in school","","","","","3"
"Disagree fully","2006","in school","","","","","4"
"Disagree fully","2006","inadequately","","","","","4"
"Disagree fully","2006","vocational + Abi","","","","","4"
"Disagree fully","2006","general elemantary","","","","","4"
"Disagree fully","2006","middle vocational","","","","","4"
"Disagree fully","2006","higher vocational","","","","","4"
"Disagree fully","2006","higher education","","","","","4"
"Fully agree","2006","inadequately","","","","","1"
"Fully agree","2006","general elemantary","","","","","1"
"Fully agree","2006","vocational + Abi","","","","","1"
"Fully agree","2006","higher vocational","","","","","1"
"Fully agree","2006","in school","","","","","1"
"Fully agree","2006","middle vocational","","","","","1"
"Fully agree","2006","higher education","","","","","1"
"Rather agree","2006","general elemantary","","","","","2"
"Rather agree","2006","inadequately","","","","","2"
"Rather agree","2006","in school","","","","","2"
"Rather agree","2006","vocational + Abi","","","","","2"
"Rather agree","2006","middle vocational","","","","","2"
"Rather agree","2006","higher vocational","","","","","2"
"Rather agree","2006","higher education","","","","","2"
"Rather disagree","2006","vocational + Abi","","","","","3"
"Rather disagree","2006","in school","","","","","3"
"Rather disagree","2006","inadequately","","","","","3"
"Rather disagree","2006","general elemantary","","","","","3"
"Rather disagree","2006","middle vocational","","","","","3"
"Rather disagree","2006","higher vocational","","","","","3"
"Rather disagree","2006","higher education","","","","","3"
"Disagree fully","2007","in school","","","","","4"
"Disagree fully","2007","inadequately","","","","","4"
"Disagree fully","2007","general elemantary","","","","","4"
"Disagree fully","2007","middle vocational","","","","","4"
"Disagree fully","2007","vocational + Abi","","","","","4"
"Disagree fully","2007","higher vocational","","","","","4"
"Disagree fully","2007","higher education","","","","","4"
"Fully agree","2007","inadequately","","","","","1"
"Fully agree","2007","general elemantary","","","","","1"
"Fully agree","2007","vocational + Abi","","","","","1"
"Fully agree","2007","higher vocational","","","","","1"
"Fully agree","2007","higher education","","","","","1"
"Fully agree","2007","middle vocational","","","","","1"
"Fully agree","2007","in school","","","","","1"
"Rather agree","2007","general elemantary","","","","","2"
"Rather agree","2007","inadequately","","","","","2"
"Rather agree","2007","in school","","","","","2"
"Rather agree","2007","vocational + Abi","","","","","2"
"Rather agree","2007","middle vocational","","","","","2"
"Rather agree","2007","higher vocational","","","","","2"
"Rather agree","2007","higher education","","","","","2"
"Rather disagree","2007","in school","","","","","3"
"Rather disagree","2007","inadequately","","","","","3"
"Rather disagree","2007","general elemantary","","","","","3"
"Rather disagree","2007","middle vocational","","","","","3"
"Rather disagree","2007","vocational + Abi","","","","","3"
"Rather disagree","2007","higher vocational","","","","","3"
"Rather disagree","2007","higher education","","","","","3"
"Disagree fully","2008","in school","3","","","","4"
"Disagree fully","2008","inadequately","4","","","","4"
"Disagree fully","2008","general elemantary","38","0.0198141092789759","0.0137487627815815","0.0258794557763704","4"
"Disagree fully","2008","middle vocational","158","0.0161825460250502","0.0136780146870443","0.0186870773630561","4"
"Disagree fully","2008","vocational + Abi","12","","","","4"
"Disagree fully","2008","higher vocational","13","","","","4"
"Disagree fully","2008","higher education","100","0.022008938038856","0.0175713994731985","0.0264464766045135","4"
"Fully agree","2008","in school","131","0.377160060153728","0.326599507364333","0.427720612943123","1"
"Fully agree","2008","inadequately","105","0.600444345628918","0.530053425996331","0.670835265261505","1"
"Fully agree","2008","general elemantary","1080","0.53864620149361","0.51695003690371","0.560342366083509","1"
"Fully agree","2008","middle vocational","4463","0.462270777700227","0.45237441001245","0.472167145388004","1"
"Fully agree","2008","vocational + Abi","417","0.373705593048362","0.345077076624663","0.40233410947206","1"
"Fully agree","2008","higher vocational","578","0.421458028737495","0.395720432261193","0.447195625213797","1"
"Fully agree","2008","higher education","1313","0.302514997569656","0.288621357440372","0.316408637698939","1"
"Rather agree","2008","in school","178","0.510087745191039","0.45793918348344","0.562236306898639","2"
"Rather agree","2008","inadequately","64","0.305651712192285","0.239446265542146","0.371857158842424","2"
