"plh0194","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","no migration background","West Germany","5717","0.443095336136582","0.434736511859204","0.45145416041396"
"Fully agree","2003","no migration background","East Germany","2478","0.493258841641104","0.479697527581568","0.506820155700639"
"Fully agree","2003","direct migration background","West Germany","1233","0.479253014614251","0.459724857377423","0.498781171851078"
"Fully agree","2003","direct migration background","East Germany","59","0.532116048746716","0.437128340076505","0.627103757416927"
"Fully agree","2003","indirect migration background","West Germany","330","0.437038027878543","0.401491561415358","0.472584494341727"
"Fully agree","2003","indirect migration background","East Germany","11","","",""
"Rather agree","2003","no migration background","West Germany","6127","0.433993580817781","0.425653725627488","0.442333436008073"
"Rather agree","2003","no migration background","East Germany","2168","0.396492159359752","0.383223409572186","0.409760909147318"
"Rather agree","2003","direct migration background","West Germany","1017","0.413813123503945","0.394560690101225","0.433065556906666"
"Rather agree","2003","direct migration background","East Germany","39","0.371984638872641","0.279972993967214","0.463996283778068"
"Rather agree","2003","indirect migration background","West Germany","328","0.422711644006678","0.387310622286821","0.458112665726534"
"Rather agree","2003","indirect migration background","East Germany","16","","",""
"Rather disagree","2003","no migration background","West Germany","1505","0.105710837789503","0.10053709398073","0.110884581598275"
"Rather disagree","2003","no migration background","East Germany","481","0.0910445962841517","0.0832414523187135","0.0988477402495899"
"Rather disagree","2003","direct migration background","West Germany","219","0.088646931162711","0.0775362512226257","0.0997576111027963"
"Rather disagree","2003","direct migration background","East Germany","5","","",""
"Rather disagree","2003","indirect migration background","West Germany","75","0.115335087225008","0.0924439474248062","0.13822622702521"
"Rather disagree","2003","indirect migration background","East Germany","4","","",""
"Disagree fully","2003","no migration background","West Germany","218","0.0172002452561345","0.0150124533163256","0.0193880371959435"
"Disagree fully","2003","no migration background","East Germany","94","0.0192044027149927","0.0154816781889763","0.0229271272410092"
"Disagree fully","2003","direct migration background","West Germany","45","0.018286930719093","0.0130493810990442","0.0235244803391418"
"Disagree fully","2003","direct migration background","East Germany","3","","",""
"Disagree fully","2003","indirect migration background","West Germany","15","","",""
"Disagree fully","2003","indirect migration background","East Germany","","","",""
"Fully agree","2004","no migration background","West Germany","","","",""
"Fully agree","2004","no migration background","East Germany","","","",""
"Fully agree","2004","direct migration background","West Germany","","","",""
"Fully agree","2004","direct migration background","East Germany","","","",""
"Fully agree","2004","indirect migration background","West Germany","","","",""
"Fully agree","2004","indirect migration background","East Germany","","","",""
"Rather agree","2004","no migration background","West Germany","","","",""
"Rather agree","2004","no migration background","East Germany","","","",""
"Rather agree","2004","direct migration background","West Germany","","","",""
"Rather agree","2004","direct migration background","East Germany","","","",""
"Rather agree","2004","indirect migration background","West Germany","","","",""
"Rather agree","2004","indirect migration background","East Germany","","","",""
"Rather disagree","2004","no migration background","West Germany","","","",""
"Rather disagree","2004","no migration background","East Germany","","","",""
"Rather disagree","2004","direct migration background","West Germany","","","",""
"Rather disagree","2004","direct migration background","East Germany","","","",""
"Rather disagree","2004","indirect migration background","West Germany","","","",""
"Rather disagree","2004","indirect migration background","East Germany","","","",""
"Disagree fully","2004","no migration background","West Germany","","","",""
"Disagree fully","2004","no migration background","East Germany","","","",""
"Disagree fully","2004","direct migration background","West Germany","","","",""
"Disagree fully","2004","direct migration background","East Germany","","","",""
"Disagree fully","2004","indirect migration background","West Germany","","","",""
"Disagree fully","2004","indirect migration background","East Germany","","","",""
"Fully agree","2005","no migration background","West Germany","","","",""
"Fully agree","2005","no migration background","East Germany","","","",""
"Fully agree","2005","direct migration background","West Germany","","","",""
"Fully agree","2005","direct migration background","East Germany","","","",""
"Fully agree","2005","indirect migration background","West Germany","","","",""
"Fully agree","2005","indirect migration background","East Germany","","","",""
"Rather agree","2005","no migration background","West Germany","","","",""
"Rather agree","2005","no migration background","East Germany","","","",""
"Rather agree","2005","direct migration background","West Germany","","","",""
"Rather agree","2005","direct migration background","East Germany","","","",""
"Rather agree","2005","indirect migration background","West Germany","","","",""
"Rather agree","2005","indirect migration background","East Germany","","","",""
"Rather disagree","2005","no migration background","West Germany","","","",""
"Rather disagree","2005","no migration background","East Germany","","","",""
"Rather disagree","2005","direct migration background","West Germany","","","",""
"Rather disagree","2005","direct migration background","East Germany","","","",""
