"plh0194","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","Employed","56","0.0149151710124558","0.0112558523085765","0.0185744897163351","4"
"Disagree fully","2003","35-65 y.","Employed","173","0.0187951059931584","0.0160782916544303","0.0215119203318864","4"
"Disagree fully","2003","16-34 y.","Not Employed","22","","","","4"
"Disagree fully","2003","35-65 y.","Not Employed","49","0.0196628984978926","0.014734783119875","0.0245910138759102","4"
"Disagree fully","2003","66 and older","Not Employed","69","0.0205989466014503","0.0158764301899062","0.0253214630129943","4"
"Disagree fully","2003","66 and older","Employed","6","","","","4"
"Fully agree","2003","16-34 y.","Not Employed","694","0.418351300787881","0.394484470610819","0.442218130964942","1"
"Fully agree","2003","16-34 y.","Employed","1774","0.415030158888108","0.400155196787802","0.429905120988414","1"
"Fully agree","2003","35-65 y.","Not Employed","1544","0.507759261032521","0.490013808353509","0.525504713711534","1"
"Fully agree","2003","35-65 y.","Employed","3878","0.428358038037604","0.418458310793197","0.438257765282011","1"
"Fully agree","2003","66 and older","Not Employed","1850","0.525742277991725","0.50914012761233","0.54234442837112","1"
"Fully agree","2003","66 and older","Employed","88","0.463123453873544","0.395521297135747","0.530725610611342","1"
"Rather agree","2003","35-65 y.","Employed","4446","0.442431347601302","0.432494929944221","0.452367765258384","2"
"Rather agree","2003","16-34 y.","Employed","1950","0.456794692722027","0.441756632195377","0.471832753248676","2"
"Rather agree","2003","16-34 y.","Not Employed","732","0.460480565787402","0.43636469212587","0.484596439448935","2"
"Rather agree","2003","35-65 y.","Not Employed","1229","0.396871615026259","0.379505635601269","0.41423759445125","2"
"Rather agree","2003","66 and older","Not Employed","1263","0.370385691889692","0.354329776099422","0.386441607679962","2"
"Rather agree","2003","66 and older","Employed","75","0.357266560640923","0.292300492958688","0.422232628323158","2"
"Rather disagree","2003","16-34 y.","Not Employed","193","0.112374953137107","0.0970942500714893","0.127655656202724","3"
"Rather disagree","2003","16-34 y.","Employed","435","0.11325997737741","0.103692758889692","0.122827195865128","3"
"Rather disagree","2003","35-65 y.","Employed","1101","0.110415508367935","0.104145525445287","0.116685491290583","3"
"Rather disagree","2003","35-65 y.","Not Employed","227","0.0757062254433271","0.0663167746642974","0.0850956762223568","3"
"Rather disagree","2003","66 and older","Not Employed","293","0.083273083517133","0.0740867332359317","0.0924594337983343","3"
"Rather disagree","2003","66 and older","Employed","40","0.155504402940953","0.106374603885401","0.204634201996506","3"
"Disagree fully","2004","16-34 y.","Employed","","","","","4"
"Disagree fully","2004","35-65 y.","Employed","","","","","4"
"Disagree fully","2004","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2004","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2004","66 and older","Not Employed","","","","","4"
"Disagree fully","2004","66 and older","Employed","","","","","4"
"Fully agree","2004","16-34 y.","Not Employed","","","","","1"
"Fully agree","2004","16-34 y.","Employed","","","","","1"
"Fully agree","2004","35-65 y.","Not Employed","","","","","1"
"Fully agree","2004","35-65 y.","Employed","","","","","1"
"Fully agree","2004","66 and older","Not Employed","","","","","1"
"Fully agree","2004","66 and older","Employed","","","","","1"
"Rather agree","2004","16-34 y.","Employed","","","","","2"
"Rather agree","2004","16-34 y.","Not Employed","","","","","2"
"Rather agree","2004","35-65 y.","Employed","","","","","2"
"Rather agree","2004","35-65 y.","Not Employed","","","","","2"
"Rather agree","2004","66 and older","Not Employed","","","","","2"
"Rather agree","2004","66 and older","Employed","","","","","2"
"Rather disagree","2004","16-34 y.","Employed","","","","","3"
"Rather disagree","2004","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2004","35-65 y.","Employed","","","","","3"
"Rather disagree","2004","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2004","66 and older","Not Employed","","","","","3"
"Rather disagree","2004","66 and older","Employed","","","","","3"
"Disagree fully","2005","16-34 y.","Employed","","","","","4"
"Disagree fully","2005","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2005","35-65 y.","Employed","","","","","4"
"Disagree fully","2005","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2005","66 and older","Not Employed","","","","","4"
"Disagree fully","2005","66 and older","Employed","","","","","4"
"Fully agree","2005","16-34 y.","Not Employed","","","","","1"
"Fully agree","2005","16-34 y.","Employed","","","","","1"
"Fully agree","2005","35-65 y.","Not Employed","","","","","1"
"Fully agree","2005","35-65 y.","Employed","","","","","1"
"Fully agree","2005","66 and older","Not Employed","","","","","1"
"Fully agree","2005","66 and older","Employed","","","","","1"
"Rather agree","2005","16-34 y.","Employed","","","","","2"
"Rather agree","2005","16-34 y.","Not Employed","","","","","2"
"Rather agree","2005","35-65 y.","Employed","","","","","2"
"Rather agree","2005","35-65 y.","Not Employed","","","","","2"
"Rather agree","2005","66 and older","Not Employed","","","","","2"
"Rather agree","2005","66 and older","Employed","","","","","2"
"Rather disagree","2005","16-34 y.","Employed","","","","","3"
"Rather disagree","2005","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2005","35-65 y.","Employed","","","","","3"
"Rather disagree","2005","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2005","66 and older","Not Employed","","","","","3"
"Rather disagree","2005","66 and older","Employed","","","","","3"
"Disagree fully","2006","35-65 y.","Employed","","","","","4"
"Disagree fully","2006","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2006","16-34 y.","Employed","","","","","4"
"Disagree fully","2006","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2006","66 and older","Not Employed","","","","","4"
"Disagree fully","2006","66 and older","Employed","","","","","4"
"Fully agree","2006","16-34 y.","Not Employed","","","","","1"
"Fully agree","2006","16-34 y.","Employed","","","","","1"
"Fully agree","2006","35-65 y.","Not Employed","","","","","1"
"Fully agree","2006","35-65 y.","Employed","","","","","1"
"Fully agree","2006","66 and older","Not Employed","","","","","1"
"Fully agree","2006","66 and older","Employed","","","","","1"
"Rather agree","2006","16-34 y.","Employed","","","","","2"
"Rather agree","2006","16-34 y.","Not Employed","","","","","2"
"Rather agree","2006","35-65 y.","Not Employed","","","","","2"
"Rather agree","2006","35-65 y.","Employed","","","","","2"
"Rather agree","2006","66 and older","Not Employed","","","","","2"
"Rather agree","2006","66 and older","Employed","","","","","2"
"Rather disagree","2006","16-34 y.","Employed","","","","","3"
"Rather disagree","2006","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2006","35-65 y.","Employed","","","","","3"
"Rather disagree","2006","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2006","66 and older","Not Employed","","","","","3"
"Rather disagree","2006","66 and older","Employed","","","","","3"
"Disagree fully","2007","16-34 y.","Employed","","","","","4"
"Disagree fully","2007","35-65 y.","Employed","","","","","4"
"Disagree fully","2007","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2007","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2007","66 and older","Not Employed","","","","","4"
"Disagree fully","2007","66 and older","Employed","","","","","4"
"Fully agree","2007","16-34 y.","Not Employed","","","","","1"
"Fully agree","2007","16-34 y.","Employed","","","","","1"
"Fully agree","2007","35-65 y.","Not Employed","","","","","1"
"Fully agree","2007","35-65 y.","Employed","","","","","1"
"Fully agree","2007","66 and older","Not Employed","","","","","1"
"Fully agree","2007","66 and older","Employed","","","","","1"
"Rather agree","2007","16-34 y.","Employed","","","","","2"
"Rather agree","2007","16-34 y.","Not Employed","","","","","2"
"Rather agree","2007","35-65 y.","Employed","","","","","2"
"Rather agree","2007","35-65 y.","Not Employed","","","","","2"
"Rather agree","2007","66 and older","Not Employed","","","","","2"
"Rather agree","2007","66 and older","Employed","","","","","2"
"Rather disagree","2007","16-34 y.","Employed","","","","","3"
"Rather disagree","2007","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2007","35-65 y.","Employed","","","","","3"
"Rather disagree","2007","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2007","66 and older","Not Employed","","","","","3"
"Rather disagree","2007","66 and older","Employed","","","","","3"
"Disagree fully","2008","35-65 y.","Employed","150","0.0158945622494779","0.0132260240005913","0.0185631004983644","4"
"Disagree fully","2008","16-34 y.","Not Employed","15","","","","4"
"Disagree fully","2008","16-34 y.","Employed","37","0.007888822014865","0.00480817630674861","0.0109694677229814","4"
"Disagree fully","2008","35-65 y.","Not Employed","43","0.0248651465373544","0.0183848456471725","0.0313454474275363","4"
"Disagree fully","2008","66 and older","Not Employed","86","0.0214857055550131","0.0170217672241657","0.0259496438858606","4"
"Disagree fully","2008","66 and older","Employed","3","","","","4"
"Fully agree","2008","16-34 y.","Not Employed","513","0.465167780693482","0.436899714777358","0.493435846609607","1"
"Fully agree","2008","16-34 y.","Employed","1281","0.419003796586356","0.401822690048459","0.436184903124252","1"
"Fully agree","2008","35-65 y.","Not Employed","1029","0.459248096227635","0.438508990244449","0.479987202210821","1"
"Fully agree","2008","35-65 y.","Employed","3225","0.396246037667079","0.385809876107035","0.406682199227123","1"
"Fully agree","2008","66 and older","Not Employed","2071","0.507415676679454","0.492024138549441","0.522807214809466","1"
"Fully agree","2008","66 and older","Employed","103","0.329868968447195","0.27556864170396","0.384169295190431","1"
"Rather agree","2008","16-34 y.","Employed","1500","0.475581994503305","0.458191697320027","0.492972291686583","2"
"Rather agree","2008","16-34 y.","Not Employed","536","0.41632694539526","0.388389635614229","0.44426425517629","2"
"Rather agree","2008","35-65 y.","Not Employed","960","0.429243259406749","0.408644332967899","0.449842185845598","2"
"Rather agree","2008","35-65 y.","Employed","4008","0.467870885789237","0.457224557557023","0.478517214021452","2"
"Rather agree","2008","66 and older","Not Employed","1535","0.377669006990978","0.3627436001752","0.392594413806757","2"
"Rather agree","2008","66 and older","Employed","145","0.525954120982773","0.468285978072737","0.583622263892809","2"
"Rather disagree","2008","16-34 y.","Employed","350","0.097525386895474","0.087194637120511","0.107856136670437","3"
"Rather disagree","2008","16-34 y.","Not Employed","132","0.105416526005623","0.0880125976555647","0.122820454355681","3"
"Rather disagree","2008","35-65 y.","Employed","1055","0.119988514294206","0.113055176834751","0.12692185175366","3"
"Rather disagree","2008","35-65 y.","Not Employed","186","0.0866434978282621","0.0749362322381234","0.0983507634184009","3"
"Rather disagree","2008","66 and older","Not Employed","361","0.093429610774555","0.0844697177628416","0.102389503786268","3"
"Rather disagree","2008","66 and older","Employed","37","0.134676014087933","0.0952496847478652","0.174102343428001","3"
"Disagree fully","2009","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2009","35-65 y.","Employed","","","","","4"
"Disagree fully","2009","66 and older","Not Employed","","","","","4"
"Disagree fully","2009","16-34 y.","Employed","","","","","4"
"Disagree fully","2009","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2009","66 and older","Employed","","","","","4"
"Fully agree","2009","16-34 y.","Not Employed","","","","","1"
"Fully agree","2009","35-65 y.","Employed","","","","","1"
"Fully agree","2009","66 and older","Not Employed","","","","","1"
"Fully agree","2009","16-34 y.","Employed","","","","","1"
"Fully agree","2009","35-65 y.","Not Employed","","","","","1"
"Fully agree","2009","66 and older","Employed","","","","","1"
"Rather agree","2009","16-34 y.","Not Employed","","","","","2"
"Rather agree","2009","16-34 y.","Employed","","","","","2"
"Rather agree","2009","35-65 y.","Employed","","","","","2"
"Rather agree","2009","35-65 y.","Not Employed","","","","","2"
"Rather agree","2009","66 and older","Employed","","","","","2"
"Rather agree","2009","66 and older","Not Employed","","","","","2"
"Rather disagree","2009","16-34 y.","Employed","","","","","3"
"Rather disagree","2009","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2009","35-65 y.","Employed","","","","","3"
"Rather disagree","2009","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2009","66 and older","Not Employed","","","","","3"
"Rather disagree","2009","66 and older","Employed","","","","","3"
"Disagree fully","2010","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2010","35-65 y.","Employed","","","","","4"
"Disagree fully","2010","16-34 y.","Employed","","","","","4"
"Disagree fully","2010","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2010","66 and older","Not Employed","","","","","4"
"Disagree fully","2010","66 and older","Employed","","","","","4"
"Fully agree","2010","16-34 y.","Not Employed","","","","","1"
"Fully agree","2010","16-34 y.","Employed","","","","","1"
"Fully agree","2010","35-65 y.","Not Employed","","","","","1"
"Fully agree","2010","35-65 y.","Employed","","","","","1"
"Fully agree","2010","66 and older","Not Employed","","","","","1"
"Fully agree","2010","66 and older","Employed","","","","","1"
"Rather agree","2010","16-34 y.","Not Employed","","","","","2"
"Rather agree","2010","16-34 y.","Employed","","","","","2"
"Rather agree","2010","35-65 y.","Not Employed","","","","","2"
"Rather agree","2010","35-65 y.","Employed","","","","","2"
"Rather agree","2010","66 and older","Not Employed","","","","","2"
"Rather agree","2010","66 and older","Employed","","","","","2"
"Rather disagree","2010","16-34 y.","Employed","","","","","3"
"Rather disagree","2010","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2010","35-65 y.","Employed","","","","","3"
"Rather disagree","2010","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2010","66 and older","Not Employed","","","","","3"
"Rather disagree","2010","66 and older","Employed","","","","","3"
"Disagree fully","2011","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2011","16-34 y.","Employed","","","","","4"
"Disagree fully","2011","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2011","35-65 y.","Employed","","","","","4"
"Disagree fully","2011","66 and older","Not Employed","","","","","4"
"Disagree fully","2011","66 and older","Employed","","","","","4"
"Fully agree","2011","16-34 y.","Not Employed","","","","","1"
"Fully agree","2011","16-34 y.","Employed","","","","","1"
"Fully agree","2011","35-65 y.","Employed","","","","","1"
"Fully agree","2011","66 and older","Not Employed","","","","","1"
"Fully agree","2011","35-65 y.","Not Employed","","","","","1"
"Fully agree","2011","66 and older","Employed","","","","","1"
"Rather agree","2011","16-34 y.","Not Employed","","","","","2"
"Rather agree","2011","16-34 y.","Employed","","","","","2"
"Rather agree","2011","35-65 y.","Employed","","","","","2"
"Rather agree","2011","35-65 y.","Not Employed","","","","","2"
"Rather agree","2011","66 and older","Employed","","","","","2"
"Rather agree","2011","66 and older","Not Employed","","","","","2"
"Rather disagree","2011","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2011","16-34 y.","Employed","","","","","3"
"Rather disagree","2011","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2011","35-65 y.","Employed","","","","","3"
"Rather disagree","2011","66 and older","Not Employed","","","","","3"
"Rather disagree","2011","66 and older","Employed","","","","","3"
"Disagree fully","2012","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2012","35-65 y.","Employed","","","","","4"
"Disagree fully","2012","66 and older","Not Employed","","","","","4"
