"plh0194","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","East Germany","Female","49","0.0192704562281081","0.014150941060868","0.0243899713953482","4"
"Disagree fully","2003","West Germany","Male","154","0.0189488136444832","0.0159777587493188","0.0219198685396477","4"
"Disagree fully","2003","West Germany","Female","124","0.0164258016863742","0.0137608823213724","0.019090721051376","4"
"Disagree fully","2003","East Germany","Male","48","0.0196702417670526","0.0143202033946247","0.0250202801394805","4"
"Fully agree","2003","West Germany","Male","3388","0.431059135401313","0.42026778433881","0.441850486463817","1"
"Fully agree","2003","West Germany","Female","3892","0.464665160144997","0.454208330543987","0.475121989746007","1"
"Fully agree","2003","East Germany","Male","1170","0.466058283571941","0.446839185746619","0.485277381397262","1"
"Fully agree","2003","East Germany","Female","1378","0.51885224129223","0.500245544157289","0.53745893842717","1"
"Rather agree","2003","East Germany","Female","1105","0.373897445744435","0.355879420402258","0.391915471086613","2"
"Rather agree","2003","West Germany","Male","3637","0.44001377917782","0.429197057902272","0.450830500453368","2"
"Rather agree","2003","West Germany","Female","3835","0.421582399298215","0.41122908956388","0.431935709032549","2"
"Rather agree","2003","East Germany","Male","1118","0.419657196258392","0.400643979726648","0.438670412790137","2"
"Rather disagree","2003","West Germany","Male","911","0.109978271776383","0.103160733573433","0.116795809979334","3"
"Rather disagree","2003","West Germany","Female","888","0.0973266388704143","0.0911122504140825","0.103541027326746","3"
"Rather disagree","2003","East Germany","Male","252","0.0946142784026144","0.0833381213419641","0.105890435463265","3"
"Rather disagree","2003","East Germany","Female","238","0.087979856735227","0.0774310813032132","0.0985286321672408","3"
"Disagree fully","2004","West Germany","Male","","","","","4"
"Disagree fully","2004","West Germany","Female","","","","","4"
"Disagree fully","2004","East Germany","Male","","","","","4"
"Disagree fully","2004","East Germany","Female","","","","","4"
"Fully agree","2004","West Germany","Female","","","","","1"
"Fully agree","2004","East Germany","Male","","","","","1"
"Fully agree","2004","East Germany","Female","","","","","1"
"Fully agree","2004","West Germany","Male","","","","","1"
"Rather agree","2004","West Germany","Male","","","","","2"
"Rather agree","2004","West Germany","Female","","","","","2"
"Rather agree","2004","East Germany","Male","","","","","2"
"Rather agree","2004","East Germany","Female","","","","","2"
