"plh0194","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","Full Time","3","","","","4"
"Disagree fully","2003","Lower Saxony","Not Working","10","","","","4"
"Disagree fully","2003","Hamburg","Part Time","5","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Part Time","18","","","","4"
"Disagree fully","2003","Hamburg","Full Time","1","","","","4"
"Disagree fully","2003","Hamburg","Not Working","2","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Not Working","6","","","","4"
"Disagree fully","2003","Lower Saxony","Part Time","6","","","","4"
"Disagree fully","2003","Bremen","Full Time","2","","","","4"
"Disagree fully","2003","Bremen","Part Time","1","","","","4"
"Disagree fully","2003","Bremen","Not Working","3","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Full Time","26","","","","4"
"Disagree fully","2003","Hesse","Full Time","10","","","","4"
"Disagree fully","2003","Hesse","Part Time","7","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Part Time","5","","","","4"
"Disagree fully","2003","Lower Saxony","Full Time","14","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Not Working","27","","","","4"
"Disagree fully","2003","Hesse","Not Working","10","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Full Time","10","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Part Time","3","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Not Working","8","","","","4"
"Disagree fully","2003","Baden-Württemberg","Part Time","11","","","","4"
"Disagree fully","2003","Baden-Württemberg","Not Working","16","","","","4"
"Disagree fully","2003","Baden-Württemberg","Full Time","19","","","","4"
"Disagree fully","2003","Bavaria","Full Time","18","","","","4"
"Disagree fully","2003","Bavaria","Part Time","10","","","","4"
"Disagree fully","2003","Bavaria","Not Working","14","","","","4"
"Disagree fully","2003","Berlin","Full Time","9","","","","4"
"Disagree fully","2003","Berlin","Part Time","5","","","","4"
"Disagree fully","2003","Saxony","Full Time","12","","","","4"
"Disagree fully","2003","Berlin","Not Working","8","","","","4"
"Disagree fully","2003","Brandenburg","Full Time","5","","","","4"
"Disagree fully","2003","Brandenburg","Part Time","2","","","","4"
"Disagree fully","2003","Brandenburg","Not Working","3","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Full Time","3","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Part Time","4","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Not Working","7","","","","4"
"Disagree fully","2003","Saxony","Part Time","6","","","","4"
"Disagree fully","2003","Saxony","Not Working","9","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Full Time","3","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Part Time","2","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Not Working","4","","","","4"
"Disagree fully","2003","Thuringia","Full Time","11","","","","4"
"Disagree fully","2003","Thuringia","Part Time","4","","","","4"
"Disagree fully","2003","Thuringia","Not Working","13","","","","4"
"Fully agree","2003","Schleswig-Holstein","Full Time","88","0.331360910092915","0.275319382600172","0.387402437585659","1"
"Fully agree","2003","Schleswig-Holstein","Part Time","53","0.40091925840257","0.322228071588222","0.479610445216919","1"
"Fully agree","2003","Schleswig-Holstein","Not Working","92","0.417581641371387","0.355954962463369","0.479208320279406","1"
"Fully agree","2003","Hamburg","Full Time","53","0.527785422740314","0.439559963921423","0.616010881559205","1"
"Fully agree","2003","Hamburg","Part Time","17","","","","1"
"Fully agree","2003","Hamburg","Not Working","53","0.489468309755306","0.395623883351547","0.583312736159065","1"
