"plh0194","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","Rural Area","5","","","","4"
"Disagree fully","2003","Hamburg","Urban Area","8","","","","4"
"Disagree fully","2003","Hamburg","Rural Area","","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Urban Area","9","","","","4"
"Disagree fully","2003","Lower Saxony","Urban Area","19","","","","4"
"Disagree fully","2003","Lower Saxony","Rural Area","11","","","","4"
"Disagree fully","2003","Bremen","Urban Area","6","","","","4"
"Disagree fully","2003","Bremen","Rural Area","","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Urban Area","68","0.0159923414592857","0.0123477408825918","0.0196369420359796","4"
"Disagree fully","2003","North Rhine-Westphalia","Rural Area","3","","","","4"
"Disagree fully","2003","Hesse","Urban Area","20","","","","4"
"Disagree fully","2003","Hesse","Rural Area","7","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Urban Area","12","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Rural Area","9","","","","4"
"Disagree fully","2003","Baden-Württemberg","Urban Area","40","0.0106240831101455","0.00657431213190096","0.01467385408839","4"
"Disagree fully","2003","Baden-Württemberg","Rural Area","6","","","","4"
"Disagree fully","2003","Bavaria","Urban Area","25","","","","4"
"Disagree fully","2003","Bavaria","Rural Area","17","","","","4"
"Disagree fully","2003","Berlin","Rural Area","","","","","4"
"Disagree fully","2003","Berlin","Urban Area","22","","","","4"
"Disagree fully","2003","Brandenburg","Urban Area","","","","","4"
"Disagree fully","2003","Brandenburg","Rural Area","10","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Urban Area","3","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Rural Area","11","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Urban Area","3","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Rural Area","6","","","","4"
"Disagree fully","2003","Saxony","Urban Area","12","","","","4"
"Disagree fully","2003","Saxony","Rural Area","15","","","","4"
"Disagree fully","2003","Thuringia","Urban Area","9","","","","4"
"Disagree fully","2003","Thuringia","Rural Area","19","","","","4"
"Fully agree","2003","Schleswig-Holstein","Urban Area","88","0.340404413546319","0.285679093663521","0.395129733429116","1"
"Fully agree","2003","Schleswig-Holstein","Rural Area","145","0.406395018202359","0.35688134483318","0.455908691571538","1"
"Fully agree","2003","Hamburg","Urban Area","123","0.472883929814194","0.416198640821396","0.529569218806991","1"
"Fully agree","2003","Hamburg","Rural Area","","","","","1"
"Fully agree","2003","Lower Saxony","Urban Area","453","0.444477689019886","0.413351031944669","0.475604346095103","1"
"Fully agree","2003","Lower Saxony","Rural Area","393","0.435455867757186","0.403555541460009","0.467356194054362","1"
"Fully agree","2003","Bremen","Urban Area","88","0.550082313175748","0.475735177518834","0.624429448832661","1"
"Fully agree","2003","Bremen","Rural Area","","","","","1"
"Fully agree","2003","North Rhine-Westphalia","Urban Area","2117","0.476307397937393","0.461797092436658","0.490817703438127","1"
"Fully agree","2003","North Rhine-Westphalia","Rural Area","72","0.719779346091282","0.635078845978184","0.804479846204381","1"
"Fully agree","2003","Hesse","Urban Area","534","0.451173563791073","0.423353284659287","0.478993842922859","1"
"Fully agree","2003","Hesse","Rural Area","134","0.499604529353881","0.440074881421486","0.559134177286276","1"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Urban Area","532","0.531936186496085","0.501433798944215","0.562438574047956","1"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Rural Area","150","0.479425191596578","0.424859187109883","0.533991196083274","1"
"Fully agree","2003","Baden-Württemberg","Urban Area","1009","0.44801602012775","0.428372737047452","0.467659303208048","1"
"Fully agree","2003","Baden-Württemberg","Rural Area","80","0.277727114576951","0.219845055814574","0.335609173339328","1"
"Fully agree","2003","Bavaria","Urban Area","582","0.404418498464778","0.38014982127934","0.428687175650217","1"
"Fully agree","2003","Bavaria","Rural Area","602","0.386384773928255","0.362222163178541","0.410547384677969","1"
