"plh0194","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Urban Area","256","0.017980945836067","0.0158449389720003","0.0201169527001336","4"
"Disagree fully","2003","Rural Area","119","0.0180020228928092","0.0149561729614627","0.0210478728241557","4"
"Fully agree","2003","Urban Area","6489","0.45518873428523","0.447183847158995","0.463193621411464","1"
"Fully agree","2003","Rural Area","3339","0.460210895220546","0.448793078806247","0.471628711634845","1"
"Rather agree","2003","Urban Area","6490","0.418602845585399","0.410672831488353","0.426532859682445","2"
"Rather agree","2003","Rural Area","3205","0.436416950259296","0.425055799654323","0.447778100864268","2"
"Rather disagree","2003","Urban Area","1632","0.108227474293304","0.103233661862067","0.113221286724542","3"
"Rather disagree","2003","Rural Area","657","0.0853701316273494","0.0789688311148956","0.0917714321398033","3"
"Disagree fully","2004","Rural Area","","","","","4"
"Disagree fully","2004","Urban Area","","","","","4"
"Fully agree","2004","Urban Area","","","","","1"
"Fully agree","2004","Rural Area","","","","","1"
"Rather agree","2004","Urban Area","","","","","2"
"Rather agree","2004","Rural Area","","","","","2"
"Rather disagree","2004","Rural Area","","","","","3"
"Rather disagree","2004","Urban Area","","","","","3"
"Disagree fully","2005","Urban Area","","","","","4"
"Disagree fully","2005","Rural Area","","","","","4"
"Fully agree","2005","Urban Area","","","","","1"
"Fully agree","2005","Rural Area","","","","","1"
"Rather agree","2005","Rural Area","","","","","2"
"Rather agree","2005","Urban Area","","","","","2"
"Rather disagree","2005","Urban Area","","","","","3"
"Rather disagree","2005","Rural Area","","","","","3"
"Disagree fully","2006","Urban Area","","","","","4"
"Disagree fully","2006","Rural Area","","","","","4"
"Fully agree","2006","Urban Area","","","","","1"
"Fully agree","2006","Rural Area","","","","","1"
"Rather agree","2006","Urban Area","","","","","2"
"Rather agree","2006","Rural Area","","","","","2"
"Rather disagree","2006","Urban Area","","","","","3"
"Rather disagree","2006","Rural Area","","","","","3"
"Disagree fully","2007","Urban Area","","","","","4"
"Disagree fully","2007","Rural Area","","","","","4"
"Fully agree","2007","Urban Area","","","","","1"
"Fully agree","2007","Rural Area","","","","","1"
"Rather agree","2007","Urban Area","","","","","2"
"Rather agree","2007","Rural Area","","","","","2"
"Rather disagree","2007","Urban Area","","","","","3"
"Rather disagree","2007","Rural Area","","","","","3"
"Disagree fully","2008","Urban Area","220","0.0180290818870588","0.0157249377413231","0.0203332260327944","4"
"Disagree fully","2008","Rural Area","114","0.0130872786141083","0.0103352158204947","0.0158393414077218","4"
"Fully agree","2008","Rural Area","2831","0.439616267067809","0.427597112276884","0.451635421858734","1"
"Fully agree","2008","Urban Area","5391","0.43296565514152","0.42438530655006","0.44154600373298","1"
"Rather agree","2008","Rural Area","2903","0.446187931719139","0.43415048414354","0.458225379294737","2"
"Rather agree","2008","Urban Area","5781","0.441124757950728","0.432526476079678","0.449723039821777","2"
"Rather disagree","2008","Rural Area","703","0.101108522598944","0.0938082041506452","0.108408841047244","3"
"Rather disagree","2008","Urban Area","1418","0.107880505020694","0.10250825116182","0.113252758879568","3"
"Disagree fully","2009","Urban Area","","","","","4"
"Disagree fully","2009","Rural Area","","","","","4"
"Fully agree","2009","Rural Area","","","","","1"
"Fully agree","2009","Urban Area","","","","","1"
"Rather agree","2009","Rural Area","","","","","2"
"Rather agree","2009","Urban Area","","","","","2"
"Rather disagree","2009","Rural Area","","","","","3"
"Rather disagree","2009","Urban Area","","","","","3"
"Disagree fully","2010","Rural Area","","","","","4"
"Disagree fully","2010","Urban Area","","","","","4"
"Fully agree","2010","Rural Area","","","","","1"
"Fully agree","2010","Urban Area","","","","","1"
"Rather agree","2010","Rural Area","","","","","2"
"Rather agree","2010","Urban Area","","","","","2"
"Rather disagree","2010","Rural Area","","","","","3"
"Rather disagree","2010","Urban Area","","","","","3"
"Disagree fully","2011","Rural Area","","","","","4"
"Disagree fully","2011","Urban Area","","","","","4"
"Fully agree","2011","Rural Area","","","","","1"
"Fully agree","2011","Urban Area","","","","","1"
"Rather agree","2011","Rural Area","","","","","2"
"Rather agree","2011","Urban Area","","","","","2"
"Rather disagree","2011","Rural Area","","","","","3"
"Rather disagree","2011","Urban Area","","","","","3"
"Disagree fully","2012","Rural Area","","","","","4"
"Disagree fully","2012","Urban Area","","","","","4"
"Fully agree","2012","Urban Area","","","","","1"
"Fully agree","2012","Rural Area","","","","","1"
"Rather agree","2012","Rural Area","","","","","2"
"Rather agree","2012","Urban Area","","","","","2"
"Rather disagree","2012","Rural Area","","","","","3"
"Rather disagree","2012","Urban Area","","","","","3"
"Disagree fully","2013","Rural Area","109","0.0109417512742193","0.00880975301241467","0.0130737495360239","4"
"Disagree fully","2013","Urban Area","241","0.0162025098480356","0.0142679868412797","0.0181370328547915","4"
"Fully agree","2013","Urban Area","6595","0.41569024982925","0.408138694955845","0.423241804702655","1"
"Fully agree","2013","Rural Area","4040","0.451844580126885","0.441645080006692","0.462044080247079","1"
"Rather agree","2013","Rural Area","4189","0.445037459820094","0.434852422815916","0.455222496824272","2"
"Rather agree","2013","Urban Area","7547","0.450380860738859","0.442757424294825","0.458004297182893","2"
"Rather disagree","2013","Rural Area","808","0.0921762087788015","0.0862477378673479","0.0981046796902552","3"
"Rather disagree","2013","Urban Area","1979","0.117726379583856","0.112788182278065","0.122664576889646","3"
"Disagree fully","2014","Urban Area","","","","","4"
