"plh0194","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","Male","1925","0.497493893207553","0.481696147879911","0.513291638535195"
"Fully agree","2003","lower secondary degree","Female","2140","0.522530849694872","0.507166517077328","0.537895182312417"
"Fully agree","2003","secondary school degree","Male","1193","0.436525068677356","0.418072429416271","0.45497770793844"
"Fully agree","2003","secondary school degree","Female","1706","0.46952957082871","0.453402879948307","0.485656261709112"
"Fully agree","2003","college entrance qualification","Male","873","0.306449323727568","0.289701999754904","0.323196647700232"
"Fully agree","2003","college entrance qualification","Female","831","0.356851543087906","0.338146994729382","0.375556091446429"
"Fully agree","2003","Other degree","Male","320","0.533189238724695","0.493102499995258","0.573275977454132"
"Fully agree","2003","Other degree","Female","316","0.520445070192911","0.481740278581689","0.559149861804134"
"Fully agree","2003","no degree/no degree yet","Male","179","0.41940540167127","0.371986124346713","0.466824678995827"
"Fully agree","2003","no degree/no degree yet","Female","214","0.476852722196409","0.43188891900701","0.521816525385807"
"Rather agree","2003","lower secondary degree","Male","1560","0.40288187916126","0.38738481069056","0.418378947631959"
"Rather agree","2003","lower secondary degree","Female","1547","0.378312257688951","0.363394744411799","0.393229770966103"
"Rather agree","2003","secondary school degree","Male","1285","0.460384314067142","0.441839642801042","0.478928985333241"
"Rather agree","2003","secondary school degree","Female","1609","0.428131302072478","0.412142355523651","0.444120248621305"
"Rather agree","2003","college entrance qualification","Male","1461","0.491671093932249","0.473510220585774","0.509831967278723"
"Rather agree","2003","college entrance qualification","Female","1265","0.479691717453645","0.460186118070636","0.499197316836654"
"Rather agree","2003","Other degree","Male","216","0.360177700595908","0.321605207953404","0.398750193238411"
"Rather agree","2003","Other degree","Female","258","0.384045300642205","0.346364187995935","0.421726413288476"
"Rather agree","2003","no degree/no degree yet","Male","182","0.44703229440393","0.399255087257518","0.494809501550343"
"Rather agree","2003","no degree/no degree yet","Female","202","0.400658646141011","0.356543948998347","0.444773343283675"
"Rather disagree","2003","lower secondary degree","Male","307","0.0824741519922292","0.0737825737790471","0.0911657302054112"
"Rather disagree","2003","lower secondary degree","Female","316","0.0831258755275886","0.0746339133976794","0.0916178376574977"
"Rather disagree","2003","secondary school degree","Male","248","0.0860403520587136","0.0756068237790516","0.0964738803383755"
"Rather disagree","2003","secondary school degree","Female","317","0.0880442568625454","0.0788879446148357","0.0972005691102551"
"Rather disagree","2003","college entrance qualification","Male","500","0.176488623430086","0.162639568183253","0.19033767867692"
"Rather disagree","2003","college entrance qualification","Female","375","0.136581490179402","0.123173785936375","0.149989194422429"
"Rather disagree","2003","Other degree","Male","45","0.0855241479538667","0.0630532665748793","0.107995029332854"
"Rather disagree","2003","Other degree","Female","53","0.0837479955941933","0.0622868557916556","0.105209135396731"
"Rather disagree","2003","no degree/no degree yet","Male","49","0.115791045372993","0.0850430811186798","0.146539009627305"
"Rather disagree","2003","no degree/no degree yet","Female","54","0.119236622326302","0.0900627971007496","0.148410447551854"
"Disagree fully","2003","lower secondary degree","Male","56","0.0171500756389582","0.0130479667579754","0.021252184519941"
"Disagree fully","2003","lower secondary degree","Female","57","0.0160310170885883","0.0121677359204934","0.0198942982566831"
"Disagree fully","2003","secondary school degree","Male","49","0.0170502651967889","0.0122335848995484","0.0218669454940294"
"Disagree fully","2003","secondary school degree","Female","47","0.0142948702362667","0.0104591509683638","0.0181305895041696"
"Disagree fully","2003","college entrance qualification","Male","77","0.0253909589100973","0.0196764125866165","0.0311055052335781"
"Disagree fully","2003","college entrance qualification","Female","49","0.0268752492790471","0.0205611947156548","0.0331893038424394"
