"plh0194","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","1-pers.-HH","inadequately","","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","general elemantary","1","","","","4"
"Disagree fully","2003","Single parent ","higher vocational","","","","","4"
"Disagree fully","2003","Couple + C. GT 16 ","general elemantary","9","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","vocational + Abi","1","","","","4"
"Disagree fully","2003","Couple + C. GT 16 ","in school","4","","","","4"
"Disagree fully","2003","Couple + C. GT 16 ","inadequately","1","","","","4"
"Disagree fully","2003","1-pers.-HH","middle vocational","26","","","","4"
"Disagree fully","2003","1-pers.-HH","higher vocational","11","","","","4"
"Disagree fully","2003","Couple + C. GT 16 ","higher vocational","7","","","","4"
"Disagree fully","2003","(Married) couple without C. ","vocational + Abi","9","","","","4"
"Disagree fully","2003","(Married) couple without C. ","higher vocational","13","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","higher vocational","4","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","higher education","9","","","","4"
"Disagree fully","2003","1-pers.-HH","general elemantary","6","","","","4"
"Disagree fully","2003","Single parent ","higher education","2","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","in school","","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","inadequately","1","","","","4"
"Disagree fully","2003","Couple + C. GT 16 ","middle vocational","36","0.0157180006571651","0.0101572960922256","0.0212787052221047","4"
"Disagree fully","2003","Couple + C. GT 16 ","vocational + Abi","4","","","","4"
"Disagree fully","2003","1-pers.-HH","vocational + Abi","4","","","","4"
"Disagree fully","2003","(Married) couple without C. ","in school","","","","","4"
"Disagree fully","2003","(Married) couple without C. ","inadequately","1","","","","4"
"Disagree fully","2003","(Married) couple without C. ","general elemantary","10","","","","4"
"Disagree fully","2003","(Married) couple without C. ","higher education","31","0.0185048774014006","0.0120139746304794","0.0249957801723218","4"
"Disagree fully","2003","1-pers.-HH","in school","","","","","4"
"Disagree fully","2003","Single parent ","in school","1","","","","4"
"Disagree fully","2003","Single parent ","inadequately","1","","","","4"
"Disagree fully","2003","Single parent ","general elemantary","2","","","","4"
"Disagree fully","2003","Single parent ","middle vocational","8","","","","4"
"Disagree fully","2003","Single parent ","vocational + Abi","1","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","middle vocational","24","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","vocational + Abi","4","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","higher vocational","4","","","","4"
"Disagree fully","2003","Couple + C. LE 16 ","higher education","23","","","","4"
"Disagree fully","2003","Couple + C. GT 16 ","higher education","14","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","in school","2","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","inadequately","","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","general elemantary","3","","","","4"
"Disagree fully","2003","Couple + C. LE and GT 16","middle vocational","12","","","","4"
"Disagree fully","2003","1-pers.-HH","higher education","21","","","","4"
"Disagree fully","2003","(Married) couple without C. ","middle vocational","55","0.015847139960045","0.0119023448378326","0.0197919350822575","4"
"Fully agree","2003","1-pers.-HH","in school","2","","","","1"
"Fully agree","2003","1-pers.-HH","inadequately","13","","","","1"
"Fully agree","2003","1-pers.-HH","general elemantary","238","0.556819712711512","0.510029861826476","0.603609563596548","1"
"Fully agree","2003","1-pers.-HH","middle vocational","737","0.46352406922458","0.438841729359799","0.48820640908936","1"
"Fully agree","2003","1-pers.-HH","vocational + Abi","77","0.403784736570097","0.331296380414229","0.476273092725965","1"
"Fully agree","2003","1-pers.-HH","higher vocational","103","0.498135485657422","0.431914899849007","0.564356071465838","1"
"Fully agree","2003","1-pers.-HH","higher education","190","0.34739120756843","0.307082249939594","0.387700165197265","1"
"Fully agree","2003","(Married) couple without C. ","in school","1","","","","1"
"Fully agree","2003","(Married) couple without C. ","inadequately","31","0.428291370251961","0.31237197499185","0.544210765512073","1"
"Fully agree","2003","(Married) couple without C. ","general elemantary","416","0.53397578499185","0.498990324284826","0.568961245698873","1"
"Fully agree","2003","(Married) couple without C. ","middle vocational","1948","0.504523117245945","0.488729923624493","0.520316310867397","1"
"Fully agree","2003","(Married) couple without C. ","vocational + Abi","142","0.420596660520967","0.367891086498361","0.473302234543572","1"
"Fully agree","2003","(Married) couple without C. ","higher vocational","241","0.436550393733024","0.396152981957818","0.47694780550823","1"
"Fully agree","2003","(Married) couple without C. ","higher education","587","0.389613878269416","0.366126342244397","0.413101414294434","1"
"Fully agree","2003","Single parent ","in school","21","","","","1"
"Fully agree","2003","Single parent ","inadequately","12","","","","1"
"Fully agree","2003","Single parent ","general elemantary","118","0.499947505822998","0.435746751258561","0.564148260387436","1"
"Fully agree","2003","Single parent ","middle vocational","248","0.469265026098345","0.427134036908508","0.511396015288182","1"
"Fully agree","2003","Single parent ","vocational + Abi","24","","","","1"
"Fully agree","2003","Single parent ","higher vocational","23","","","","1"
"Fully agree","2003","Single parent ","higher education","46","0.414353887851778","0.326581331508586","0.502126444194969","1"
"Fully agree","2003","Couple + C. LE 16 ","in school","","","","","1"
"Fully agree","2003","Couple + C. LE 16 ","inadequately","29","","","","1"
"Fully agree","2003","Couple + C. LE 16 ","general elemantary","179","0.542596218316157","0.488182499017582","0.597009937614732","1"
"Fully agree","2003","Couple + C. LE 16 ","middle vocational","1028","0.466461788113692","0.445572785555093","0.487350790672291","1"
"Fully agree","2003","Couple + C. LE 16 ","vocational + Abi","129","0.382608327516076","0.331173341772685","0.434043313259467","1"
"Fully agree","2003","Couple + C. LE 16 ","higher vocational","199","0.427808826016763","0.382197329578282","0.473420322455245","1"
"Fully agree","2003","Couple + C. LE 16 ","higher education","278","0.296254286979538","0.268205479281098","0.324303094677978","1"
"Fully agree","2003","Couple + C. GT 16 ","in school","116","0.363732755255098","0.30864878055843","0.418816729951766","1"
"Fully agree","2003","Couple + C. GT 16 ","inadequately","32","0.6720069939919","0.549044329439022","0.794969658544778","1"
"Fully agree","2003","Couple + C. GT 16 ","general elemantary","264","0.465368691179952","0.423102124162619","0.507635258197285","1"
"Fully agree","2003","Couple + C. GT 16 ","middle vocational","830","0.44410156928336","0.421888412737688","0.466314725829032","1"
"Fully agree","2003","Couple + C. GT 16 ","vocational + Abi","70","0.407710634422014","0.333402486425963","0.482018782418065","1"
"Fully agree","2003","Couple + C. GT 16 ","higher vocational","106","0.487858778491115","0.423950651662232","0.551766905319998","1"
"Fully agree","2003","Couple + C. GT 16 ","higher education","214","0.3787697526905","0.341790229849234","0.415749275531767","1"
"Fully agree","2003","Couple + C. LE and GT 16","in school","99","0.433790668878264","0.370561029690409","0.49702030806612","1"
"Fully agree","2003","Couple + C. LE and GT 16","inadequately","17","","","","1"
"Fully agree","2003","Couple + C. LE and GT 16","general elemantary","145","0.462050203917267","0.405349908309641","0.518750499524892","1"
"Fully agree","2003","Couple + C. LE and GT 16","middle vocational","329","0.455657923366821","0.419967417114587","0.491348429619056","1"
"Fully agree","2003","Couple + C. LE and GT 16","vocational + Abi","23","","","","1"
"Fully agree","2003","Couple + C. LE and GT 16","higher vocational","44","0.409557317594226","0.320069212162209","0.499045423026244","1"
"Fully agree","2003","Couple + C. LE and GT 16","higher education","75","0.23501349196061","0.185437864839139","0.284589119082082","1"
"Rather agree","2003","Couple + C. GT 16 ","in school","132","0.465912917116251","0.408794956368215","0.523030877864288","2"
"Rather agree","2003","1-pers.-HH","inadequately","8","","","","2"
"Rather agree","2003","1-pers.-HH","in school","2","","","","2"
"Rather agree","2003","Couple + C. GT 16 ","inadequately","19","","","","2"
"Rather agree","2003","Couple + C. LE and GT 16","middle vocational","335","0.435462845836325","0.399930890287108","0.470994801385543","2"
"Rather agree","2003","Couple + C. LE and GT 16","vocational + Abi","32","0.472236683717649","0.35087240674919","0.593600960686109","2"
"Rather agree","2003","1-pers.-HH","general elemantary","156","0.345668426449496","0.300873076100094","0.390463776798899","2"
"Rather agree","2003","1-pers.-HH","middle vocational","655","0.422736795649341","0.398285773149139","0.447187818149542","2"
"Rather agree","2003","1-pers.-HH","vocational + Abi","71","0.429256246836041","0.356130443096255","0.502382050575827","2"
"Rather agree","2003","1-pers.-HH","higher vocational","86","0.376549069058855","0.312378193990972","0.440719944126739","2"
"Rather agree","2003","(Married) couple without C. ","middle vocational","1519","0.392022496327694","0.376601338707903","0.407443653947485","2"
"Rather agree","2003","(Married) couple without C. ","vocational + Abi","152","0.45941410771858","0.406207244249368","0.512620971187791","2"
"Rather agree","2003","(Married) couple without C. ","higher vocational","270","0.43300228339105","0.392642896755108","0.473361670026993","2"
"Rather agree","2003","Couple + C. LE and GT 16","higher vocational","59","0.494954715861473","0.403970304480959","0.585939127241986","2"
"Rather agree","2003","Couple + C. GT 16 ","general elemantary","213","0.394709090901033","0.353290831837499","0.436127349964567","2"
"Rather agree","2003","Couple + C. GT 16 ","middle vocational","881","0.435671749139239","0.41350423495504","0.457839263323438","2"
"Rather agree","2003","Couple + C. GT 16 ","vocational + Abi","72","0.3825729163836","0.309080352431604","0.456065480335596","2"
"Rather agree","2003","Couple + C. GT 16 ","higher vocational","100","0.370642834992851","0.308892324134374","0.432393345851327","2"
"Rather agree","2003","Couple + C. LE and GT 16","higher education","154","0.571046930514468","0.513179297079999","0.628914563948937","2"
"Rather agree","2003","(Married) couple without C. ","higher education","780","0.453092651589816","0.429117116229275","0.477068186950356","2"
"Rather agree","2003","1-pers.-HH","higher education","241","0.455570299934477","0.413408969943276","0.497731629925679","2"
"Rather agree","2003","(Married) couple without C. ","in school","1","","","","2"
"Rather agree","2003","(Married) couple without C. ","inadequately","35","0.507584502795795","0.390467727952788","0.624701277638801","2"
"Rather agree","2003","(Married) couple without C. ","general elemantary","300","0.392129957897062","0.357889232584064","0.42637068321006","2"
"Rather agree","2003","Single parent ","higher vocational","24","","","","2"
