"plh0194","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Rural Area","East Germany","61","0.0199573878281143","0.0153392584299796","0.0245755172262489","4"
"Disagree fully","2003","Urban Area","West Germany","220","0.0179272596119725","0.0156491672002281","0.0202053520237168","4"
"Disagree fully","2003","Urban Area","East Germany","36","0.0185111079826621","0.0123438948386342","0.0246783211266901","4"
"Disagree fully","2003","Rural Area","West Germany","58","0.0166915325829091","0.0126165966110279","0.0207664685547902","4"
"Fully agree","2003","Urban Area","West Germany","5704","0.456415718910932","0.447863943304045","0.464967494517818","1"
"Fully agree","2003","Urban Area","East Germany","785","0.443072016934115","0.420343728211535","0.465800305656694","1"
"Fully agree","2003","Rural Area","West Germany","1576","0.421344721400257","0.405639049131008","0.437050393669507","1"
"Fully agree","2003","Rural Area","East Germany","1763","0.518202589537959","0.501702975334234","0.534702203741684","1"
"Rather agree","2003","Rural Area","East Germany","1406","0.379727959590003","0.363702180203889","0.395753738976116","2"
"Rather agree","2003","Urban Area","West Germany","5673","0.417521228204454","0.40905437778717","0.425988078621737","2"
"Rather agree","2003","Urban Area","East Germany","817","0.429284032466179","0.406636940907154","0.451931124025205","2"
"Rather agree","2003","Rural Area","West Germany","1799","0.474410048943219","0.458527205361254","0.490292892525184","2"
"Rather disagree","2003","Urban Area","West Germany","1435","0.108135793272642","0.10280395880311","0.113467627742175","3"
"Rather disagree","2003","Urban Area","East Germany","197","0.109132842617044","0.0948664469457502","0.123399238288338","3"
"Rather disagree","2003","Rural Area","West Germany","364","0.087553697073614","0.0785635106996511","0.0965438834475769","3"
"Rather disagree","2003","Rural Area","East Germany","293","0.0821120630439238","0.0730465981070429","0.0911775279808046","3"
"Disagree fully","2004","Urban Area","West Germany","","","","","4"
"Disagree fully","2004","Urban Area","East Germany","","","","","4"
"Disagree fully","2004","Rural Area","West Germany","","","","","4"
"Disagree fully","2004","Rural Area","East Germany","","","","","4"
"Fully agree","2004","Urban Area","East Germany","","","","","1"
"Fully agree","2004","Rural Area","West Germany","","","","","1"
"Fully agree","2004","Rural Area","East Germany","","","","","1"
"Fully agree","2004","Urban Area","West Germany","","","","","1"
"Rather agree","2004","Urban Area","West Germany","","","","","2"
"Rather agree","2004","Urban Area","East Germany","","","","","2"
"Rather agree","2004","Rural Area","West Germany","","","","","2"
"Rather agree","2004","Rural Area","East Germany","","","","","2"
"Rather disagree","2004","Urban Area","East Germany","","","","","3"
