"plh0194","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","(0) in school","","","",""
"Fully agree","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Fully agree","2003","lower secondary degree","(1b) general elementary school","939","0.533764048487985","0.510344585290879","0.557183511685091"
"Fully agree","2003","lower secondary degree","(1c) basic vocational qualification","2994","0.503834130268996","0.491080549061984","0.516587711476008"
"Fully agree","2003","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Fully agree","2003","lower secondary degree","(2a) intermediate vocational","11","","",""
"Fully agree","2003","lower secondary degree","(2c_gen) general maturity certificate","6","","",""
"Fully agree","2003","lower secondary degree","(2c_voc) vocational maturity certificate","15","","",""
"Fully agree","2003","lower secondary degree","(3a) lower tertiary education","79","0.49376008874074","0.413751125399504","0.573769052081976"
"Fully agree","2003","lower secondary degree","(3b) higher tertiary education","20","","",""
"Fully agree","2003","secondary school degree","(0) in school","","","",""
"Fully agree","2003","secondary school degree","(1a) inadequately completed","","","",""
"Fully agree","2003","secondary school degree","(1b) general elementary school","","","",""
"Fully agree","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Fully agree","2003","secondary school degree","(2b) intermediate general qualification","307","0.47651908245255","0.437518742538476","0.515519422366625"
"Fully agree","2003","secondary school degree","(2a) intermediate vocational","2302","0.45134050408181","0.437728446934129","0.46495256122949"
"Fully agree","2003","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Fully agree","2003","secondary school degree","(2c_voc) vocational maturity certificate","16","","",""
"Fully agree","2003","secondary school degree","(3a) lower tertiary education","227","0.457658868107931","0.415244073441985","0.500073662773878"
"Fully agree","2003","secondary school degree","(3b) higher tertiary education","46","0.531179460170466","0.43957436773656","0.622784552604373"
"Fully agree","2003","college entrance qualification","(0) in school","","","",""
"Fully agree","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Fully agree","2003","college entrance qualification","(1b) general elementary school","","","",""
"Fully agree","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Fully agree","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Fully agree","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Fully agree","2003","college entrance qualification","(2c_gen) general maturity certificate","228","0.284296016119259","0.252741220838351","0.315850811400167"
"Fully agree","2003","college entrance qualification","(2c_voc) vocational maturity certificate","513","0.376692691200878","0.350690204504188","0.402695177897568"
"Fully agree","2003","college entrance qualification","(3a) lower tertiary education","349","0.382506145842268","0.352592824113243","0.412419467571292"
