"plh0194","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","16-34 y.","Full Time","1053","0.421594111907191","0.40222920136473","0.440959022449653"
"Fully agree","2003","16-34 y.","Part Time","721","0.40478128801658","0.381564002333285","0.427998573699875"
"Fully agree","2003","16-34 y.","Not Working","694","0.418351300787881","0.394484470610819","0.442218130964942"
"Fully agree","2003","35-65 y.","Full Time","2497","0.422715698872102","0.410567499565124","0.43486389817908"
"Fully agree","2003","35-65 y.","Part Time","1381","0.439021606207696","0.421949392138289","0.456093820277103"
"Fully agree","2003","35-65 y.","Not Working","1544","0.507759261032521","0.490013808353509","0.525504713711534"
"Fully agree","2003","66 and older","Full Time","23","","",""
"Fully agree","2003","66 and older","Part Time","65","0.448462075010216","0.371877530236795","0.525046619783637"
"Fully agree","2003","66 and older","Not Working","1850","0.525742277991725","0.50914012761233","0.54234442837112"
"Rather agree","2003","16-34 y.","Full Time","1183","0.460168483733314","0.440623314845495","0.479713652621133"
"Rather agree","2003","16-34 y.","Part Time","767","0.4515268993174","0.42798820202285","0.475065596611951"
"Rather agree","2003","16-34 y.","Not Working","732","0.460480565787402","0.43636469212587","0.484596439448935"
"Rather agree","2003","35-65 y.","Full Time","2994","0.444425193719942","0.432205411858771","0.456644975581113"
"Rather agree","2003","35-65 y.","Part Time","1452","0.438663138462656","0.421592444163238","0.455733832762075"
"Rather agree","2003","35-65 y.","Not Working","1229","0.396871615026259","0.379505635601269","0.41423759445125"
"Rather agree","2003","66 and older","Full Time","17","","",""
"Rather agree","2003","66 and older","Part Time","58","0.344782464570036","0.271591760568232","0.417973168571839"
"Rather agree","2003","66 and older","Not Working","1263","0.370385691889692","0.354329776099422","0.386441607679962"
"Rather disagree","2003","16-34 y.","Full Time","228","0.102301016299153","0.0904171648372587","0.114184867761047"
"Rather disagree","2003","16-34 y.","Part Time","207","0.130371156669921","0.114444644762515","0.146297668577328"
"Rather disagree","2003","16-34 y.","Not Working","193","0.112374953137107","0.0970942500714893","0.127655656202724"
"Rather disagree","2003","35-65 y.","Full Time","750","0.115391204160598","0.107534239030799","0.123248169290397"
"Rather disagree","2003","35-65 y.","Part Time","351","0.101011842667882","0.0906452277727259","0.111378457563038"
"Rather disagree","2003","35-65 y.","Not Working","227","0.0757062254433271","0.0663167746642974","0.0850956762223568"
"Rather disagree","2003","66 and older","Full Time","6","","",""
"Rather disagree","2003","66 and older","Part Time","34","0.177273889444723","0.11846532058655","0.236082458302895"
"Rather disagree","2003","66 and older","Not Working","293","0.083273083517133","0.0740867332359317","0.0924594337983343"
"Disagree fully","2003","16-34 y.","Full Time","34","0.0159363880603422","0.0110255183871166","0.0208472577335677"
"Disagree fully","2003","16-34 y.","Part Time","22","","",""
"Disagree fully","2003","16-34 y.","Not Working","22","","",""
"Disagree fully","2003","35-65 y.","Full Time","111","0.0174679032473581","0.0142461920357125","0.0206896144590037"
"Disagree fully","2003","35-65 y.","Part Time","62","0.0213034126617659","0.0163360889826524","0.0262707363408794"
"Disagree fully","2003","35-65 y.","Not Working","49","0.0196628984978926","0.014734783119875","0.0245910138759102"
"Disagree fully","2003","66 and older","Full Time","1","","",""
"Disagree fully","2003","66 and older","Part Time","5","","",""
"Disagree fully","2003","66 and older","Not Working","69","0.0205989466014503","0.0158764301899062","0.0253214630129943"
"Fully agree","2004","16-34 y.","Full Time","","","",""
"Fully agree","2004","16-34 y.","Part Time","","","",""
"Fully agree","2004","16-34 y.","Not Working","","","",""
"Fully agree","2004","35-65 y.","Full Time","","","",""
"Fully agree","2004","35-65 y.","Part Time","","","",""
"Fully agree","2004","35-65 y.","Not Working","","","",""
"Fully agree","2004","66 and older","Full Time","","","",""
"Fully agree","2004","66 and older","Part Time","","","",""
"Fully agree","2004","66 and older","Not Working","","","",""
"Rather agree","2004","16-34 y.","Full Time","","","",""
"Rather agree","2004","16-34 y.","Part Time","","","",""
"Rather agree","2004","16-34 y.","Not Working","","","",""
"Rather agree","2004","35-65 y.","Full Time","","","",""
"Rather agree","2004","35-65 y.","Part Time","","","",""
"Rather agree","2004","35-65 y.","Not Working","","","",""
"Rather agree","2004","66 and older","Full Time","","","",""
"Rather agree","2004","66 and older","Part Time","","","",""
"Rather agree","2004","66 and older","Not Working","","","",""
"Rather disagree","2004","16-34 y.","Full Time","","","",""
"Rather disagree","2004","16-34 y.","Part Time","","","",""
"Rather disagree","2004","16-34 y.","Not Working","","","",""
"Rather disagree","2004","35-65 y.","Full Time","","","",""
"Rather disagree","2004","35-65 y.","Part Time","","","",""
"Rather disagree","2004","35-65 y.","Not Working","","","",""
"Rather disagree","2004","66 and older","Full Time","","","",""
"Rather disagree","2004","66 and older","Part Time","","","",""
"Rather disagree","2004","66 and older","Not Working","","","",""
"Disagree fully","2004","16-34 y.","Full Time","","","",""
"Disagree fully","2004","16-34 y.","Part Time","","","",""
"Disagree fully","2004","16-34 y.","Not Working","","","",""
"Disagree fully","2004","35-65 y.","Full Time","","","",""
"Disagree fully","2004","35-65 y.","Part Time","","","",""
"Disagree fully","2004","35-65 y.","Not Working","","","",""
"Disagree fully","2004","66 and older","Full Time","","","",""
"Disagree fully","2004","66 and older","Part Time","","","",""
"Disagree fully","2004","66 and older","Not Working","","","",""
"Fully agree","2005","16-34 y.","Full Time","","","",""
"Fully agree","2005","16-34 y.","Part Time","","","",""
"Fully agree","2005","16-34 y.","Not Working","","","",""
"Fully agree","2005","35-65 y.","Full Time","","","",""
"Fully agree","2005","35-65 y.","Part Time","","","",""
"Fully agree","2005","35-65 y.","Not Working","","","",""
"Fully agree","2005","66 and older","Full Time","","","",""
"Fully agree","2005","66 and older","Part Time","","","",""
"Fully agree","2005","66 and older","Not Working","","","",""
"Rather agree","2005","16-34 y.","Full Time","","","",""
"Rather agree","2005","16-34 y.","Part Time","","","",""
"Rather agree","2005","16-34 y.","Not Working","","","",""
"Rather agree","2005","35-65 y.","Full Time","","","",""
"Rather agree","2005","35-65 y.","Part Time","","","",""
"Rather agree","2005","35-65 y.","Not Working","","","",""
"Rather agree","2005","66 and older","Full Time","","","",""
"Rather agree","2005","66 and older","Part Time","","","",""
"Rather agree","2005","66 and older","Not Working","","","",""
"Rather disagree","2005","16-34 y.","Full Time","","","",""
"Rather disagree","2005","16-34 y.","Part Time","","","",""
"Rather disagree","2005","16-34 y.","Not Working","","","",""
"Rather disagree","2005","35-65 y.","Full Time","","","",""
"Rather disagree","2005","35-65 y.","Part Time","","","",""
"Rather disagree","2005","35-65 y.","Not Working","","","",""
"Rather disagree","2005","66 and older","Full Time","","","",""
"Rather disagree","2005","66 and older","Part Time","","","",""
"Rather disagree","2005","66 and older","Not Working","","","",""
"Disagree fully","2005","16-34 y.","Full Time","","","",""
"Disagree fully","2005","16-34 y.","Part Time","","","",""
"Disagree fully","2005","16-34 y.","Not Working","","","",""
"Disagree fully","2005","35-65 y.","Full Time","","","",""
"Disagree fully","2005","35-65 y.","Part Time","","","",""
"Disagree fully","2005","35-65 y.","Not Working","","","",""
"Disagree fully","2005","66 and older","Full Time","","","",""
"Disagree fully","2005","66 and older","Part Time","","","",""
"Disagree fully","2005","66 and older","Not Working","","","",""
"Fully agree","2006","16-34 y.","Full Time","","","",""
"Fully agree","2006","16-34 y.","Part Time","","","",""
"Fully agree","2006","16-34 y.","Not Working","","","",""
"Fully agree","2006","35-65 y.","Full Time","","","",""
"Fully agree","2006","35-65 y.","Part Time","","","",""
"Fully agree","2006","35-65 y.","Not Working","","","",""
"Fully agree","2006","66 and older","Full Time","","","",""
"Fully agree","2006","66 and older","Part Time","","","",""
"Fully agree","2006","66 and older","Not Working","","","",""
"Rather agree","2006","16-34 y.","Full Time","","","",""
"Rather agree","2006","16-34 y.","Part Time","","","",""
"Rather agree","2006","16-34 y.","Not Working","","","",""
"Rather agree","2006","35-65 y.","Full Time","","","",""
"Rather agree","2006","35-65 y.","Part Time","","","",""
"Rather agree","2006","35-65 y.","Not Working","","","",""
"Rather agree","2006","66 and older","Full Time","","","",""
"Rather agree","2006","66 and older","Part Time","","","",""
"Rather agree","2006","66 and older","Not Working","","","",""
"Rather disagree","2006","16-34 y.","Full Time","","","",""
"Rather disagree","2006","16-34 y.","Part Time","","","",""
"Rather disagree","2006","16-34 y.","Not Working","","","",""
"Rather disagree","2006","35-65 y.","Full Time","","","",""
"Rather disagree","2006","35-65 y.","Part Time","","","",""
"Rather disagree","2006","35-65 y.","Not Working","","","",""
"Rather disagree","2006","66 and older","Full Time","","","",""
"Rather disagree","2006","66 and older","Part Time","","","",""
"Rather disagree","2006","66 and older","Not Working","","","",""
"Disagree fully","2006","16-34 y.","Full Time","","","",""
"Disagree fully","2006","16-34 y.","Part Time","","","",""
"Disagree fully","2006","16-34 y.","Not Working","","","",""
"Disagree fully","2006","35-65 y.","Full Time","","","",""
"Disagree fully","2006","35-65 y.","Part Time","","","",""
"Disagree fully","2006","35-65 y.","Not Working","","","",""
"Disagree fully","2006","66 and older","Full Time","","","",""
"Disagree fully","2006","66 and older","Part Time","","","",""
"Disagree fully","2006","66 and older","Not Working","","","",""
"Fully agree","2007","16-34 y.","Full Time","","","",""
"Fully agree","2007","16-34 y.","Part Time","","","",""
"Fully agree","2007","16-34 y.","Not Working","","","",""
