"plh0194","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Employed","in school","1","","","","4"
"Disagree fully","2003","Employed","vocational + Abi","13","","","","4"
"Disagree fully","2003","Employed","higher vocational","28","","","","4"
"Disagree fully","2003","Not Employed","in school","6","","","","4"
"Disagree fully","2003","Not Employed","general elemantary","22","","","","4"
"Disagree fully","2003","Not Employed","middle vocational","66","0.0149229005595257","0.0112469163309078","0.0185988847881437","4"
"Disagree fully","2003","Employed","inadequately","2","","","","4"
"Disagree fully","2003","Employed","general elemantary","10","","","","4"
"Disagree fully","2003","Not Employed","inadequately","2","","","","4"
"Disagree fully","2003","Not Employed","vocational + Abi","10","","","","4"
"Disagree fully","2003","Not Employed","higher vocational","11","","","","4"
"Disagree fully","2003","Not Employed","higher education","23","","","","4"
"Disagree fully","2003","Employed","middle vocational","98","0.0147250484550238","0.0118928396189089","0.0175572572911386","4"
"Disagree fully","2003","Employed","higher education","80","0.0263425457330967","0.0209498196908019","0.0317352717753915","4"
"Fully agree","2003","Not Employed","in school","198","0.370252265675146","0.327799883441735","0.412704647908556","1"
"Fully agree","2003","Not Employed","inadequately","79","0.500917412302638","0.422954362306298","0.578880462298979","1"
"Fully agree","2003","Not Employed","general elemantary","807","0.529949577208766","0.504607368945484","0.555291785472047","1"
"Fully agree","2003","Not Employed","middle vocational","2129","0.507751704355996","0.492594129875078","0.522909278836914","1"
"Fully agree","2003","Not Employed","vocational + Abi","133","0.444352482231211","0.387261818633314","0.501443145829107","1"
"Fully agree","2003","Not Employed","higher vocational","241","0.522531366277269","0.478123637444658","0.566939095109879","1"
"Fully agree","2003","Not Employed","higher education","454","0.480455878286099","0.448982135904477","0.511929620667721","1"
"Fully agree","2003","Employed","in school","46","0.415036182404104","0.325754443140632","0.504317921667575","1"
"Fully agree","2003","Employed","inadequately","68","0.688015483544973","0.598541843697434","0.777489123392512","1"
"Fully agree","2003","Employed","general elemantary","632","0.500896440231277","0.473299568559712","0.528493311902842","1"
"Fully agree","2003","Employed","middle vocational","3132","0.454861177673653","0.443152410299552","0.466569945047755","1"
"Fully agree","2003","Employed","vocational + Abi","342","0.396279619256594","0.36375913604943","0.428800102463758","1"
"Fully agree","2003","Employed","higher vocational","487","0.410345881659623","0.382526319218041","0.438165444101205","1"
"Fully agree","2003","Employed","higher education","965","0.304762147245508","0.289262436003757","0.320261858487259","1"
"Rather agree","2003","Not Employed","vocational + Abi","125","0.460288833181679","0.403022744974159","0.517554921389199","2"
"Rather agree","2003","Not Employed","general elemantary","554","0.375146347927267","0.350562804894179","0.399729890960355","2"
"Rather agree","2003","Not Employed","higher vocational","195","0.368797361728313","0.325902204710587","0.411692518746039","2"
"Rather agree","2003","Not Employed","middle vocational","1640","0.394364746158645","0.379547533244147","0.409181959073142","2"
"Rather agree","2003","Employed","vocational + Abi","402","0.439143255186979","0.406146800103935","0.472139710270023","2"
"Rather agree","2003","Employed","higher vocational","561","0.457129045358601","0.428955318574421","0.485302772142782","2"
"Rather agree","2003","Employed","higher education","1752","0.498573968544078","0.481737747143854","0.515410189944302","2"
"Rather agree","2003","Not Employed","in school","227","0.464293413442132","0.420447446603289","0.508139380280974","2"
"Rather agree","2003","Not Employed","inadequately","65","0.411343319201042","0.334615507838718","0.488071130563367","2"
"Rather agree","2003","Employed","in school","52","0.449668627543948","0.359529450212181","0.539807804875716","2"
"Rather agree","2003","Employed","inadequately","25","","","","2"
"Rather agree","2003","Employed","general elemantary","520","0.409744434156019","0.382600854283143","0.436888014028894","2"
"Rather agree","2003","Employed","middle vocational","3105","0.436475490128322","0.424813987304792","0.448136992951851","2"
"Rather agree","2003","Not Employed","higher education","380","0.389215984168847","0.358501050794249","0.419930917543446","2"
"Rather disagree","2003","Not Employed","middle vocational","344","0.0829606489258337","0.0745980366478938","0.0913232612037737","3"
"Rather disagree","2003","Employed","in school","18","","","","3"
"Rather disagree","2003","Not Employed","higher vocational","39","0.0895595524596886","0.064172534775911","0.114946570143466","3"
"Rather disagree","2003","Not Employed","general elemantary","107","0.071929699159699","0.058810735885369","0.085048662434029","3"
"Rather disagree","2003","Not Employed","in school","66","0.158694660908734","0.126570789629275","0.190818532188192","3"
"Rather disagree","2003","Not Employed","vocational + Abi","23","","","","3"
"Rather disagree","2003","Not Employed","higher education","111","0.100424052788434","0.0814897986575791","0.119358306919289","3"
"Rather disagree","2003","Employed","inadequately","8","","","","3"
"Rather disagree","2003","Employed","general elemantary","99","0.0811539872686378","0.0660821274370781","0.0962258471001976","3"
"Rather disagree","2003","Employed","vocational + Abi","112","0.149571414932254","0.125858691907399","0.173284137957109","3"
"Rather disagree","2003","Employed","higher vocational","125","0.105757337063443","0.0883649363213354","0.123149737805551","3"
"Rather disagree","2003","Employed","higher education","591","0.170321338477317","0.15766331545624","0.182979361498394","3"
"Rather disagree","2003","Not Employed","inadequately","12","","","","3"
"Rather disagree","2003","Employed","middle vocational","613","0.0939382837430009","0.0870783742300215","0.10079819325598","3"
"Disagree fully","2004","Employed","vocational + Abi","","","","","4"
"Disagree fully","2004","Not Employed","general elemantary","","","","","4"
"Disagree fully","2004","Employed","higher vocational","","","","","4"
"Disagree fully","2004","Not Employed","middle vocational","","","","","4"
"Disagree fully","2004","Not Employed","in school","","","","","4"
"Disagree fully","2004","Not Employed","inadequately","","","","","4"
"Disagree fully","2004","Not Employed","vocational + Abi","","","","","4"
"Disagree fully","2004","Employed","in school","","","","","4"
"Disagree fully","2004","Employed","inadequately","","","","","4"
"Disagree fully","2004","Employed","general elemantary","","","","","4"
"Disagree fully","2004","Employed","middle vocational","","","","","4"
"Disagree fully","2004","Employed","higher education","","","","","4"
"Disagree fully","2004","Not Employed","higher vocational","","","","","4"
"Disagree fully","2004","Not Employed","higher education","","","","","4"
"Fully agree","2004","Not Employed","in school","","","","","1"
"Fully agree","2004","Not Employed","inadequately","","","","","1"
"Fully agree","2004","Not Employed","general elemantary","","","","","1"
"Fully agree","2004","Not Employed","middle vocational","","","","","1"
"Fully agree","2004","Not Employed","vocational + Abi","","","","","1"
"Fully agree","2004","Not Employed","higher vocational","","","","","1"
