"plh0182","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","no migration background","in school","","","","","0"
"0 Completely dissatisfied","1984","no migration background","inadequately","2","","","","0"
"0 Completely dissatisfied","1984","no migration background","general elemantary","34","0.014871573469283","0.00995900400937215","0.0197841429291938","0"
"0 Completely dissatisfied","1984","no migration background","middle vocational","55","0.0131451508985175","0.00986160910733478","0.0164286926897003","0"
"0 Completely dissatisfied","1984","no migration background","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","no migration background","higher vocational","3","","","","0"
"0 Completely dissatisfied","1984","no migration background","higher education","2","","","","0"
"0 Completely dissatisfied","1984","direct migration background","in school","1","","","","0"
"0 Completely dissatisfied","1984","direct migration background","inadequately","19","","","","0"
"0 Completely dissatisfied","1984","direct migration background","general elemantary","10","","","","0"
"0 Completely dissatisfied","1984","direct migration background","middle vocational","14","","","","0"
"0 Completely dissatisfied","1984","direct migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","direct migration background","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","direct migration background","higher education","1","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","middle vocational","","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","indirect migration background","higher education","","","","","0"
"1 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1984","no migration background","general elemantary","12","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","no migration background","middle vocational","24","","","","1"
"1 on Scale 1 to 10","1984","no migration background","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1984","no migration background","in school","1","","","","1"
"1 on Scale 1 to 10","1984","no migration background","inadequately","4","","","","1"
"1 on Scale 1 to 10","1984","no migration background","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1984","no migration background","higher education","1","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","inadequately","7","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","general elemantary","5","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","middle vocational","8","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","direct migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","in school","","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","indirect migration background","general elemantary","","","","","1"
"10 Completely satisfied","1984","indirect migration background","higher education","","","","","10"
"10 Completely satisfied","1984","indirect migration background","middle vocational","12","","","","10"
"10 Completely satisfied","1984","indirect migration background","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","indirect migration background","higher vocational","1","","","","10"
"10 Completely satisfied","1984","no migration background","in school","31","0.198373787383494","0.135996517564869","0.260751057202119","10"
"10 Completely satisfied","1984","no migration background","inadequately","13","","","","10"
"10 Completely satisfied","1984","no migration background","general elemantary","423","0.187446953700523","0.171607183639846","0.2032867237612","10"
"10 Completely satisfied","1984","no migration background","middle vocational","909","0.198732650139755","0.187228449282717","0.210236850996793","10"
"10 Completely satisfied","1984","no migration background","vocational + Abi","36","0.191391222903946","0.134703049812415","0.248079395995478","10"
"10 Completely satisfied","1984","no migration background","higher vocational","116","0.198236366993232","0.166336614938552","0.230136119047913","10"
"10 Completely satisfied","1984","no migration background","higher education","126","0.198275156648706","0.167972263816194","0.228578049481218","10"
"10 Completely satisfied","1984","direct migration background","in school","2","","","","10"
"10 Completely satisfied","1984","direct migration background","inadequately","194","0.210500012047144","0.184355726436975","0.236644297657314","10"
"10 Completely satisfied","1984","direct migration background","general elemantary","232","0.182268805369615","0.159093207588736","0.205444403150493","10"
"10 Completely satisfied","1984","direct migration background","middle vocational","226","0.232417077264859","0.206584987632842","0.258249166896875","10"
"10 Completely satisfied","1984","direct migration background","vocational + Abi","25","","","","10"
"10 Completely satisfied","1984","direct migration background","higher vocational","10","","","","10"
"10 Completely satisfied","1984","direct migration background","higher education","21","","","","10"
"10 Completely satisfied","1984","indirect migration background","in school","2","","","","10"
"10 Completely satisfied","1984","indirect migration background","inadequately","","","","","10"
"10 Completely satisfied","1984","indirect migration background","general elemantary","13","","","","10"
"2 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","middle vocational","55","0.0121308338951598","0.00897489806863166","0.015286769721688","2"
"2 on Scale 1 to 10","1984","no migration background","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1984","no migration background","higher vocational","3","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","middle vocational","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","in school","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","in school","1","","","","2"
"2 on Scale 1 to 10","1984","no migration background","inadequately","4","","","","2"
"2 on Scale 1 to 10","1984","no migration background","general elemantary","42","0.0191380124553854","0.0135772263991729","0.0246987985115979","2"
"2 on Scale 1 to 10","1984","direct migration background","in school","","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","middle vocational","9","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","higher education","1","","","","2"
"2 on Scale 1 to 10","1984","no migration background","higher education","4","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","inadequately","17","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","general elemantary","12","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","2"
"3 on Scale 1 to 10","1984","no migration background","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1984","no migration background","middle vocational","82","0.0184201720123879","0.0145436453658691","0.0222966986589066","3"
"3 on Scale 1 to 10","1984","no migration background","in school","5","","","","3"
