"plh0162","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","Schleswig-Holstein","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Bremen","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Bremen","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Bremen","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","no migration background","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Hesse","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Hesse","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Hesse","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Berlin","no migration background","4","","","","0"
"0 Completely dissatisfied","1990","Berlin","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Berlin","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","no migration background","8","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Mecklenburg-Western Pomerania","no migration background","15","","","","0"
"0 Completely dissatisfied","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony","no migration background","25","","","","0"
"0 Completely dissatisfied","1990","Saxony","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony-Anhalt","no migration background","10","","","","0"
"0 Completely dissatisfied","1990","Saxony-Anhalt","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony-Anhalt","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Thuringia","no migration background","7","","","","0"
"0 Completely dissatisfied","1990","Thuringia","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Thuringia","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1990","Lower Saxony","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","North Rhine-Westphalia","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bremen","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","North Rhine-Westphalia","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bremen","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Lower Saxony","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","no migration background","1","","","","1"
"1 on Scale 1 to 10","1990","Bremen","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Schleswig-Holstein","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Schleswig-Holstein","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Schleswig-Holstein","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hamburg","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hamburg","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hamburg","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Lower Saxony","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","North Rhine-Westphalia","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bavaria","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bavaria","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bavaria","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Berlin","no migration background","2","","","","1"
"1 on Scale 1 to 10","1990","Berlin","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Berlin","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Brandenburg","no migration background","3","","","","1"
"1 on Scale 1 to 10","1990","Brandenburg","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Brandenburg","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hesse","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hesse","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hesse","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony","no migration background","11","","","","1"
"1 on Scale 1 to 10","1990","Saxony","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","no migration background","5","","","","1"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","no migration background","2","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","indirect migration background","","","","","1"
"10 Completely satisfied","1990","North Rhine-Westphalia","no migration background","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","direct migration background","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Hesse","no migration background","","","","","10"
"10 Completely satisfied","1990","Hesse","direct migration background","","","","","10"
"10 Completely satisfied","1990","Hesse","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","no migration background","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","direct migration background","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Bavaria","no migration background","","","","","10"
"10 Completely satisfied","1990","Bavaria","direct migration background","","","","","10"
"10 Completely satisfied","1990","Bavaria","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Berlin","no migration background","20","","","","10"
"10 Completely satisfied","1990","Berlin","direct migration background","1","","","","10"
"10 Completely satisfied","1990","Berlin","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Brandenburg","no migration background","64","0.0822433851995772","0.062105710513434","0.10238105988572","10"
"10 Completely satisfied","1990","Brandenburg","direct migration background","3","","","","10"
"10 Completely satisfied","1990","Brandenburg","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","no migration background","33","0.0738499348090064","0.0507409281039994","0.0969589415140135","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","direct migration background","3","","","","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Saxony","no migration background","66","0.0542271052164991","0.0419354339270369","0.0665187765059613","10"
"10 Completely satisfied","1990","Saxony","direct migration background","","","","","10"
"10 Completely satisfied","1990","Saxony","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Saxony-Anhalt","no migration background","83","0.124205644362645","0.101074649553364","0.147336639171926","10"
"10 Completely satisfied","1990","Saxony-Anhalt","direct migration background","2","","","","10"
"10 Completely satisfied","1990","Saxony-Anhalt","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Thuringia","no migration background","73","0.110129646858071","0.0871994875393518","0.133059806176791","10"
"10 Completely satisfied","1990","Thuringia","direct migration background","4","","","","10"
"10 Completely satisfied","1990","Thuringia","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Schleswig-Holstein","no migration background","","","","","10"
"10 Completely satisfied","1990","Schleswig-Holstein","direct migration background","","","","","10"
"10 Completely satisfied","1990","Schleswig-Holstein","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Hamburg","no migration background","","","","","10"
"10 Completely satisfied","1990","Hamburg","direct migration background","","","","","10"
"10 Completely satisfied","1990","Hamburg","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","no migration background","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","direct migration background","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Bremen","no migration background","","","","","10"
"10 Completely satisfied","1990","Bremen","direct migration background","","","","","10"
"10 Completely satisfied","1990","Bremen","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","no migration background","9","","","","2"
"2 on Scale 1 to 10","1990","Saxony","no migration background","35","0.0290331395629622","0.0199201997921219","0.0381460793338024","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","no migration background","25","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","no migration background","12","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1990","Saxony","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","no migration background","16","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Saxony","direct migration background","3","","","","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","no migration background","10","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","no migration background","","","","","2"
