"plh0162","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","Not Employed","1-pers.-HH","6","","","","0"
"0 Completely dissatisfied","1991","Not Employed","(Married) couple without C. ","6","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Single parent ","2","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Couple + C. LE 16 ","5","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Couple + C. GT 16 ","3","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Couple + C. LE and GT 16","4","","","","0"
"0 Completely dissatisfied","1991","Employed","1-pers.-HH","3","","","","0"
"0 Completely dissatisfied","1991","Employed","(Married) couple without C. ","1","","","","0"
"0 Completely dissatisfied","1991","Employed","Single parent ","4","","","","0"
"0 Completely dissatisfied","1991","Employed","Couple + C. LE 16 ","3","","","","0"
"0 Completely dissatisfied","1991","Employed","Couple + C. GT 16 ","1","","","","0"
"0 Completely dissatisfied","1991","Employed","Couple + C. LE and GT 16","2","","","","0"
"1 on Scale 1 to 10","1991","Not Employed","1-pers.-HH","6","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Couple + C. LE 16 ","2","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Couple + C. GT 16 ","2","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Couple + C. LE and GT 16","1","","","","1"
"1 on Scale 1 to 10","1991","Employed","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","1991","Employed","Single parent ","4","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","(Married) couple without C. ","5","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Single parent ","3","","","","1"
"1 on Scale 1 to 10","1991","Employed","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1991","Employed","Couple + C. LE 16 ","4","","","","1"
"1 on Scale 1 to 10","1991","Employed","Couple + C. GT 16 ","3","","","","1"
"1 on Scale 1 to 10","1991","Employed","Couple + C. LE and GT 16","6","","","","1"
"10 Completely satisfied","1991","Employed","Couple + C. LE and GT 16","59","0.0974897001227539","0.0742904621459033","0.120688938099605","10"
"10 Completely satisfied","1991","Not Employed","1-pers.-HH","60","0.111433252666581","0.0832243251564769","0.139642180176685","10"
"10 Completely satisfied","1991","Not Employed","(Married) couple without C. ","144","0.151069485555784","0.128474665775183","0.173664305336385","10"
"10 Completely satisfied","1991","Not Employed","Single parent ","15","","","","10"
"10 Completely satisfied","1991","Not Employed","Couple + C. LE 16 ","42","0.0823432850358184","0.0580537188934045","0.106632851178232","10"
"10 Completely satisfied","1991","Not Employed","Couple + C. GT 16 ","57","0.103127492540989","0.0795286698857496","0.126726315196229","10"
"10 Completely satisfied","1991","Not Employed","Couple + C. LE and GT 16","20","","","","10"
"10 Completely satisfied","1991","Employed","1-pers.-HH","51","0.0954133244198822","0.0710592407231366","0.119767408116628","10"
"10 Completely satisfied","1991","Employed","(Married) couple without C. ","146","0.111002143241305","0.0942822197674293","0.127722066715181","10"
"10 Completely satisfied","1991","Employed","Single parent ","24","","","","10"
"10 Completely satisfied","1991","Employed","Couple + C. LE 16 ","135","0.0803609386297251","0.0670321430099612","0.0936897342494891","10"
"10 Completely satisfied","1991","Employed","Couple + C. GT 16 ","113","0.0921195575278774","0.0766122959056055","0.107626819150149","10"
"2 on Scale 1 to 10","1991","Not Employed","(Married) couple without C. ","7","","","","2"
"2 on Scale 1 to 10","1991","Employed","1-pers.-HH","13","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Single parent ","1","","","","2"
"2 on Scale 1 to 10","1991","Employed","(Married) couple without C. ","7","","","","2"
"2 on Scale 1 to 10","1991","Employed","Couple + C. GT 16 ","4","","","","2"
"2 on Scale 1 to 10","1991","Employed","Couple + C. LE and GT 16","6","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Couple + C. LE and GT 16","4","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Couple + C. LE 16 ","8","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Couple + C. GT 16 ","5","","","","2"
"2 on Scale 1 to 10","1991","Employed","Couple + C. LE 16 ","8","","","","2"
"2 on Scale 1 to 10","1991","Employed","Single parent ","4","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","1-pers.-HH","4","","","","2"
"3 on Scale 1 to 10","1991","Not Employed","Couple + C. LE and GT 16","3","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","1-pers.-HH","15","","","","3"
"3 on Scale 1 to 10","1991","Employed","Couple + C. LE and GT 16","11","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","(Married) couple without C. ","19","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","Single parent ","12","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","Couple + C. GT 16 ","14","","","","3"
"3 on Scale 1 to 10","1991","Employed","1-pers.-HH","17","","","","3"
"3 on Scale 1 to 10","1991","Employed","Single parent ","8","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","Couple + C. LE 16 ","13","","","","3"
"3 on Scale 1 to 10","1991","Employed","(Married) couple without C. ","19","","","","3"
"3 on Scale 1 to 10","1991","Employed","Couple + C. GT 16 ","18","","","","3"
"3 on Scale 1 to 10","1991","Employed","Couple + C. LE 16 ","28","","","","3"
"4 on Scale 1 to 10","1991","Employed","(Married) couple without C. ","47","0.0296000092297465","0.0205793233215483","0.0386206951379447","4"
"4 on Scale 1 to 10","1991","Not Employed","1-pers.-HH","19","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","(Married) couple without C. ","25","","","","4"
"4 on Scale 1 to 10","1991","Employed","Couple + C. LE and GT 16","27","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","Couple + C. LE 16 ","12","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","Couple + C. GT 16 ","22","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","Couple + C. LE and GT 16","10","","","","4"
"4 on Scale 1 to 10","1991","Employed","1-pers.-HH","20","","","","4"
"4 on Scale 1 to 10","1991","Employed","Single parent ","17","","","","4"
"4 on Scale 1 to 10","1991","Employed","Couple + C. LE 16 ","69","0.0391805314491962","0.0296675694486056","0.0486934934497867","4"
"4 on Scale 1 to 10","1991","Employed","Couple + C. GT 16 ","38","0.0304565202712204","0.02124208659737","0.0396709539450709","4"
"4 on Scale 1 to 10","1991","Not Employed","Single parent ","10","","","","4"
"5 on Scale 1 to 10","1991","Employed","Couple + C. LE and GT 16","85","0.137465768746063","0.110534691744961","0.164396845747165","5"
"5 on Scale 1 to 10","1991","Not Employed","(Married) couple without C. ","104","0.11688958572121","0.0966183675780345","0.137160803864386","5"
"5 on Scale 1 to 10","1991","Not Employed","Single parent ","27","","","","5"
"5 on Scale 1 to 10","1991","Employed","1-pers.-HH","63","0.104998045827972","0.0795856982371936","0.130410393418751","5"
"5 on Scale 1 to 10","1991","Employed","(Married) couple without C. ","112","0.0866516419930813","0.0716780887640666","0.101625195222096","5"
"5 on Scale 1 to 10","1991","Employed","Single parent ","50","0.150146189361287","0.111068862720222","0.189223516002351","5"
