"plh0162","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","16-34 y.","Not Employed","9","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","Employed","8","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","Not Employed","9","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","Employed","6","","","","0"
"0 Completely dissatisfied","1991","66 and older","Not Employed","10","","","","0"
"0 Completely dissatisfied","1991","66 and older","Employed","","","","","0"
"1 on Scale 1 to 10","1991","16-34 y.","Not Employed","5","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","Not Employed","8","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","Employed","10","","","","1"
"1 on Scale 1 to 10","1991","16-34 y.","Employed","13","","","","1"
"1 on Scale 1 to 10","1991","66 and older","Not Employed","7","","","","1"
"1 on Scale 1 to 10","1991","66 and older","Employed","1","","","","1"
"10 Completely satisfied","1991","16-34 y.","Not Employed","80","0.0862821177123428","0.0678869804183416","0.104677255006344","10"
"10 Completely satisfied","1991","16-34 y.","Employed","234","0.0802643212439809","0.0700423193957863","0.0904863230921756","10"
"10 Completely satisfied","1991","35-65 y.","Employed","322","0.102003896615786","0.0918694504746876","0.112138342756885","10"
"10 Completely satisfied","1991","35-65 y.","Not Employed","113","0.100515799458781","0.0843499125674132","0.116681686350149","10"
"10 Completely satisfied","1991","66 and older","Not Employed","163","0.142721249553895","0.121338828224583","0.164103670883208","10"
"10 Completely satisfied","1991","66 and older","Employed","9","","","","10"
"2 on Scale 1 to 10","1991","16-34 y.","Not Employed","14","","","","2"
"2 on Scale 1 to 10","1991","16-34 y.","Employed","28","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","Not Employed","15","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","Employed","22","","","","2"
"2 on Scale 1 to 10","1991","66 and older","Not Employed","4","","","","2"
"2 on Scale 1 to 10","1991","66 and older","Employed","","","","","2"
"3 on Scale 1 to 10","1991","16-34 y.","Not Employed","23","","","","3"
"3 on Scale 1 to 10","1991","16-34 y.","Employed","48","0.0184374877349167","0.0133762932826962","0.0234986821871373","3"
"3 on Scale 1 to 10","1991","35-65 y.","Not Employed","45","0.0262803150434273","0.01767993071641","0.0348806993704446","3"
"3 on Scale 1 to 10","1991","35-65 y.","Employed","61","0.0179437787459113","0.0134986991702506","0.0223888583215719","3"
"3 on Scale 1 to 10","1991","66 and older","Not Employed","14","","","","3"
"3 on Scale 1 to 10","1991","66 and older","Employed","","","","","3"
"4 on Scale 1 to 10","1991","16-34 y.","Not Employed","28","","","","4"
"4 on Scale 1 to 10","1991","16-34 y.","Employed","110","0.0428328886305299","0.0352151558315501","0.0504506214295098","4"
"4 on Scale 1 to 10","1991","35-65 y.","Not Employed","51","0.0391124088706343","0.0286897343658737","0.0495350833753948","4"
"4 on Scale 1 to 10","1991","35-65 y.","Employed","123","0.0323560603767407","0.0264310376467334","0.038281083106748","4"
"4 on Scale 1 to 10","1991","66 and older","Not Employed","27","","","","4"
"4 on Scale 1 to 10","1991","66 and older","Employed","1","","","","4"
"5 on Scale 1 to 10","1991","16-34 y.","Not Employed","122","0.12118001575755","0.0998002945467825","0.142559736968318","5"
"5 on Scale 1 to 10","1991","16-34 y.","Employed","284","0.106691779176555","0.0950770439638389","0.118306514389271","5"
"5 on Scale 1 to 10","1991","35-65 y.","Not Employed","192","0.144272099842645","0.125381548957813","0.163162650727477","5"
"5 on Scale 1 to 10","1991","35-65 y.","Employed","401","0.106636993685098","0.0963017114579286","0.116972275912267","5"
"5 on Scale 1 to 10","1991","66 and older","Not Employed","123","0.129792580939536","0.109248446010216","0.150336715868856","5"
"5 on Scale 1 to 10","1991","66 and older","Employed","2","","","","5"
"6 on Scale 1 to 10","1991","66 and older","Employed","3","","","","6"
"6 on Scale 1 to 10","1991","66 and older","Not Employed","89","0.0878329977942195","0.0705301508835275","0.105135844704912","6"
"6 on Scale 1 to 10","1991","16-34 y.","Not Employed","74","0.0715317379543796","0.054647965393066","0.0884155105156932","6"
"6 on Scale 1 to 10","1991","16-34 y.","Employed","307","0.107902366314398","0.096229840380408","0.119574892248388","6"
"6 on Scale 1 to 10","1991","35-65 y.","Not Employed","169","0.112180163377568","0.09521312442951","0.129147202325627","6"
"6 on Scale 1 to 10","1991","35-65 y.","Employed","361","0.0998443681101974","0.0898057253474815","0.109883010872913","6"
"7 on Scale 1 to 10","1991","35-65 y.","Not Employed","235","0.177649255580894","0.157100011934489","0.198198499227299","7"
"7 on Scale 1 to 10","1991","16-34 y.","Not Employed","181","0.194356173197623","0.168431858491626","0.22028048790362","7"
"7 on Scale 1 to 10","1991","16-34 y.","Employed","484","0.182599212128653","0.168064375823237","0.197134048434068","7"
"7 on Scale 1 to 10","1991","35-65 y.","Employed","635","0.180618834018956","0.167736963858404","0.193500704179508","7"
"7 on Scale 1 to 10","1991","66 and older","Not Employed","158","0.154544710187021","0.132448187788398","0.176641232585645","7"
"7 on Scale 1 to 10","1991","66 and older","Employed","6","","","","7"
"8 on Scale 1 to 10","1991","16-34 y.","Employed","817","0.296015912813946","0.278841491224496","0.313190334403397","8"
"8 on Scale 1 to 10","1991","16-34 y.","Not Employed","234","0.285106407119648","0.25552895470261","0.314683859536686","8"
"8 on Scale 1 to 10","1991","35-65 y.","Not Employed","360","0.271733326074437","0.247816570162476","0.295650081986398","8"
"8 on Scale 1 to 10","1991","35-65 y.","Employed","1019","0.305080232064827","0.289662205886851","0.320498258242802","8"
"8 on Scale 1 to 10","1991","66 and older","Employed","12","","","","8"
"8 on Scale 1 to 10","1991","66 and older","Not Employed","303","0.298664541622538","0.270687211688685","0.326641871556392","8"
"9 on Scale 1 to 10","1991","16-34 y.","Not Employed","125","0.154258337488394","0.130594795049993","0.177921879926794","9"
"9 on Scale 1 to 10","1991","16-34 y.","Employed","381","0.148962195692903","0.135566797494888","0.162357593890917","9"
"9 on Scale 1 to 10","1991","66 and older","Not Employed","130","0.121977633159621","0.101972362827384","0.141982903491857","9"
"9 on Scale 1 to 10","1991","35-65 y.","Not Employed","132","0.104423999901317","0.0879826683911307","0.120865331411503","9"
"9 on Scale 1 to 10","1991","35-65 y.","Employed","466","0.145164985899291","0.133369210324274","0.156960761474308","9"
"9 on Scale 1 to 10","1991","66 and older","Employed","7","","","","9"
"0 Completely dissatisfied","1992","35-65 y.","Not Employed","19","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","Employed","29","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","Not Employed","12","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","Employed","25","","","","0"
"0 Completely dissatisfied","1992","66 and older","Not Employed","9","","","","0"
"0 Completely dissatisfied","1992","66 and older","Employed","","","","","0"
"1 on Scale 1 to 10","1992","16-34 y.","Not Employed","10","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Employed","21","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Not Employed","14","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","Employed","23","","","","1"
"1 on Scale 1 to 10","1992","66 and older","Not Employed","1","","","","1"
"1 on Scale 1 to 10","1992","66 and older","Employed","","","","","1"
"10 Completely satisfied","1992","16-34 y.","Not Employed","77","0.071030045063972","0.0560726826983207","0.0859874074296233","10"
"10 Completely satisfied","1992","16-34 y.","Employed","214","0.0585685078392831","0.0511348062687265","0.0660022094098397","10"
"10 Completely satisfied","1992","35-65 y.","Not Employed","90","0.0605551965236912","0.0491261114951919","0.0719842815521905","10"
"10 Completely satisfied","1992","35-65 y.","Employed","299","0.0763196036206093","0.069102430904787","0.0835367763364316","10"
"10 Completely satisfied","1992","66 and older","Not Employed","138","0.102738891323951","0.0869859025384744","0.118491880109427","10"
"10 Completely satisfied","1992","66 and older","Employed","4","","","","10"
"2 on Scale 1 to 10","1992","16-34 y.","Not Employed","28","","","","2"
"2 on Scale 1 to 10","1992","16-34 y.","Employed","63","0.0129393569730565","0.00936163204929236","0.0165170818968206","2"
"2 on Scale 1 to 10","1992","35-65 y.","Not Employed","37","0.0216451389518293","0.0146719968877165","0.0286182810159421","2"
"2 on Scale 1 to 10","1992","35-65 y.","Employed","82","0.0141049173430063","0.0108994688315456","0.0173103658544669","2"
"2 on Scale 1 to 10","1992","66 and older","Not Employed","23","","","","2"
"2 on Scale 1 to 10","1992","66 and older","Employed","","","","","2"
"3 on Scale 1 to 10","1992","35-65 y.","Not Employed","89","0.0548072922682035","0.0439009411569597","0.0657136433794474","3"
