"plh0162","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","Schleswig-Holstein","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Bremen","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Bremen","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Bremen","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Bremen","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Bremen","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Bremen","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Hesse","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Hesse","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Hesse","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Hesse","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Hesse","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Hesse","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Berlin","1-pers.-HH","1","","","","0"
"0 Completely dissatisfied","1990","Berlin","(Married) couple without C. ","1","","","","0"
"0 Completely dissatisfied","1990","Berlin","Single parent ","","","","","0"
"0 Completely dissatisfied","1990","Berlin","Couple + C. LE 16 ","2","","","","0"
"0 Completely dissatisfied","1990","Berlin","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1990","Berlin","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","1-pers.-HH","3","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","Single parent ","1","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","Couple + C. LE 16 ","2","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","Couple + C. GT 16 ","1","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","Couple + C. LE and GT 16","1","","","","0"
