"plh0162","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","16-34 y.","in school","","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","general elemantary","6","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","middle vocational","22","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","higher vocational","2","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","higher education","2","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","general elemantary","8","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","middle vocational","14","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","higher vocational","2","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","higher education","3","","","","0"
"0 Completely dissatisfied","1990","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1990","66 and older","inadequately","","","","","0"
"0 Completely dissatisfied","1990","66 and older","general elemantary","6","","","","0"
"0 Completely dissatisfied","1990","66 and older","middle vocational","2","","","","0"
"0 Completely dissatisfied","1990","66 and older","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","66 and older","higher vocational","1","","","","0"
"0 Completely dissatisfied","1990","66 and older","higher education","","","","","0"
"1 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1990","66 and older","higher education","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","middle vocational","1","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","middle vocational","8","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","higher education","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","general elemantary","3","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","in school","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","higher education","3","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","general elemantary","2","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","middle vocational","5","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","1"
"10 Completely satisfied","1990","16-34 y.","higher vocational","2","","","","10"
"10 Completely satisfied","1990","16-34 y.","higher education","18","","","","10"
"10 Completely satisfied","1990","16-34 y.","in school","7","","","","10"
"10 Completely satisfied","1990","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1990","35-65 y.","inadequately","1","","","","10"
"10 Completely satisfied","1990","16-34 y.","inadequately","","","","","10"
"10 Completely satisfied","1990","16-34 y.","middle vocational","76","0.0798858672178525","0.0634085216803237","0.0963632127553814","10"
"10 Completely satisfied","1990","16-34 y.","vocational + Abi","1","","","","10"
"10 Completely satisfied","1990","35-65 y.","general elemantary","11","","","","10"
"10 Completely satisfied","1990","35-65 y.","middle vocational","109","0.0892805330056788","0.0736715439701439","0.104889522041214","10"
"10 Completely satisfied","1990","35-65 y.","vocational + Abi","3","","","","10"
"10 Completely satisfied","1990","66 and older","vocational + Abi","","","","","10"
"10 Completely satisfied","1990","66 and older","higher vocational","7","","","","10"
"10 Completely satisfied","1990","66 and older","higher education","3","","","","10"
"10 Completely satisfied","1990","16-34 y.","general elemantary","16","","","","10"
"10 Completely satisfied","1990","66 and older","middle vocational","29","","","","10"
"10 Completely satisfied","1990","35-65 y.","higher vocational","14","","","","10"
"10 Completely satisfied","1990","35-65 y.","higher education","41","0.063591222630167","0.0445210733046743","0.0826613719556598","10"
"10 Completely satisfied","1990","66 and older","in school","","","","","10"
"10 Completely satisfied","1990","66 and older","inadequately","1","","","","10"
"10 Completely satisfied","1990","66 and older","general elemantary","13","","","","10"
"2 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","middle vocational","6","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","in school","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","general elemantary","6","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","middle vocational","30","0.0295782130407738","0.0192815225871566","0.039874903494391","2"
"2 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","higher education","10","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","general elemantary","2","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","middle vocational","29","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","higher education","14","","","","2"
"2 on Scale 1 to 10","1990","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","inadequately","1","","","","2"
"2 on Scale 1 to 10","1990","66 and older","general elemantary","8","","","","2"
"2 on Scale 1 to 10","1990","66 and older","higher education","","","","","2"
"3 on Scale 1 to 10","1990","66 and older","middle vocational","12","","","","3"
"3 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","higher education","1","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","higher vocational","7","","","","3"
"3 on Scale 1 to 10","1990","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","1","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","higher education","19","","","","3"
"3 on Scale 1 to 10","1990","66 and older","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","in school","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","general elemantary","9","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","middle vocational","60","0.0559873655090574","0.0420151478999303","0.0699595831181844","3"
"3 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","4","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","higher vocational","3","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","higher education","9","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","general elemantary","7","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","middle vocational","58","0.0502859809611324","0.0383234254486834","0.0622485364735815","3"
"3 on Scale 1 to 10","1990","66 and older","general elemantary","10","","","","3"
"4 on Scale 1 to 10","1990","35-65 y.","middle vocational","57","0.0439344934084793","0.0327155820959013","0.0551534047210573","4"
"4 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","middle vocational","5","","","","4"
"4 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","higher vocational","3","","","","4"
"4 on Scale 1 to 10","1990","66 and older","higher education","1","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","general elemantary","11","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","middle vocational","68","0.0635146235973155","0.0486922148354338","0.0783370323591973","4"
"4 on Scale 1 to 10","1990","16-34 y.","higher vocational","2","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","in school","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","4","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","higher education","29","","","","4"
"4 on Scale 1 to 10","1990","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","higher education","17","","","","4"
"4 on Scale 1 to 10","1990","66 and older","general elemantary","9","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","general elemantary","14","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","higher vocational","6","","","","4"
"5 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","middle vocational","54","0.252613458483473","0.193985098975105","0.31124181799184","5"
"5 on Scale 1 to 10","1990","16-34 y.","in school","3","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","inadequately","2","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","general elemantary","28","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","middle vocational","239","0.235088552033705","0.209316277893488","0.260860826173922","5"
"5 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","10","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","higher vocational","12","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","higher education","55","0.182145612391848","0.1399232114097","0.224368013373996","5"
"5 on Scale 1 to 10","1990","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","inadequately","3","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","general elemantary","54","0.276361019725521","0.212436343634505","0.340285695816537","5"
"5 on Scale 1 to 10","1990","35-65 y.","middle vocational","329","0.246810137380197","0.223208735047573","0.270411539712822","5"
"5 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","higher vocational","29","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","higher education","126","0.199238599734472","0.168023762559777","0.230453436909167","5"
"5 on Scale 1 to 10","1990","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","inadequately","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","general elemantary","35","0.226897577688128","0.157520257591487","0.29627489778477","5"
"5 on Scale 1 to 10","1990","66 and older","higher vocational","6","","","","5"
"5 on Scale 1 to 10","1990","66 and older","higher education","12","","","","5"
"6 on Scale 1 to 10","1990","66 and older","middle vocational","22","","","","6"
"6 on Scale 1 to 10","1990","66 and older","higher education","4","","","","6"
"6 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","higher vocational","3","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","3","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","higher vocational","30","0.179925507621412","0.123013738384226","0.236837276858599","6"
"6 on Scale 1 to 10","1990","35-65 y.","higher education","89","0.141194770583964","0.113981583052772","0.168407958115157","6"
"6 on Scale 1 to 10","1990","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","inadequately","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","general elemantary","15","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","general elemantary","32","0.182443614869351","0.127236842380581","0.237650387358121","6"
"6 on Scale 1 to 10","1990","35-65 y.","middle vocational","175","0.137842733469022","0.118971979031413","0.156713487906631","6"
"6 on Scale 1 to 10","1990","16-34 y.","general elemantary","23","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","middle vocational","142","0.144430688292588","0.123066383701054","0.165794992884123","6"
"6 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","11","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","higher vocational","9","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","higher education","48","0.134970689901039","0.0975914281042601","0.172349951697817","6"
"6 on Scale 1 to 10","1990","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","in school","2","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","inadequately","1","","","","6"
"7 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","6","","","","7"
"7 on Scale 1 to 10","1990","66 and older","middle vocational","26","","","","7"
"7 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","higher vocational","4","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","general elemantary","31","0.158529230263499","0.106320472598542","0.210737987928457","7"
"7 on Scale 1 to 10","1990","66 and older","higher education","6","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","in school","8","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","middle vocational","173","0.159750213488154","0.137483488238172","0.182016938738136","7"
"7 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","13","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","higher vocational","7","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","higher education","65","0.210455309258714","0.165862598176301","0.255048020341127","7"
"7 on Scale 1 to 10","1990","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","general elemantary","13","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","middle vocational","188","0.149447936880481","0.129931546723835","0.168964327037126","7"
"7 on Scale 1 to 10","1990","35-65 y.","higher vocational","24","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","higher education","116","0.175126543277824","0.145424083226033","0.204829003329616","7"
"7 on Scale 1 to 10","1990","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","general elemantary","15","","","","7"
"8 on Scale 1 to 10","1990","16-34 y.","middle vocational","165","0.154005538676444","0.132068229740547","0.17594284761234","8"
"8 on Scale 1 to 10","1990","16-34 y.","higher vocational","12","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","middle vocational","45","0.201119903883099","0.147035108593415","0.255204699172782","8"
"8 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","7","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","general elemantary","36","0.183028603567159","0.127753180507415","0.238304026626903","8"
"8 on Scale 1 to 10","1990","35-65 y.","inadequately","2","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","in school","8","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","higher education","76","0.237312125478546","0.19077184885423","0.283852402102862","8"
"8 on Scale 1 to 10","1990","35-65 y.","general elemantary","35","0.175611080562309","0.121222065161786","0.230000095962833","8"
"8 on Scale 1 to 10","1990","35-65 y.","higher vocational","47","0.254645901740749","0.1900985046085","0.319193298872999","8"
"8 on Scale 1 to 10","1990","66 and older","inadequately","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","higher education","17","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","middle vocational","256","0.197814800863893","0.176009062727702","0.219620539000084","8"
"8 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","9","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","higher education","147","0.246354959631311","0.212681569189638","0.280028350072983","8"
"8 on Scale 1 to 10","1990","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","general elemantary","23","","","","8"
"8 on Scale 1 to 10","1990","66 and older","vocational + Abi","1","","","","8"
"8 on Scale 1 to 10","1990","66 and older","higher vocational","7","","","","8"
"9 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","higher vocational","2","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","5","","","","9"
"9 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","middle vocational","57","0.0491262782476707","0.0359906824538207","0.0622618740415207","9"
"9 on Scale 1 to 10","1990","66 and older","middle vocational","9","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","general elemantary","21","","","","9"
"9 on Scale 1 to 10","1990","66 and older","higher education","2","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","in school","4","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","higher education","18","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","middle vocational","62","0.0477223473747905","0.0360529944793943","0.0593917002701867","9"
"9 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","1","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","higher vocational","10","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","higher education","45","0.0676785448677053","0.048048056060444","0.0873090336749666","9"
