"plh0162","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","Full Time","in school","","","","","0"
"0 Completely dissatisfied","1991","Full Time","inadequately","","","","","0"
"0 Completely dissatisfied","1991","Full Time","general elemantary","1","","","","0"
"0 Completely dissatisfied","1991","Full Time","middle vocational","3","","","","0"
"0 Completely dissatisfied","1991","Full Time","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","Full Time","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","Full Time","higher education","1","","","","0"
"0 Completely dissatisfied","1991","Part Time","in school","","","","","0"
"0 Completely dissatisfied","1991","Part Time","inadequately","1","","","","0"
"0 Completely dissatisfied","1991","Part Time","general elemantary","3","","","","0"
"0 Completely dissatisfied","1991","Part Time","middle vocational","3","","","","0"
"0 Completely dissatisfied","1991","Part Time","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1991","Part Time","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","Part Time","higher education","","","","","0"
"0 Completely dissatisfied","1991","Not Working","in school","1","","","","0"
"0 Completely dissatisfied","1991","Not Working","inadequately","1","","","","0"
"0 Completely dissatisfied","1991","Not Working","general elemantary","14","","","","0"
"0 Completely dissatisfied","1991","Not Working","middle vocational","11","","","","0"
"0 Completely dissatisfied","1991","Not Working","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","Not Working","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","Not Working","higher education","1","","","","0"
"1 on Scale 1 to 10","1991","Not Working","middle vocational","8","","","","1"
"1 on Scale 1 to 10","1991","Not Working","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","Not Working","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1991","Not Working","higher education","","","","","1"
"1 on Scale 1 to 10","1991","Full Time","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1991","Full Time","middle vocational","1","","","","1"
"1 on Scale 1 to 10","1991","Full Time","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","Part Time","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1991","Part Time","higher vocational","","","","","1"
"1 on Scale 1 to 10","1991","Part Time","higher education","1","","","","1"
"1 on Scale 1 to 10","1991","Not Working","in school","1","","","","1"
"1 on Scale 1 to 10","1991","Not Working","inadequately","2","","","","1"
"1 on Scale 1 to 10","1991","Not Working","general elemantary","6","","","","1"
"1 on Scale 1 to 10","1991","Full Time","in school","","","","","1"
"1 on Scale 1 to 10","1991","Full Time","inadequately","3","","","","1"
"1 on Scale 1 to 10","1991","Full Time","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1991","Full Time","higher education","1","","","","1"
"1 on Scale 1 to 10","1991","Part Time","general elemantary","3","","","","1"
"1 on Scale 1 to 10","1991","Part Time","middle vocational","6","","","","1"
"1 on Scale 1 to 10","1991","Part Time","in school","","","","","1"
"1 on Scale 1 to 10","1991","Part Time","inadequately","","","","","1"
"10 Completely satisfied","1991","Full Time","in school","","","","","10"
"10 Completely satisfied","1991","Full Time","inadequately","26","","","","10"
"10 Completely satisfied","1991","Full Time","general elemantary","85","0.101642453336328","0.0821163152125974","0.121168591460058","10"
"10 Completely satisfied","1991","Full Time","middle vocational","203","0.0924040593635246","0.0805842563933515","0.104223862333698","10"
"10 Completely satisfied","1991","Full Time","vocational + Abi","11","","","","10"
"10 Completely satisfied","1991","Full Time","higher vocational","25","","","","10"
"10 Completely satisfied","1991","Full Time","higher education","42","0.0938973767949247","0.066455194188096","0.121339559401753","10"
"10 Completely satisfied","1991","Part Time","in school","2","","","","10"
"10 Completely satisfied","1991","Part Time","inadequately","4","","","","10"
"10 Completely satisfied","1991","Part Time","middle vocational","73","0.0828275245292917","0.0639395979208762","0.101715451137707","10"
"10 Completely satisfied","1991","Part Time","vocational + Abi","5","","","","10"
"10 Completely satisfied","1991","Not Working","middle vocational","155","0.110658820689959","0.0943306626458533","0.126986978734065","10"
"10 Completely satisfied","1991","Not Working","vocational + Abi","7","","","","10"
"10 Completely satisfied","1991","Not Working","higher vocational","21","","","","10"
"10 Completely satisfied","1991","Not Working","higher education","24","","","","10"
"10 Completely satisfied","1991","Part Time","general elemantary","48","0.11458706669954","0.0850589967330988","0.14411513666598","10"
"10 Completely satisfied","1991","Part Time","higher vocational","10","","","","10"
"10 Completely satisfied","1991","Part Time","higher education","19","","","","10"
"10 Completely satisfied","1991","Not Working","in school","24","","","","10"
"10 Completely satisfied","1991","Not Working","inadequately","11","","","","10"
"10 Completely satisfied","1991","Not Working","general elemantary","111","0.107650846156934","0.0888140276500986","0.12648766466377","10"
"2 on Scale 1 to 10","1991","Not Working","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1991","Not Working","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1991","Not Working","middle vocational","11","","","","2"
"2 on Scale 1 to 10","1991","Full Time","in school","","","","","2"
"2 on Scale 1 to 10","1991","Full Time","inadequately","3","","","","2"
"2 on Scale 1 to 10","1991","Full Time","general elemantary","8","","","","2"
