"plh0162","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","Not Employed","in school","1","","","","0"
"0 Completely dissatisfied","1991","Not Employed","inadequately","1","","","","0"
"0 Completely dissatisfied","1991","Not Employed","general elemantary","14","","","","0"
"0 Completely dissatisfied","1991","Not Employed","middle vocational","11","","","","0"
"0 Completely dissatisfied","1991","Not Employed","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","Not Employed","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","Not Employed","higher education","1","","","","0"
"0 Completely dissatisfied","1991","Employed","in school","","","","","0"
"0 Completely dissatisfied","1991","Employed","inadequately","1","","","","0"
"0 Completely dissatisfied","1991","Employed","general elemantary","4","","","","0"
"0 Completely dissatisfied","1991","Employed","middle vocational","6","","","","0"
"0 Completely dissatisfied","1991","Employed","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1991","Employed","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","Employed","higher education","1","","","","0"
"1 on Scale 1 to 10","1991","Employed","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","higher education","","","","","1"
"1 on Scale 1 to 10","1991","Employed","middle vocational","7","","","","1"
"1 on Scale 1 to 10","1991","Employed","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","general elemantary","6","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","middle vocational","8","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1991","Employed","higher education","2","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","inadequately","2","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","in school","1","","","","1"
"1 on Scale 1 to 10","1991","Employed","in school","","","","","1"
"1 on Scale 1 to 10","1991","Employed","inadequately","3","","","","1"
"1 on Scale 1 to 10","1991","Employed","general elemantary","7","","","","1"
"10 Completely satisfied","1991","Employed","inadequately","30","0.0980707426487501","0.0676429093374726","0.128498575960028","10"
"10 Completely satisfied","1991","Not Employed","vocational + Abi","7","","","","10"
"10 Completely satisfied","1991","Not Employed","higher vocational","21","","","","10"
"10 Completely satisfied","1991","Not Employed","inadequately","11","","","","10"
"10 Completely satisfied","1991","Not Employed","in school","24","","","","10"
"10 Completely satisfied","1991","Employed","higher education","61","0.105571651279669","0.0805635609516716","0.130579741607667","10"
"10 Completely satisfied","1991","Employed","higher vocational","35","0.0948364468522946","0.0653393243067375","0.124333569397852","10"
"10 Completely satisfied","1991","Not Employed","higher education","24","","","","10"
"10 Completely satisfied","1991","Employed","middle vocational","276","0.089796567126289","0.0797713986444558","0.0998217356081222","10"
"10 Completely satisfied","1991","Not Employed","general elemantary","111","0.107650846156934","0.0888140276500986","0.12648766466377","10"
"10 Completely satisfied","1991","Employed","in school","2","","","","10"
"10 Completely satisfied","1991","Not Employed","middle vocational","155","0.110658820689959","0.0943306626458533","0.126986978734065","10"
"10 Completely satisfied","1991","Employed","general elemantary","133","0.106607753333453","0.0902479032797395","0.122967603387167","10"
"10 Completely satisfied","1991","Employed","vocational + Abi","16","","","","10"
"2 on Scale 1 to 10","1991","Not Employed","in school","2","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1991","Employed","higher education","4","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","inadequately","3","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","general elemantary","11","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","middle vocational","11","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","higher education","3","","","","2"
"2 on Scale 1 to 10","1991","Employed","in school","","","","","2"
"2 on Scale 1 to 10","1991","Employed","inadequately","5","","","","2"
"2 on Scale 1 to 10","1991","Employed","middle vocational","22","","","","2"
"2 on Scale 1 to 10","1991","Employed","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1991","Employed","higher vocational","3","","","","2"
"2 on Scale 1 to 10","1991","Employed","general elemantary","14","","","","2"
"3 on Scale 1 to 10","1991","Not Employed","inadequately","16","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","in school","1","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","general elemantary","29","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","middle vocational","29","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","higher education","3","","","","3"
"3 on Scale 1 to 10","1991","Employed","in school","1","","","","3"
"3 on Scale 1 to 10","1991","Employed","inadequately","13","","","","3"
"3 on Scale 1 to 10","1991","Employed","general elemantary","29","","","","3"
"3 on Scale 1 to 10","1991","Employed","middle vocational","52","0.0178210778106772","0.0131817520714493","0.0224604035499052","3"
"3 on Scale 1 to 10","1991","Not Employed","higher vocational","1","","","","3"
"3 on Scale 1 to 10","1991","Employed","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1991","Employed","higher vocational","3","","","","3"
"3 on Scale 1 to 10","1991","Employed","higher education","7","","","","3"
"4 on Scale 1 to 10","1991","Not Employed","higher vocational","4","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","inadequately","16","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","general elemantary","33","0.0306149954161217","0.0201449957118345","0.0410849951204089","4"
"4 on Scale 1 to 10","1991","Not Employed","middle vocational","44","0.0319944485026683","0.0228346438057565","0.0411542531995802","4"
"4 on Scale 1 to 10","1991","Not Employed","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","higher education","3","","","","4"
"4 on Scale 1 to 10","1991","Employed","in school","1","","","","4"
"4 on Scale 1 to 10","1991","Employed","inadequately","21","","","","4"
"4 on Scale 1 to 10","1991","Employed","vocational + Abi","5","","","","4"
"4 on Scale 1 to 10","1991","Employed","higher vocational","10","","","","4"
"4 on Scale 1 to 10","1991","Employed","general elemantary","54","0.0370232753641849","0.0270138499570875","0.0470327007712823","4"
"4 on Scale 1 to 10","1991","Employed","middle vocational","121","0.0382427458366159","0.0315176287904252","0.0449678628828067","4"
"4 on Scale 1 to 10","1991","Not Employed","in school","1","","","","4"
"4 on Scale 1 to 10","1991","Employed","higher education","15","","","","4"
"5 on Scale 1 to 10","1991","Not Employed","higher education","12","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","higher vocational","19","","","","5"
"5 on Scale 1 to 10","1991","Employed","in school","1","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","inadequately","44","0.162905241170311","0.117580760069967","0.208229722270655","5"
"5 on Scale 1 to 10","1991","Not Employed","general elemantary","158","0.152265809270232","0.130430343079657","0.174101275460807","5"
"5 on Scale 1 to 10","1991","Not Employed","middle vocational","181","0.126974184554904","0.10964487599022","0.144303493119589","5"
"5 on Scale 1 to 10","1991","Not Employed","vocational + Abi","11","","","","5"
