"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","general elemantary","6.02","6","566","4","5","7","7","5.92","6.12","6","6"
"2005","direct migration background","higher education","6.3","7","338","5","6","7","7","6.2","6.4","6","7"
"2005","direct migration background","higher vocational","6.34","7","132","5","6","7","7","6.18","6.5","6","7"
"2005","direct migration background","in school","5.67","6","54","4","5","7","7","5.35","5.99","5","6"
"2005","direct migration background","inadequately","6.02","6","146","5","6","7","7","5.79","6.25","6","6"
"2005","direct migration background","middle vocational","6.14","7","871","4","6","7","7","6.07","6.21","6","7"
"2005","direct migration background","vocational + Abi","6.25","7","216","5","6","7","7","6.13","6.37","6","7"
"2005","indirect migration background","general elemantary","5.96","6","180","5","5","7","7","5.79","6.13","6","6"
"2005","indirect migration background","higher education","5.88","6","69","5","5","7","7","5.64","6.12","6","7"
"2005","indirect migration background","higher vocational","6.64","7","41","6","6","7","7","6.41","6.87","7","7"
"2005","indirect migration background","in school","5.34","5","90","4","4","6","7","5.06","5.62","5","6"
"2005","indirect migration background","inadequately","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","6.13","6","338","5","6","7","7","6.02","6.24","6","7"
"2005","indirect migration background","vocational + Abi","6.18","6","46","5","6","7","7","5.93","6.43","6","7"
"2005","no migration background","general elemantary","6.05","6","1649","4","5","7","7","5.99","6.11","6","6"
"2005","no migration background","higher education","6.19","6","3761","5","6","7","7","6.16","6.22","6","6"
"2005","no migration background","higher vocational","6.27","6","1381","5","6","7","7","6.22","6.32","6","7"
"2005","no migration background","in school","5.39","5","504","4","5","6","7","5.29","5.49","5","6"
"2005","no migration background","inadequately","5.79","6","82","4","5","7","7","5.48","6.1","5","6"
"2005","no migration background","middle vocational","6.27","7","9027","5","6","7","7","6.25","6.29","7","7"
"2005","no migration background","vocational + Abi","6.11","6","870","5","6","7","7","6.05","6.17","6","6"
"2006","direct migration background","general elemantary","","","","","","","","","","",""
"2006","direct migration background","higher education","","","","","","","","","","",""
"2006","direct migration background","higher vocational","","","","","","","","","","",""
"2006","direct migration background","in school","","","","","","","","","","",""
"2006","direct migration background","inadequately","","","","","","","","","","",""
"2006","direct migration background","middle vocational","","","","","","","","","","",""
"2006","direct migration background","vocational + Abi","","","","","","","","","","",""
