"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","East Germany","6.23","6","1128","5","6","7","7","7","6.18","6.28","1","7","6","6"
"2005","college entrance qualification","West Germany","6.09","6","4066","5","6","7","7","7","6.06","6.12","1","7","6","6"
"2005","lower secondary degree","East Germany","6.16","6","1389","5","6","7","7","7","6.1","6.22","1","7","6","7"
"2005","lower secondary degree","West Germany","6.24","7","5670","5","6","7","7","7","6.21","6.27","1","7","7","7"
"2005","no degree/no degree yet","East Germany","5.52","6","167","4","5","7","7","7","5.33","5.71","2","7","5","6"
"2005","no degree/no degree yet","West Germany","5.69","6","733","4","5","7","7","7","5.6","5.78","1","7","6","6"
"2005","Other degree","East Germany","6.08","6","49","5","5","7","7","7","5.73","6.43","3","7","6","7"
"2005","Other degree","West Germany","6.1","6","1070","5","6","7","7","7","6.03","6.17","1","7","6","7"
"2005","secondary school degree","East Germany","6.28","7","2220","5","6","7","7","7","6.24","6.32","1","7","6","7"
"2005","secondary school degree","West Germany","6.27","7","3793","5","6","7","7","7","6.24","6.3","1","7","6","7"
"2006","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2006","Other degree","East Germany","","","","","","","","","","","","","",""
"2006","Other degree","West Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2008","Other degree","East Germany","","","","","","","","","","","","","",""
"2008","Other degree","West Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","East Germany","6.06","6","1083","5","6","7","7","7","6","6.12","1","7","6","6"
"2009","college entrance qualification","West Germany","6.01","6","3805","5","6","7","7","7","5.98","6.04","1","7","6","6"
"2009","lower secondary degree","East Germany","6.06","6","1201","5","6","7","7","7","5.99","6.13","1","7","6","6"
"2009","lower secondary degree","West Germany","6.14","7","4691","5","6","7","7","7","6.11","6.17","1","7","6","7"
"2009","no degree/no degree yet","East Germany","5.42","5","74","4","5","6","7","7","5.15","5.69","1","7","5","6"
"2009","no degree/no degree yet","West Germany","5.61","6","410","4","5","7","7","7","5.48","5.74","1","7","6","6"
"2009","Other degree","East Germany","6.44","7","46","5","6","7","7","7","6.12","6.76","3","7","6","7"
"2009","Other degree","West Germany","6.15","7","752","5","6","7","7","7","6.07","6.23","1","7","6","7"
"2009","secondary school degree","East Germany","6.21","6","2006","5","6","7","7","7","6.17","6.25","1","7","6","7"
"2009","secondary school degree","West Germany","6.2","6","3400","5","6","7","7","7","6.17","6.23","1","7","6","6"
"2010","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2010","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2010","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2010","Other degree","East Germany","","","","","","","","","","","","","",""
"2010","Other degree","West Germany","","","","","","","","","","","","","",""
"2010","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2010","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2011","Other degree","East Germany","","","","","","","","","","","","","",""
"2011","Other degree","West Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","East Germany","6.14","6","364","5","6","7","7","7","6.05","6.23","1","7","6","6"
"2012","college entrance qualification","West Germany","6.08","6","1783","5","6","7","7","7","6.04","6.12","1","7","6","6"
"2012","lower secondary degree","East Germany","6.02","6","154","4","5","7","7","7","5.84","6.2","2","7","6","7"
"2012","lower secondary degree","West Germany","6.2","6","1254","5","6","7","7","7","6.15","6.25","1","7","6","6"
"2012","no degree/no degree yet","East Germany","5.6","6","39","4","5","6","7","7","5.28","5.92","3","7","5","6"
"2012","no degree/no degree yet","West Germany","5.66","6","313","4","5","7","7","7","5.53","5.79","1","7","5","6"
"2012","Other degree","East Germany","6.24","6","56","5","6","7","7","7","5.97","6.51","2","7","6","7"
"2012","Other degree","West Germany","6.19","7","622","5","6","7","7","7","6.1","6.28","2","7","6","7"
"2012","secondary school degree","East Germany","6.37","7","697","5","6","7","7","7","6.31","6.43","3","7","6","7"
"2012","secondary school degree","West Germany","6.24","6","1691","5","6","7","7","7","6.2","6.28","1","7","6","6"
"2013","college entrance qualification","East Germany","6.09","6","1082","5","6","7","7","7","6.03","6.15","1","7","6","6"
"2013","college entrance qualification","West Germany","6.09","6","4306","5","6","7","7","7","6.06","6.12","1","7","6","6"
"2013","lower secondary degree","East Germany","6.15","6","1126","5","6","7","7","7","6.09","6.21","1","7","6","7"
"2013","lower secondary degree","West Germany","6.19","7","4687","5","6","7","7","7","6.16","6.22","1","7","6","7"
"2013","no degree/no degree yet","East Germany","5.87","6","68","5","5","7","7","7","5.57","6.17","1","7","6","6"
"2013","no degree/no degree yet","West Germany","5.69","6","418","4","5","7","7","7","5.57","5.81","1","7","6","6"
"2013","Other degree","East Germany","6.5","7","75","5","6","7","7","7","6.28","6.72","3","7","6","7"
"2013","Other degree","West Germany","6.19","7","936","5","6","7","7","7","6.12","6.26","1","7","6","7"
"2013","secondary school degree","East Germany","6.32","7","2012","5","6","7","7","7","6.28","6.36","1","7","6","7"
"2013","secondary school degree","West Germany","6.21","6","3618","5","6","7","7","7","6.18","6.24","1","7","6","6"
"2014","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2014","Other degree","East Germany","","","","","","","","","","","","","",""
"2014","Other degree","West Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2015","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2015","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2015","Other degree","East Germany","","","","","","","","","","","","","",""
"2015","Other degree","West Germany","","","","","","","","","","","","","",""
"2015","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2015","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2016","Other degree","East Germany","","","","","","","","","","","","","",""
"2016","Other degree","West Germany","","","","","","","","","","","","","",""
"2016","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2016","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","East Germany","6.01","6","1464","5","6","7","7","7","5.96","6.06","1","7","6","6"
"2017","college entrance qualification","West Germany","5.98","6","6486","5","6","7","7","7","5.96","6","1","7","6","6"
"2017","lower secondary degree","East Germany","5.92","6","1020","4","5","7","7","7","5.85","5.99","1","7","6","6"
"2017","lower secondary degree","West Germany","6.11","6","5065","5","6","7","7","7","6.08","6.14","1","7","6","6"
"2017","no degree/no degree yet","East Germany","5.81","6","312","4","5","7","7","7","5.68","5.94","1","7","6","7"
"2017","no degree/no degree yet","West Germany","5.86","6","1527","4","5","7","7","7","5.8","5.92","1","7","7","7"
"2017","Other degree","East Germany","6.26","7","561","5","6","7","7","7","6.18","6.34","1","7","7","7"
"2017","Other degree","West Germany","6.19","7","3973","5","6","7","7","7","6.16","6.22","1","7","7","7"
"2017","secondary school degree","East Germany","6.16","6","2528","5","6","7","7","7","6.12","6.2","1","7","6","6"
"2017","secondary school degree","West Germany","6.14","6","5075","5","6","7","7","7","6.11","6.17","1","7","6","6"
"2018","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2018","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2018","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2018","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2018","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2018","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2018","Other degree","East Germany","","","","","","","","","","","","","",""
"2018","Other degree","West Germany","","","","","","","","","","","","","",""
"2018","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2018","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2019","college entrance qualification","East Germany","6.07","6","1626","5","6","7","7","7","6.03","6.11","2","7","6","6"
"2019","college entrance qualification","West Germany","6.02","6","6869","5","6","7","7","7","6","6.04","1","7","6","6"
"2019","lower secondary degree","East Germany","6.07","6","852","4","6","7","7","7","5.99","6.15","1","7","6","6"
