"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Baden-W?rttemberg","Rural Area","6.3","7","212","5","6","7","7","7","6.15","6.45","1","7","6","7"
"2005","Baden-W?rttemberg","Urban Area","6.03","6","2307","5","6","7","7","7","5.99","6.07","1","7","6","6"
"2005","Bavaria","Rural Area","6.17","6","1451","5","6","7","7","7","6.12","6.22","1","7","6","7"
"2005","Bavaria","Urban Area","6.14","6","1443","5","6","7","7","7","6.09","6.19","1","7","6","6"
"2005","Berlin","Rural Area","","","","","","","","","","","","","",""
"2005","Berlin","Urban Area","6.12","6","758","5","6","7","7","7","6.04","6.2","1","7","6","6"
"2005","Brandenburg","Rural Area","6.2","6","810","5","6","7","7","7","6.13","6.27","1","7","6","7"
"2005","Brandenburg","Urban Area","6.31","7","78","5","6","7","7","7","6.11","6.51","2","7","6","7"
"2005","Bremen","Rural Area","","","","","","","","","","","","","",""
"2005","Bremen","Urban Area","6.38","7","146","5","6","7","7","7","6.21","6.55","1","7","7","7"
"2005","Hamburg","Rural Area","","","","","","","","","","","","","",""
"2005","Hamburg","Urban Area","5.95","6","285","5","5","7","7","7","5.83","6.07","1","7","6","6"
"2005","Hesse","Rural Area","6.31","7","247","5","6","7","7","7","6.19","6.43","2","7","6","6"
"2005","Hesse","Urban Area","6.16","6","1115","5","6","7","7","7","6.1","6.22","1","7","6","6"
"2005","Lower Saxony","Rural Area","6.2","7","880","5","6","7","7","7","6.13","6.27","1","7","6","7"
"2005","Lower Saxony","Urban Area","6.25","6","906","5","6","7","7","7","6.18","6.32","1","7","6","7"
"2005","Mecklenburg-Western Pomerania","Rural Area","6.28","6","436","5","6","7","7","7","6.2","6.36","1","7","6","7"
"2005","Mecklenburg-Western Pomerania","Urban Area","6.54","7","69","5","6","7","7","7","6.38","6.7","5","7","6","7"
"2005","North Rhine-Westphalia","Rural Area","6.25","7","103","5","6","7","7","7","6.04","6.46","1","7","6","7"
"2005","North Rhine-Westphalia","Urban Area","6.18","6","4239","5","6","7","7","7","6.15","6.21","1","7","6","7"
"2005","Rhineland-Palatinate,Saarland","Rural Area","6.19","6","294","5","6","7","7","7","6.08","6.3","2","7","6","7"
"2005","Rhineland-Palatinate,Saarland","Urban Area","6.25","7","942","5","6","7","7","7","6.19","6.31","1","7","6","7"
"2005","Saxony","Rural Area","6.2","6","760","5","6","7","7","7","6.13","6.27","1","7","6","7"
"2005","Saxony","Urban Area","6.2","6","760","5","6","7","7","7","6.13","6.27","1","7","6","7"
"2005","Saxony-Anhalt","Rural Area","6.23","7","661","5","6","7","7","7","6.15","6.31","1","7","6","7"
"2005","Saxony-Anhalt","Urban Area","6.29","7","234","5","6","7","7","7","6.17","6.41","1","7","6","7"
"2005","Schleswig-Holstein","Rural Area","6.32","7","367","5","6","7","7","7","6.22","6.42","1","7","6","7"
"2005","Schleswig-Holstein","Urban Area","6.29","7","275","5","6","7","7","7","6.16","6.42","1","7","7","7"
"2005","Thuringia","Rural Area","6.09","6","618","5","6","7","7","7","6","6.18","1","7","6","6"
"2005","Thuringia","Urban Area","6.16","6","274","5","6","7","7","7","6.04","6.28","2","7","6","7"
"2006","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"2006","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"2006","Bavaria","Rural Area","","","","","","","","","","","","","",""
"2006","Bavaria","Urban Area","","","","","","","","","","","","","",""
"2006","Berlin","Rural Area","","","","","","","","","","","","","",""
"2006","Berlin","Urban Area","","","","","","","","","","","","","",""
"2006","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"2006","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"2006","Bremen","Rural Area","","","","","","","","","","","","","",""
"2006","Bremen","Urban Area","","","","","","","","","","","","","",""
"2006","Hamburg","Rural Area","","","","","","","","","","","","","",""
"2006","Hamburg","Urban Area","","","","","","","","","","","","","",""
"2006","Hesse","Rural Area","","","","","","","","","","","","","",""
"2006","Hesse","Urban Area","","","","","","","","","","","","","",""
"2006","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"2006","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"2006","Saxony","Rural Area","","","","","","","","","","","","","",""
"2006","Saxony","Urban Area","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"2006","Thuringia","Rural Area","","","","","","","","","","","","","",""
"2006","Thuringia","Urban Area","","","","","","","","","","","","","",""
"2007","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"2007","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"2007","Bavaria","Rural Area","","","","","","","","","","","","","",""
"2007","Bavaria","Urban Area","","","","","","","","","","","","","",""
"2007","Berlin","Rural Area","","","","","","","","","","","","","",""
"2007","Berlin","Urban Area","","","","","","","","","","","","","",""
"2007","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"2007","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"2007","Bremen","Rural Area","","","","","","","","","","","","","",""
"2007","Bremen","Urban Area","","","","","","","","","","","","","",""
"2007","Hamburg","Rural Area","","","","","","","","","","","","","",""
"2007","Hamburg","Urban Area","","","","","","","","","","","","","",""
"2007","Hesse","Rural Area","","","","","","","","","","","","","",""
"2007","Hesse","Urban Area","","","","","","","","","","","","","",""
"2007","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"2007","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"2007","Saxony","Rural Area","","","","","","","","","","","","","",""
"2007","Saxony","Urban Area","","","","","","","","","","","","","",""
"2007","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"2007","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"2007","Thuringia","Rural Area","","","","","","","","","","","","","",""
"2007","Thuringia","Urban Area","","","","","","","","","","","","","",""
"2008","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"2008","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"2008","Bavaria","Rural Area","","","","","","","","","","","","","",""
"2008","Bavaria","Urban Area","","","","","","","","","","","","","",""
"2008","Berlin","Rural Area","","","","","","","","","","","","","",""
"2008","Berlin","Urban Area","","","","","","","","","","","","","",""
"2008","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"2008","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"2008","Bremen","Rural Area","","","","","","","","","","","","","",""
"2008","Bremen","Urban Area","","","","","","","","","","","","","",""
"2008","Hamburg","Rural Area","","","","","","","","","","","","","",""
"2008","Hamburg","Urban Area","","","","","","","","","","","","","",""
"2008","Hesse","Rural Area","","","","","","","","","","","","","",""
"2008","Hesse","Urban Area","","","","","","","","","","","","","",""
"2008","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"2008","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"2008","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"2008","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"2008","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"2008","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"2008","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"2008","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"2008","Saxony","Rural Area","","","","","","","","","","","","","",""
"2008","Saxony","Urban Area","","","","","","","","","","","","","",""
"2008","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"2008","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
