"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","6.04","6","1620","4","5","7","7","5.98","6.1","6","6"
"2005","general elemantary","Male","6.03","6","775","5","5","7","7","5.95","6.11","6","6"
"2005","higher education","Female","6.21","6","1859","5","6","7","7","6.17","6.25","6","6"
"2005","higher education","Male","6.19","6","2309","5","6","7","7","6.15","6.23","6","6"
"2005","higher vocational","Female","6.26","6","665","5","6","7","7","6.19","6.33","6","7"
"2005","higher vocational","Male","6.3","7","889","5","6","7","7","6.24","6.36","6","7"
"2005","in school","Female","5.64","6","339","4","5","7","7","5.51","5.77","6","6"
"2005","in school","Male","5.16","5","309","4","4","6","7","5.03","5.29","5","5"
"2005","inadequately","Female","5.81","6","135","4","5","7","7","5.55","6.07","6","6"
"2005","inadequately","Male","6.04","6","102","5","6","7","7","5.79","6.29","6","7"
"2005","middle vocational","Female","6.27","7","5365","5","6","7","7","6.24","6.3","7","7"
"2005","middle vocational","Male","6.23","7","4871","5","6","7","7","6.2","6.26","6","7"
"2005","vocational + Abi","Female","6.22","7","666","5","6","7","7","6.15","6.29","6","7"
"2005","vocational + Abi","Male","6.04","6","466","5","6","7","7","5.96","6.12","6","6"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
