"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","general elemantary","5.9","6","834","4","5","7","7","5.82","5.98","6","6"
"2005","16-34 y.","higher education","6.05","6","523","5","6","7","7","5.97","6.13","6","6"
"2005","16-34 y.","higher vocational","6.18","6","206","5","6","7","7","6.06","6.3","6","7"
"2005","16-34 y.","in school","5.41","5","648","4","5","6","7","5.32","5.5","5","6"
"2005","16-34 y.","inadequately","5.69","6","59","4","5","6","7","5.35","6.03","5","6"
"2005","16-34 y.","middle vocational","6.15","6","2336","5","6","7","7","6.11","6.19","6","6"
"2005","16-34 y.","vocational + Abi","6.12","6","439","5","6","7","7","6.03","6.21","6","6"
"2005","35-65 y.","general elemantary","6.2","7","823","5","6","7","7","6.12","6.28","6","7"
"2005","35-65 y.","higher education","6.21","6","2983","5","6","7","7","6.18","6.24","6","6"
"2005","35-65 y.","higher vocational","6.33","7","1095","5","6","7","7","6.28","6.38","6","7"
"2005","35-65 y.","in school","","","","","","","","","","",""
"2005","35-65 y.","inadequately","6.03","6","127","4","6","7","7","5.8","6.26","6","7"
"2005","35-65 y.","middle vocational","6.32","7","5956","5","6","7","7","6.3","6.34","7","7"
"2005","35-65 y.","vocational + Abi","6.21","6","594","5","6","7","7","6.14","6.28","6","7"
"2005","66 and older","general elemantary","6.02","6","738","4","5","7","7","5.93","6.11","6","6"
"2005","66 and older","higher education","6.27","7","662","5","6","7","7","6.2","6.34","6","7"
"2005","66 and older","higher vocational","6.2","6","253","5","6","7","7","6.07","6.33","6","7"
"2005","66 and older","in school","","","","","","","","","","",""
"2005","66 and older","inadequately","5.97","6.59","51","4","5","7","7","5.47","6.47","6","7"
"2005","66 and older","middle vocational","6.16","7","1944","5","6","7","7","6.11","6.21","6","7"
"2005","66 and older","vocational + Abi","5.93","6","99","4","5","7","7","5.71","6.15","6","7"
"2006","16-34 y.","general elemantary","","","","","","","","","","",""
"2006","16-34 y.","higher education","","","","","","","","","","",""
"2006","16-34 y.","higher vocational","","","","","","","","","","",""
"2006","16-34 y.","in school","","","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","","","",""
"2006","16-34 y.","middle vocational","","","","","","","","","","",""
"2006","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2006","35-65 y.","general elemantary","","","","","","","","","","",""
"2006","35-65 y.","higher education","","","","","","","","","","",""
"2006","35-65 y.","higher vocational","","","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","","","",""
"2006","66 and older","middle vocational","","","","","","","","","","",""
"2006","66 and older","vocational + Abi","","","","","","","","","","",""
"2007","16-34 y.","general elemantary","","","","","","","","","","",""
"2007","16-34 y.","higher education","","","","","","","","","","",""
