"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","",""
"2005","college entrance qualification","higher education","6.17","6","3162","5","6","7","7","6.14","6.2","6","6"
"2005","college entrance qualification","higher vocational","6.16","6","347","5","6","7","7","6.06","6.26","6","6"
"2005","college entrance qualification","in school","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","5.87","6","732","4","5","7","7","5.79","5.95","6","6"
"2005","college entrance qualification","vocational + Abi","6.12","6","953","5","6","7","7","6.06","6.18","6","6"
"2005","lower secondary degree","general elemantary","6.05","6","1486","4","5","7","7","5.99","6.11","6","6"
"2005","lower secondary degree","higher education","6.35","7","182","5","6","7","7","6.22","6.48","6","7"
"2005","lower secondary degree","higher vocational","6.32","7","449","5","6","7","7","6.23","6.41","6","7"
"2005","lower secondary degree","in school","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","6.28","7","4919","5","6","7","7","6.25","6.31","7","7"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","5.41","5","648","4","5","6","7","5.32","5.5","5","6"
"2005","no degree/no degree yet","inadequately","6.02","6","200","4","6","7","7","5.82","6.22","6","6"
"2005","no degree/no degree yet","middle vocational","6.16","6","46","4","6","7","7","5.85","6.47","6","7"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2005","Other degree","general elemantary","5.94","6","331","4","5","7","7","5.81","6.07","6","6"
"2005","Other degree","higher education","6.22","6","187","5","6","7","7","6.08","6.36","6","7"
"2005","Other degree","higher vocational","6.43","7","55","5","6","7","7","6.19","6.67","6","7"
"2005","Other degree","in school","","","","","","","","","","",""
"2005","Other degree","inadequately","5.29","5","37","4","5","6","7","4.84","5.74","5","6"
"2005","Other degree","middle vocational","6.09","7","388","4","6","7","7","5.97","6.21","6","7"
"2005","Other degree","vocational + Abi","6.36","7","121","5","6","7","7","6.2","6.52","6","7"
"2005","secondary school degree","general elemantary","6.06","6","578","5","5","7","7","5.97","6.15","6","6"
"2005","secondary school degree","higher education","6.3","6","621","5","6","7","7","6.23","6.37","6","7"
"2005","secondary school degree","higher vocational","6.3","6.92","694","5","6","7","7","6.23","6.37","6","7"
"2005","secondary school degree","in school","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","6.3","7","4085","5","6","7","7","6.27","6.33","7","7"
"2005","secondary school degree","vocational + Abi","6.08","6","35","4","5","7","7","5.74","6.42","6","7"
"2006","college entrance qualification","general elemantary","","","","","","","","","","",""
"2006","college entrance qualification","higher education","","","","","","","","","","",""
"2006","college entrance qualification","higher vocational","","","","","","","","","","",""
"2006","college entrance qualification","in school","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","","","","","","","","","","",""
"2006","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2006","lower secondary degree","general elemantary","","","","","","","","","","",""
"2006","lower secondary degree","higher education","","","","","","","","","","",""
"2006","lower secondary degree","higher vocational","","","","","","","","","","",""
