"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","6.13","6","2360","5","6","7","7","7","6.09","6.17","1","7","6","7"
"2005","indirect migration background","5.98","6","829","4","5","7","7","7","5.9","6.06","1","7","6","6"
"2005","no migration background","6.19","6","17481","5","6","7","7","7","6.18","6.2","1","7","6","6"
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","","","","","","","","","","","","","",""
"2008","indirect migration background","","","","","","","","","","","","","",""
"2008","no migration background","","","","","","","","","","","","","",""
"2009","direct migration background","6.15","6","1647","5","6","7","7","7","6.1","6.2","1","7","6","7"
"2009","indirect migration background","6.01","6","712","5","6","7","7","7","5.93","6.09","1","7","6","6"
"2009","no migration background","6.1","6","15614","5","6","7","7","7","6.08","6.12","1","7","6","6"
"2010","direct migration background","","","","","","","","","","","","","",""
"2010","indirect migration background","","","","","","","","","","","","","",""
"2010","no migration background","","","","","","","","","","","","","",""
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","6.22","7","1090","5","6","7","7","7","6.16","6.28","2","7","6","7"
"2012","indirect migration background","6.05","6","484","5","5","7","7","7","5.95","6.15","1","7","6","6"
"2012","no migration background","6.13","6","5554","5","6","7","7","7","6.11","6.15","1","7","6","6"
"2013","direct migration background","6.22","7","1677","5","6","7","7","7","6.17","6.27","1","7","6","7"
"2013","indirect migration background","6.06","6","715","5","6","7","7","7","5.99","6.13","1","7","6","6"
"2013","no migration background","6.16","6","16451","5","6","7","7","7","6.14","6.18","1","7","6","6"
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","","","","","","","","","","","","","",""
"2016","indirect migration background","","","","","","","","","","","","","",""
"2016","no migration background","","","","","","","","","","","","","",""
"2017","direct migration background","6.16","6","7224","5","6","7","7","7","6.14","6.18","1","7","7","7"
"2017","indirect migration background","5.9","6","1709","4","5","7","7","7","5.85","5.95","1","7","6","6"
"2017","no migration background","6.06","6","20276","5","6","7","7","7","6.05","6.07","1","7","6","6"
"2018","direct migration background","","","","","","","","","","","","","",""
"2018","indirect migration background","","","","","","","","","","","","","",""
"2018","no migration background","","","","","","","","","","","","","",""
"2019","direct migration background","6.16","6","3824","5","6","7","7","7","6.13","6.19","1","7","6","7"
"2019","indirect migration background","6.04","6","1699","5","6","7","7","7","5.99","6.09","1","7","6","6"
"2019","no migration background","6.08","6","20224","5","6","7","7","7","6.07","6.09","1","7","6","6"
