"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","East Germany","5.84","6","342","4","5","7","7","7","5.71","5.97","1","7","6","6"
"2005","general elemantary","West Germany","6.06","6","2053","4","5","7","7","7","6.01","6.11","1","7","6","6"
"2005","higher education","East Germany","6.33","7","1254","5","6","7","7","7","6.28","6.38","1","7","6","7"
"2005","higher education","West Germany","6.15","6","2914","5","6","7","7","7","6.12","6.18","1","7","6","6"
"2005","higher vocational","East Germany","6.28","7","421","5","6","7","7","7","6.18","6.38","1","7","6","7"
"2005","higher vocational","West Germany","6.29","6","1133","5","6","7","7","7","6.24","6.34","1","7","6","7"
"2005","in school","East Germany","5.4","5","147","4","5","6","7","7","5.21","5.59","2","7","5","6"
"2005","in school","West Germany","5.41","6","501","4","5","6","7","7","5.3","5.52","1","7","5","6"
"2005","inadequately","East Germany","","","","","","","","","","","","","",""
"2005","inadequately","West Germany","5.95","6","219","4","5","7","7","7","5.76","6.14","1","7","6","6"
"2005","middle vocational","East Germany","6.24","6","2627","5","6","7","7","7","6.2","6.28","1","7","6","7"
"2005","middle vocational","West Germany","6.25","7","7609","5","6","7","7","7","6.23","6.27","1","7","7","7"
"2005","vocational + Abi","East Germany","6.19","7","162","5","6","7","7","7","6.04","6.34","2","7","6","7"
"2005","vocational + Abi","West Germany","6.14","6","970","5","6","7","7","7","6.08","6.2","1","7","6","6"
"2006","general elemantary","East Germany","","","","","","","","","","","","","",""
"2006","general elemantary","West Germany","","","","","","","","","","","","","",""
"2006","higher education","East Germany","","","","","","","","","","","","","",""
"2006","higher education","West Germany","","","","","","","","","","","","","",""
"2006","higher vocational","East Germany","","","","","","","","","","","","","",""
"2006","higher vocational","West Germany","","","","","","","","","","","","","",""
"2006","in school","East Germany","","","","","","","","","","","","","",""
"2006","in school","West Germany","","","","","","","","","","","","","",""
"2006","inadequately","East Germany","","","","","","","","","","","","","",""
"2006","inadequately","West Germany","","","","","","","","","","","","","",""
