"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","(0) in school","Female","5.65","6","340","5.52","5.78","4","5","7","7"
"2005","(0) in school","Male","5.16","5","312","5.03","5.29","4","4","6","7"
"2005","(1a) inadequately completed","Female","5.97","6","140","5.73","6.21","4","6","7","7"
"2005","(1a) inadequately completed","Male","6.18","6","106","5.94","6.42","5","6","7","7"
"2005","(1b) general elementary school","Female","6.04","6","1281","5.97","6.11","4","5","7","7"
"2005","(1b) general elementary school","Male","5.98","6","570","5.88","6.08","5","5","7","7"
"2005","(1c) basic vocational qualification","Female","6.28","7","2625","6.24","6.32","5","6","7","7"
"2005","(1c) basic vocational qualification","Male","6.26","7","3073","6.22","6.3","5","6","7","7"
"2005","(2a) intermediate vocational","Female","6.31","7","2734","6.28","6.34","5","6","7","7"
"2005","(2a) intermediate vocational","Male","6.29","6","2058","6.25","6.33","5","6","7","7"
"2005","(2b) intermediate general qualification","Female","6.01","6","355","5.9","6.12","5","5","7","7"
"2005","(2b) intermediate general qualification","Male","6.1","6","226","5.97","6.23","5","5","7","7"
"2005","(2c_gen) general maturity certificate","Female","5.95","6","433","5.85","6.05","4","5","7","7"
"2005","(2c_gen) general maturity certificate","Male","5.79","6","364","5.68","5.9","4","5","7","7"
"2005","(2c_voc) vocational maturity certificate","Female","6.21","6","845","6.15","6.27","5","6","7","7"
"2005","(2c_voc) vocational maturity certificate","Male","6.09","6","669","6.02","6.16","5","6","7","7"
"2005","(3a) lower tertiary education","Female","6.28","6","768","6.22","6.34","5","6","7","7"
"2005","(3a) lower tertiary education","Male","6.2","6","882","6.14","6.26","5","6","7","7"
"2005","(3b) higher tertiary education","Female","6.15","6","1091","6.1","6.2","5","6","7","7"
"2005","(3b) higher tertiary education","Male","6.18","6","1427","6.13","6.23","5","6","7","7"
"2006","(0) in school","Female","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","",""
"2007","(1a) inadequately completed","Female","","","","","","","","",""
"2007","(1a) inadequately completed","Male","","","","","","","","",""
"2007","(1b) general elementary school","Female","","","","","","","","",""
"2007","(1b) general elementary school","Male","","","","","","","","",""
"2007","(1c) basic vocational qualification","Female","","","","","","","","",""
"2007","(1c) basic vocational qualification","Male","","","","","","","","",""
"2007","(2a) intermediate vocational","Female","","","","","","","","",""
"2007","(2a) intermediate vocational","Male","","","","","","","","",""
"2007","(2b) intermediate general qualification","Female","","","","","","","","",""
"2007","(2b) intermediate general qualification","Male","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2007","(3a) lower tertiary education","Female","","","","","","","","",""
"2007","(3a) lower tertiary education","Male","","","","","","","","",""
"2007","(3b) higher tertiary education","Female","","","","","","","","",""
"2007","(3b) higher tertiary education","Male","","","","","","","","",""
"2008","(0) in school","Female","","","","","","","","",""
"2008","(0) in school","Male","","","","","","","","",""
"2008","(1a) inadequately completed","Female","","","","","","","","",""
"2008","(1a) inadequately completed","Male","","","","","","","","",""
"2008","(1b) general elementary school","Female","","","","","","","","",""
"2008","(1b) general elementary school","Male","","","","","","","","",""
"2008","(1c) basic vocational qualification","Female","","","","","","","","",""
"2008","(1c) basic vocational qualification","Male","","","","","","","","",""
"2008","(2a) intermediate vocational","Female","","","","","","","","",""
"2008","(2a) intermediate vocational","Male","","","","","","","","",""
"2008","(2b) intermediate general qualification","Female","","","","","","","","",""
"2008","(2b) intermediate general qualification","Male","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2008","(3a) lower tertiary education","Female","","","","","","","","",""
"2008","(3a) lower tertiary education","Male","","","","","","","","",""
"2008","(3b) higher tertiary education","Female","","","","","","","","",""
"2008","(3b) higher tertiary education","Male","","","","","","","","",""
"2009","(0) in school","Female","5.57","6","144","5.38","5.76","4","5","7","7"
"2009","(0) in school","Male","5.28","5","166","5.08","5.48","4","4","6","7"
"2009","(1a) inadequately completed","Female","5.73","6","92","5.44","6.02","4","5","7","7"
"2009","(1a) inadequately completed","Male","5.83","6","79","5.52","6.14","4","5","7","7"
"2009","(1b) general elementary school","Female","6.05","6","979","5.98","6.12","4","5","7","7"
"2009","(1b) general elementary school","Male","5.81","6","400","5.68","5.94","4","5","7","7"
"2009","(1c) basic vocational qualification","Female","6.2","7","2205","6.16","6.24","5","6","7","7"
"2009","(1c) basic vocational qualification","Male","6.15","6","2587","6.11","6.19","5","6","7","7"
"2009","(2a) intermediate vocational","Female","6.27","7","2524","6.23","6.31","5","6","7","7"
"2009","(2a) intermediate vocational","Male","6.18","6","1847","6.14","6.22","5","6","7","7"
