"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","5.84","6","400","4","5","7","7","7","5.72","5.96","1","7","6","6"
"2005","direct migration background","Urban Area","5.7","6","1936","4","5","7","7","7","5.65","5.75","1","7","6","6"
"2005","indirect migration background","Rural Area","5.74","6","107","4","5","7","7","7","5.5","5.98","1","7","5","6"
"2005","indirect migration background","Urban Area","5.62","6","723","4","5","7","7","7","5.53","5.71","1","7","6","6"
"2005","no migration background","Rural Area","5.77","6","6325","4","5","7","7","7","5.74","5.8","1","7","6","6"
"2005","no migration background","Urban Area","5.77","6","11134","4","5","7","7","7","5.75","5.79","1","7","6","6"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","5.68","6","311","4","5","7","7","7","5.53","5.83","1","7","6","6"
"2009","direct migration background","Urban Area","5.67","6","1328","4","5","7","7","7","5.61","5.73","1","7","6","6"
"2009","indirect migration background","Rural Area","5.8","6","118","4","5","7","7","7","5.6","6","2","7","5","6"
"2009","indirect migration background","Urban Area","5.76","6","595","4","5","7","7","7","5.66","5.86","1","7","6","6"
"2009","no migration background","Rural Area","5.7","6","5775","4","5","7","7","7","5.67","5.73","1","7","6","6"
"2009","no migration background","Urban Area","5.71","6","9827","4","5","7","7","7","5.69","5.73","1","7","6","6"
"2010","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2010","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2010","no migration background","Rural Area","","","","","","","","","","","","","",""
"2010","no migration background","Urban Area","","","","","","","","","","","","","",""
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
