"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","",""
"2005","college entrance qualification","higher education","5.83","6","3162","5","5","7","7","5.79","5.87","6","6"
"2005","college entrance qualification","higher vocational","5.82","6","347","5","5","6","7","5.71","5.93","6","6"
"2005","college entrance qualification","in school","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","5.54","6","731","4","5","6","7","5.46","5.62","6","6"
"2005","college entrance qualification","vocational + Abi","5.81","6","953","4","5","7","7","5.75","5.87","6","6"
"2005","lower secondary degree","general elemantary","5.43","6","1481","4","5","7","7","5.36","5.5","6","6"
"2005","lower secondary degree","higher education","5.92","6","182","5","5","7","7","5.76","6.08","6","6"
"2005","lower secondary degree","higher vocational","5.96","6","451","5","5","7","7","5.86","6.06","6","6"
"2005","lower secondary degree","in school","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","5.78","6","4911","4","5","7","7","5.75","5.81","6","6"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","5.3","5","647","4","5","6","7","5.21","5.39","5","6"
"2005","no degree/no degree yet","inadequately","5.55","6","195","4","5","7","7","5.34","5.76","5","6"
"2005","no degree/no degree yet","middle vocational","5.42","5.56","46","3","5","6","7","5.06","5.78","5","6"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2005","Other degree","general elemantary","5.44","6","324","4","5","6","7","5.3","5.58","5","6"
"2005","Other degree","higher education","5.87","6","185","4","5","7","7","5.7","6.04","6","6"
"2005","Other degree","higher vocational","5.94","6.35","55","4","5","7","7","5.6","6.28","6","7"
"2005","Other degree","in school","","","","","","","","","","",""
"2005","Other degree","inadequately","5.1","5","36","3","4","6","6","4.66","5.54","4","6"
"2005","Other degree","middle vocational","5.7","6","381","4","5","7","7","5.57","5.83","6","6"
"2005","Other degree","vocational + Abi","5.84","6","120","4","5","7","7","5.62","6.06","6","6"
"2005","secondary school degree","general elemantary","5.81","6","574","4","5","7","7","5.72","5.9","6","6"
"2005","secondary school degree","higher education","5.96","6","620","5","5","7","7","5.89","6.03","6","6"
"2005","secondary school degree","higher vocational","5.85","6","694","5","5","7","7","5.77","5.93","6","6"
"2005","secondary school degree","in school","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","5.9","6","4081","5","5","7","7","5.87","5.93","6","6"
"2005","secondary school degree","vocational + Abi","5.83","6","35","4","6","6","7","5.42","6.24","6","7"
"2006","college entrance qualification","general elemantary","","","","","","","","","","",""
"2006","college entrance qualification","higher education","","","","","","","","","","",""
"2006","college entrance qualification","higher vocational","","","","","","","","","","",""
"2006","college entrance qualification","in school","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","","","","","","","","","","",""
"2006","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2006","lower secondary degree","general elemantary","","","","","","","","","","",""
"2006","lower secondary degree","higher education","","","","","","","","","","",""
"2006","lower secondary degree","higher vocational","","","","","","","","","","",""
"2006","lower secondary degree","in school","","","","","","","","","","",""
"2006","lower secondary degree","inadequately","","","","","","","","","","",""
"2006","lower secondary degree","middle vocational","","","","","","","","","","",""
"2006","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2006","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2006","no degree/no degree yet","higher education","","","","","","","","","","",""
"2006","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","in school","","","","","","","","","","",""
"2006","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2006","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2006","Other degree","general elemantary","","","","","","","","","","",""
"2006","Other degree","higher education","","","","","","","","","","",""
"2006","Other degree","higher vocational","","","","","","","","","","",""
"2006","Other degree","in school","","","","","","","","","","",""
"2006","Other degree","inadequately","","","","","","","","","","",""
"2006","Other degree","middle vocational","","","","","","","","","","",""
"2006","Other degree","vocational + Abi","","","","","","","","","","",""
"2006","secondary school degree","general elemantary","","","","","","","","","","",""
"2006","secondary school degree","higher education","","","","","","","","","","",""
"2006","secondary school degree","higher vocational","","","","","","","","","","",""
"2006","secondary school degree","in school","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","","","","","","","","","","",""
"2006","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2007","college entrance qualification","general elemantary","","","","","","","","","","",""
"2007","college entrance qualification","higher education","","","","","","","","","","",""
"2007","college entrance qualification","higher vocational","","","","","","","","","","",""
"2007","college entrance qualification","in school","","","","","","","","","","",""
"2007","college entrance qualification","inadequately","","","","","","","","","","",""
"2007","college entrance qualification","middle vocational","","","","","","","","","","",""
"2007","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2007","lower secondary degree","general elemantary","","","","","","","","","","",""
