"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","East Germany","5.75","6","5032","4","5","7","7","7","5.72","5.78","1","7","6","6"
"2005","West Germany","5.76","6","15593","4","5","7","7","7","5.74","5.78","1","7","6","6"
"2006","East Germany","","","","","","","","","","","","","",""
"2006","West Germany","","","","","","","","","","","","","",""
"2007","East Germany","","","","","","","","","","","","","",""
"2007","West Germany","","","","","","","","","","","","","",""
"2008","East Germany","","","","","","","","","","","","","",""
"2008","West Germany","","","","","","","","","","","","","",""
"2009","East Germany","5.67","6","4531","4","5","6","7","7","5.64","5.7","1","7","6","6"
"2009","West Germany","5.71","6","13423","4","5","7","7","7","5.69","5.73","1","7","6","6"
"2010","East Germany","","","","","","","","","","","","","",""
"2010","West Germany","","","","","","","","","","","","","",""
"2011","East Germany","","","","","","","","","","","","","",""
"2011","West Germany","","","","","","","","","","","","","",""
"2012","East Germany","5.83","6","1336","4","5","7","7","7","5.77","5.89","1","7","6","6"
"2012","West Germany","5.79","6","5776","4","5","7","7","7","5.76","5.82","1","7","6","6"
"2013","East Germany","5.79","6","4453","4","5","7","7","7","5.76","5.82","1","7","6","6"
"2013","West Germany","5.77","6","14374","4","5","7","7","7","5.75","5.79","1","7","6","6"
"2014","East Germany","","","","","","","","","","","","","",""
"2014","West Germany","","","","","","","","","","","","","",""
"2015","East Germany","","","","","","","","","","","","","",""
"2015","West Germany","","","","","","","","","","","","","",""
"2016","East Germany","","","","","","","","","","","","","",""
"2016","West Germany","","","","","","","","","","","","","",""
"2017","East Germany","5.74","6","6088","4","5","6","7","7","5.71","5.77","1","7","6","6"
"2017","West Germany","5.74","6","23127","4","5","7","7","7","5.73","5.75","1","7","6","6"
"2018","East Germany","","","","","","","","","","","","","",""
"2018","West Germany","","","","","","","","","","","","","",""
"2019","East Germany","5.74","6","5551","4","5","6","7","7","5.71","5.77","1","7","6","6"
"2019","West Germany","5.73","6","20114","4","5","7","7","7","5.71","5.75","1","7","6","6"
