"plb0219","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No, never","2005","1-pers.-HH","(0) in school","","","",""
"No, never","2005","1-pers.-HH","(1a) inadequately completed","8","","",""
"No, never","2005","1-pers.-HH","(1b) general elementary school","36","0.571525013872985","0.446311032752814","0.696738994993156"
"No, never","2005","1-pers.-HH","(1c) basic vocational qualification","159","0.57800860514633","0.517152131976785","0.638865078315875"
"No, never","2005","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"No, never","2005","1-pers.-HH","(2a) intermediate vocational","210","0.584676290390096","0.533630764632076","0.635721816148116"
"No, never","2005","1-pers.-HH","(2c_gen) general maturity certificate","42","0.622009722286558","0.51077879386932","0.733240650703796"
"No, never","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","86","0.62043804266131","0.53976447948566","0.701111605836959"
"No, never","2005","1-pers.-HH","(3a) lower tertiary education","76","0.587054627708661","0.50549605200209","0.668613203415233"
"No, never","2005","1-pers.-HH","(3b) higher tertiary education","95","0.464611314714783","0.397944708609311","0.531277920820255"
"No, never","2005","(Married) couple without C. ","(0) in school","2","","",""
"No, never","2005","(Married) couple without C. ","(1a) inadequately completed","13","","",""
"No, never","2005","(Married) couple without C. ","(1b) general elementary school","91","0.816011479429837","0.743602029840231","0.888420929019442"
"No, never","2005","(Married) couple without C. ","(1c) basic vocational qualification","471","0.689591216206681","0.655119896894516","0.724062535518846"
"No, never","2005","(Married) couple without C. ","(2b) intermediate general qualification","25","","",""
"No, never","2005","(Married) couple without C. ","(2a) intermediate vocational","552","0.648632447654864","0.616016625133271","0.681248270176458"
"No, never","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","42","0.452544889248583","0.337574253638416","0.56751552485875"
"No, never","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","189","0.694531320402622","0.640772120269154","0.748290520536091"
"No, never","2005","(Married) couple without C. ","(3a) lower tertiary education","210","0.59705839047209","0.544922344148098","0.649194436796082"
"No, never","2005","(Married) couple without C. ","(3b) higher tertiary education","291","0.468543631935331","0.427433515871952","0.509653747998709"
"No, never","2005","Single parent ","(0) in school","3","","",""
"No, never","2005","Single parent ","(1a) inadequately completed","3","","",""
"No, never","2005","Single parent ","(1b) general elementary school","36","0.671639691527681","0.546384794187907","0.796894588867454"
"No, never","2005","Single parent ","(1c) basic vocational qualification","77","0.584965203235304","0.49858775782273","0.671342648647879"
"No, never","2005","Single parent ","(2b) intermediate general qualification","22","","",""
"No, never","2005","Single parent ","(2a) intermediate vocational","115","0.694608064315582","0.62496271146044","0.764253417170724"
"No, never","2005","Single parent ","(2c_gen) general maturity certificate","25","","",""
"No, never","2005","Single parent ","(2c_voc) vocational maturity certificate","24","","",""
"No, never","2005","Single parent ","(3a) lower tertiary education","23","","",""
"No, never","2005","Single parent ","(3b) higher tertiary education","27","","",""
"No, never","2005","Couple + C. LE 16 ","(0) in school","1","","",""
"No, never","2005","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"No, never","2005","Couple + C. LE 16 ","(1b) general elementary school","73","0.626445246685017","0.532566626502468","0.720323866867566"
"No, never","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","376","0.628520738283244","0.589662602510676","0.667378874055813"
"No, never","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","27","","",""
"No, never","2005","Couple + C. LE 16 ","(2a) intermediate vocational","503","0.577659268969545","0.544454077795257","0.610864460143832"
"No, never","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","18","","",""
"No, never","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","213","0.68963264151026","0.639021923410594","0.740243359609927"
"No, never","2005","Couple + C. LE 16 ","(3a) lower tertiary education","138","0.532906951000275","0.470306051640624","0.595507850359925"
"No, never","2005","Couple + C. LE 16 ","(3b) higher tertiary education","224","0.459307690554414","0.412849326680922","0.505766054427907"
"No, never","2005","Couple + C. GT 16 ","(0) in school","12","","",""
"No, never","2005","Couple + C. GT 16 ","(1a) inadequately completed","11","","",""
"No, never","2005","Couple + C. GT 16 ","(1b) general elementary school","109","0.776832721656815","0.70834969711907","0.84531574619456"
"No, never","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","321","0.716970802269453","0.67553397264094","0.758407631897965"
"No, never","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","86","0.722692782060152","0.639034451467508","0.806351112652797"
"No, never","2005","Couple + C. GT 16 ","(2a) intermediate vocational","385","0.591024556896235","0.55191299817548","0.630136115616989"
"No, never","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","79","0.722334129051118","0.638642491220894","0.806025766881341"
"No, never","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","96","0.681202059916545","0.60711846871565","0.75528565111744"
"No, never","2005","Couple + C. GT 16 ","(3a) lower tertiary education","117","0.655427417272418","0.5861946860385","0.724660148506337"
"No, never","2005","Couple + C. GT 16 ","(3b) higher tertiary education","163","0.509414218816249","0.45394349870943","0.564884938923068"
"No, never","2005","Couple + C. LE and GT 16","(0) in school","9","","",""
"No, never","2005","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"No, never","2005","Couple + C. LE and GT 16","(1b) general elementary school","60","0.828272533454141","0.746140591230887","0.910404475677396"
"No, never","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","130","0.601164363306084","0.53445965176308","0.667869074849089"
"No, never","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","45","0.78997747481972","0.686042341565931","0.89391260807351"
"No, never","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","152","0.570276804510568","0.509871442692666","0.630682166328469"
"No, never","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","26","","",""
"No, never","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","39","0.584874968284465","0.459143767455449","0.71060616911348"
"No, never","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","56","0.479214027857523","0.38080727676537","0.577620778949677"
"No, never","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","78","0.468839469355379","0.38844203046764","0.549236908243118"
"Yes, every week","2005","1-pers.-HH","(0) in school","","","",""
"Yes, every week","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes, every week","2005","1-pers.-HH","(1b) general elementary school","4","","",""
"Yes, every week","2005","1-pers.-HH","(1c) basic vocational qualification","20","","",""
"Yes, every week","2005","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","1-pers.-HH","(2a) intermediate vocational","13","","",""
"Yes, every week","2005","1-pers.-HH","(2c_gen) general maturity certificate","6","","",""
"Yes, every week","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"Yes, every week","2005","1-pers.-HH","(3a) lower tertiary education","12","","",""
"Yes, every week","2005","1-pers.-HH","(3b) higher tertiary education","28","","",""
"Yes, every week","2005","(Married) couple without C. ","(0) in school","","","",""
"Yes, every week","2005","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Yes, every week","2005","(Married) couple without C. ","(1b) general elementary school","9","","",""
"Yes, every week","2005","(Married) couple without C. ","(1c) basic vocational qualification","28","","",""
"Yes, every week","2005","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Yes, every week","2005","(Married) couple without C. ","(2a) intermediate vocational","31","0.0382406087437275","0.0251384218567018","0.0513427956307532"
"Yes, every week","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Yes, every week","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","15","","",""
"Yes, every week","2005","(Married) couple without C. ","(3a) lower tertiary education","19","","",""
"Yes, every week","2005","(Married) couple without C. ","(3b) higher tertiary education","64","0.105541212042887","0.0802289427775507","0.130853481308222"
"Yes, every week","2005","Single parent ","(0) in school","1","","",""
"Yes, every week","2005","Single parent ","(1a) inadequately completed","1","","",""
"Yes, every week","2005","Single parent ","(1b) general elementary school","2","","",""
"Yes, every week","2005","Single parent ","(1c) basic vocational qualification","7","","",""
"Yes, every week","2005","Single parent ","(2b) intermediate general qualification","2","","",""
"Yes, every week","2005","Single parent ","(2a) intermediate vocational","1","","",""
"Yes, every week","2005","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2005","Single parent ","(3a) lower tertiary education","2","","",""
"Yes, every week","2005","Single parent ","(3b) higher tertiary education","3","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(0) in school","","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(1b) general elementary school","7","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","38","0.0652041706022518","0.0453500370407434","0.0850583041637602"
"Yes, every week","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(2a) intermediate vocational","38","0.057260882103208","0.0416415158305942","0.0728802483758218"
"Yes, every week","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(3a) lower tertiary education","17","","",""
"Yes, every week","2005","Couple + C. LE 16 ","(3b) higher tertiary education","34","0.0827671952331284","0.0570806400573602","0.108453750408897"
"Yes, every week","2005","Couple + C. GT 16 ","(0) in school","1","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","21","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","4","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(2a) intermediate vocational","26","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","8","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(3a) lower tertiary education","10","","",""
"Yes, every week","2005","Couple + C. GT 16 ","(3b) higher tertiary education","40","0.142626387194681","0.10382423709567","0.181428537293692"
"Yes, every week","2005","Couple + C. LE and GT 16","(0) in school","6","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","17","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","5","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","16","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Yes, every week","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","20","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(0) in school","","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(1b) general elementary school","6","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(1c) basic vocational qualification","18","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(2a) intermediate vocational","51","0.116850361402113","0.0835737760277325","0.150126946776494"
"Yes, every 2 weeks","2005","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","14","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Yes, every 2 weeks","2005","1-pers.-HH","(3b) higher tertiary education","17","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(0) in school","","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(1b) general elementary school","2","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(1c) basic vocational qualification","64","0.114464606624083","0.0907435726359032","0.138185640612262"
"Yes, every 2 weeks","2005","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(2a) intermediate vocational","65","0.0928154687890957","0.072990789385585","0.112640148192606"
"Yes, every 2 weeks","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(3a) lower tertiary education","18","","",""
"Yes, every 2 weeks","2005","(Married) couple without C. ","(3b) higher tertiary education","49","0.112072565517311","0.086084241690972","0.13806088934365"
"Yes, every 2 weeks","2005","Single parent ","(0) in school","","","",""
"Yes, every 2 weeks","2005","Single parent ","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","Single parent ","(1b) general elementary school","7","","",""
"Yes, every 2 weeks","2005","Single parent ","(1c) basic vocational qualification","17","","",""
