"plb0219","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No, never","2005","lower secondary degree","Male","992","0.619679294825481","0.595899346716627","0.643459242934335"
"No, never","2005","lower secondary degree","Female","794","0.690462871159645","0.663254104396863","0.717671637922427"
"No, never","2005","secondary school degree","Male","999","0.537172399380072","0.514239622855472","0.560105175904672"
"No, never","2005","secondary school degree","Female","1441","0.688159101269141","0.668051954692191","0.708266247846091"
"No, never","2005","college entrance qualification","Male","970","0.486339967914449","0.463983389109059","0.508696546719839"
"No, never","2005","college entrance qualification","Female","1005","0.652273117382386","0.628685390761771","0.675860844003002"
"No, never","2005","Other degree","Male","205","0.689292272542695","0.636120721553119","0.742463823532272"
"No, never","2005","Other degree","Female","188","0.699500581051601","0.643878953145145","0.755122208958057"
"No, never","2005","no degree/no degree yet","Male","40","0.67326740277077","0.558359967710322","0.788174837831218"
"No, never","2005","no degree/no degree yet","Female","38","0.727833534941521","0.61126336898513","0.844403700897913"
"Yes, every week","2005","lower secondary degree","Male","102","0.0726703875328321","0.0599544546391513","0.085386320426513"
"Yes, every week","2005","lower secondary degree","Female","49","0.0580160513289348","0.0442573275274269","0.0717747751304427"
"Yes, every week","2005","secondary school degree","Male","96","0.0502560806655787","0.0402078929942392","0.0603042683369182"
"Yes, every week","2005","secondary school degree","Female","76","0.0447740401203204","0.0357975681628104","0.0537505120778303"
"Yes, every week","2005","college entrance qualification","Male","159","0.0759028441509892","0.0640564734593997","0.0877492148425787"
"Yes, every week","2005","college entrance qualification","Female","112","0.0723958048488363","0.0595609705984781","0.0852306390991945"
"Yes, every week","2005","Other degree","Male","24","","",""
"Yes, every week","2005","Other degree","Female","8","","",""
"Yes, every week","2005","no degree/no degree yet","Male","8","","",""
"Yes, every week","2005","no degree/no degree yet","Female","5","","",""
"Yes, every 2 weeks","2005","lower secondary degree","Male","110","0.0643123991593956","0.0522962525679033","0.076328545750888"
"Yes, every 2 weeks","2005","lower secondary degree","Female","121","0.117566230360222","0.0986094458028454","0.136523014917599"
"Yes, every 2 weeks","2005","secondary school degree","Male","155","0.0935947088176291","0.0801986503701588","0.106990767265099"
"Yes, every 2 weeks","2005","secondary school degree","Female","215","0.114676845653188","0.100846652078442","0.128507039227933"
"Yes, every 2 weeks","2005","college entrance qualification","Male","140","0.0798006981638789","0.067679605486178","0.0919217908415799"
"Yes, every 2 weeks","2005","college entrance qualification","Female","106","0.0846317612877274","0.0708464422559847","0.09841708031947"
"Yes, every 2 weeks","2005","Other degree","Male","14","","",""
"Yes, every 2 weeks","2005","Other degree","Female","31","0.136973220656894","0.0952615286537521","0.178684912660036"
"Yes, every 2 weeks","2005","no degree/no degree yet","Male","3","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","Female","6","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","Male","90","0.0567179927610847","0.0453878957937472","0.0680480897284223"
"Yes, every 3-4 weeks","2005","lower secondary degree","Female","38","0.0511446632379117","0.0381793658743642","0.0641099606014593"
"Yes, every 3-4 weeks","2005","secondary school degree","Male","101","0.0658831164694688","0.0544733213252311","0.0772929116137065"
"Yes, every 3-4 weeks","2005","secondary school degree","Female","95","0.0552410979847884","0.0453252211083862","0.0651569748611906"
"Yes, every 3-4 weeks","2005","college entrance qualification","Male","130","0.068291784254472","0.0570088600927978","0.0795747084161462"
"Yes, every 3-4 weeks","2005","college entrance qualification","Female","66","0.0370185258375302","0.0276672527850356","0.0463697988900249"
"Yes, every 3-4 weeks","2005","Other degree","Male","17","","",""
"Yes, every 3-4 weeks","2005","Other degree","Female","13","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","Male","5","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","Female","2","","",""
"Rarely","2005","lower secondary degree","Male","307","0.186619925721207","0.16753553955732","0.205704311885093"
"Rarely","2005","lower secondary degree","Female","107","0.0828101839132865","0.0665900735636978","0.0990302942628752"
"Rarely","2005","secondary school degree","Male","465","0.253093694667251","0.233096738499967","0.273090650834534"
"Rarely","2005","secondary school degree","Female","212","0.0971489149725623","0.0842940796486115","0.110003750296513"
"Rarely","2005","college entrance qualification","Male","521","0.289664705516211","0.26937494297377","0.309954468058652"
"Rarely","2005","college entrance qualification","Female","277","0.15368079064352","0.135818830973596","0.171542750313443"
"Rarely","2005","Other degree","Male","31","0.127172916150488","0.0888937015474439","0.165452130753532"
"Rarely","2005","Other degree","Female","21","","",""
"Rarely","2005","no degree/no degree yet","Male","8","","",""
"Rarely","2005","no degree/no degree yet","Female","5","","",""
"No, never","2006","lower secondary degree","Male","","","",""
"No, never","2006","lower secondary degree","Female","","","",""
"No, never","2006","secondary school degree","Male","","","",""
"No, never","2006","secondary school degree","Female","","","",""
"No, never","2006","college entrance qualification","Male","","","",""
"No, never","2006","college entrance qualification","Female","","","",""
"No, never","2006","Other degree","Male","","","",""
"No, never","2006","Other degree","Female","","","",""
"No, never","2006","no degree/no degree yet","Male","","","",""
"No, never","2006","no degree/no degree yet","Female","","","",""
"Yes, every week","2006","lower secondary degree","Male","","","",""
"Yes, every week","2006","lower secondary degree","Female","","","",""
"Yes, every week","2006","secondary school degree","Male","","","",""
"Yes, every week","2006","secondary school degree","Female","","","",""
"Yes, every week","2006","college entrance qualification","Male","","","",""
"Yes, every week","2006","college entrance qualification","Female","","","",""
"Yes, every week","2006","Other degree","Male","","","",""
"Yes, every week","2006","Other degree","Female","","","",""
"Yes, every week","2006","no degree/no degree yet","Male","","","",""
"Yes, every week","2006","no degree/no degree yet","Female","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","Male","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","Female","","","",""
"Yes, every 2 weeks","2006","secondary school degree","Male","","","",""
"Yes, every 2 weeks","2006","secondary school degree","Female","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","Male","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","Female","","","",""
"Yes, every 2 weeks","2006","Other degree","Male","","","",""
"Yes, every 2 weeks","2006","Other degree","Female","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","Male","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","Female","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","Male","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","Female","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","Male","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","Female","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","Male","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","Female","","","",""
"Yes, every 3-4 weeks","2006","Other degree","Male","","","",""
"Yes, every 3-4 weeks","2006","Other degree","Female","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","Male","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","Female","","","",""
"Rarely","2006","lower secondary degree","Male","","","",""
"Rarely","2006","lower secondary degree","Female","","","",""
"Rarely","2006","secondary school degree","Male","","","",""
"Rarely","2006","secondary school degree","Female","","","",""
"Rarely","2006","college entrance qualification","Male","","","",""
"Rarely","2006","college entrance qualification","Female","","","",""
"Rarely","2006","Other degree","Male","","","",""
"Rarely","2006","Other degree","Female","","","",""
