"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","general elemantary","4.98","5","836","3.33","4.33","6","6.67","7","4.9","5.06","1","7","5","5"
"2005","16-34 y.","higher education","4.85","5","523","3.33","4","5.67","6.33","7","4.75","4.95","1.33","7","5","5"
"2005","16-34 y.","higher vocational","4.98","5","206","3.33","4","5.67","6.67","7","4.82","5.14","2","7","5","5.33333349227905"
"2005","16-34 y.","in school","5.08","5","650","3.33","4.33","6","6.67","7","4.99","5.17","1","7","5","5.33333349227905"
"2005","16-34 y.","inadequately","4.64","5","59","3","3.33","5.67","6","6.67","4.33","4.95","2","6.67","4","5"
"2005","16-34 y.","middle vocational","4.96","5","2337","3.33","4.33","5.67","6.33","7","4.91","5.01","1","7","5","5"
"2005","16-34 y.","vocational + Abi","5.05","5","439","3.67","4.33","6","6.33","7","4.94","5.16","1.33","7","5","5.33333349227905"
"2005","35-65 y.","general elemantary","4.55","4.67","828","3","4","5.33","6","7","4.47","4.63","1","7","4.66666650772095","4.66666650772095"
"2005","35-65 y.","higher education","4.83","5","2986","3.33","4","5.67","6.33","7","4.79","4.87","1","7","5","5"
"2005","35-65 y.","higher vocational","4.84","5","1098","3.67","4","5.67","6.33","7","4.78","4.9","1","7","4.66666650772095","5"
"2005","35-65 y.","in school","","","","","","","","","","","","","",""
"2005","35-65 y.","inadequately","4.38","4.33","128","2.67","3.33","5","6","7","4.14","4.62","1","7","4","4.66666650772095"
"2005","35-65 y.","middle vocational","4.83","5","5968","3.33","4","5.67","6.33","7","4.8","4.86","1","7","5","5"
"2005","35-65 y.","vocational + Abi","4.79","5","595","3","4","5.67","6.33","7","4.7","4.88","1","7","4.66666650772095","5"
"2005","66 and older","general elemantary","4.51","4.67","746","3","3.67","5.33","6","7","4.42","4.6","1","7","4.33333349227905","4.66666650772095"
"2005","66 and older","higher education","4.76","5","665","3.33","4","5.67","6.33","7","4.67","4.85","1","7","4.66666650772095","5"
"2005","66 and older","higher vocational","4.74","4.67","256","3.33","4","5.5","6.33","7","4.59","4.89","1","7","4.33333349227905","5"
"2005","66 and older","in school","","","","","","","","","","","","","",""
"2005","66 and older","inadequately","4.45","4.33","51","2.67","3.33","6","6.33","7","4.04","4.86","1.33","7","3","4.33333349227905"
