"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","4.98","5","1579","3.67","4.33","5.67","6.33","7","4.92","5.04","1","7","5","5"
"2005","16-34 y.","lower secondary degree","4.9","5","949","3.33","4.33","5.67","6.33","7","4.83","4.97","1","7","5","5"
"2005","16-34 y.","no degree/no degree yet","5.04","5","694","3.33","4.33","6","6.67","7","4.95","5.13","1","7","5","5"
"2005","16-34 y.","Other degree","4.86","5","155","3.33","3.67","5.67","6.33","6.67","4.67","5.05","1.67","7","4.66666650772095","5"
"2005","16-34 y.","secondary school degree","4.99","5","1613","3.33","4.33","6","6.67","7","4.93","5.05","1","7","5","5"
"2005","35-65 y.","college entrance qualification","4.82","5","3054","3.33","4","5.67","6.33","7","4.78","4.86","1","7","5","5"
"2005","35-65 y.","lower secondary degree","4.79","4.67","3723","3.33","4","5.67","6.33","7","4.75","4.83","1","7","4.66666650772095","5"
"2005","35-65 y.","no degree/no degree yet","4.45","4.48","144","2.67","3.67","5","6","7","4.23","4.67","1","7","4","4.66666650772095"
"2005","35-65 y.","Other degree","4.51","4.33","790","3","3.67","5.33","6","7","4.43","4.59","1","7","4.33333349227905","4.66666650772095"
"2005","35-65 y.","secondary school degree","4.89","5","3870","3.67","4.33","5.67","6.33","7","4.86","4.92","1","7","5","5"
"2005","66 and older","college entrance qualification","4.78","4.81","567","3.33","4","5.67","6.33","7","4.68","4.88","1","7","4.66666650772095","5"
"2005","66 and older","lower secondary degree","4.61","4.67","2429","3","4","5.33","6.33","7","4.56","4.66","1","7","4.66666650772095","4.66666650772095"
"2005","66 and older","no degree/no degree yet","4.35","4","65","3","3.67","5","6.33","7","4.01","4.69","1.33","7","3.66666674613953","4"
"2005","66 and older","Other degree","4.39","4.33","175","2.67","3.67","5.33","6","7","4.21","4.57","1.33","7","4.33333349227905","4.66666650772095"
"2005","66 and older","secondary school degree","4.67","4.67","546","3.33","4","5.33","6","7","4.58","4.76","1","7","4.66666650772095","5"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
