"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","Female","5.02","5","2776","3.33","4.33","6","6.67","7","4.98","5.06","1","7","5","5.33333349227905"
"2005","16-34 y.","Male","4.89","5","2551","3.33","4","5.67","6.33","7","4.85","4.93","1","7","5","5"
"2005","35-65 y.","Female","4.9","5","5994","3.33","4.33","5.67","6.33","7","4.87","4.93","1","7","5","5"
"2005","35-65 y.","Male","4.7","4.67","5628","3.33","4","5.33","6","7","4.67","4.73","1","7","4.66666650772095","4.66666650772095"
"2005","66 and older","Female","4.66","4.67","2061","3","4","5.33","6.33","7","4.61","4.71","1","7","4.66666650772095","4.66666650772095"
"2005","66 and older","Male","4.57","4.67","1731","3","3.67","5.33","6","7","4.51","4.63","1","7","4.66666650772095","4.66666650772095"
"2006","16-34 y.","Female","","","","","","","","","","","","","",""
"2006","16-34 y.","Male","","","","","","","","","","","","","",""
"2006","35-65 y.","Female","","","","","","","","","","","","","",""
"2006","35-65 y.","Male","","","","","","","","","","","","","",""
"2006","66 and older","Female","","","","","","","","","","","","","",""
"2006","66 and older","Male","","","","","","","","","","","","","",""
"2007","16-34 y.","Female","","","","","","","","","","","","","",""
"2007","16-34 y.","Male","","","","","","","","","","","","","",""
"2007","35-65 y.","Female","","","","","","","","","","","","","",""
"2007","35-65 y.","Male","","","","","","","","","","","","","",""
"2007","66 and older","Female","","","","","","","","","","","","","",""
"2007","66 and older","Male","","","","","","","","","","","","","",""
"2008","16-34 y.","Female","","","","","","","","","","","","","",""
"2008","16-34 y.","Male","","","","","","","","","","","","","",""
"2008","35-65 y.","Female","","","","","","","","","","","","","",""
"2008","35-65 y.","Male","","","","","","","","","","","","","",""
"2008","66 and older","Female","","","","","","","","","","","","","",""
"2008","66 and older","Male","","","","","","","","","","","","","",""
"2009","16-34 y.","Female","5.05","5","2075","3.33","4.33","6","6.67","7","5","5.1","1","7","5","5.33333349227905"
"2009","16-34 y.","Male","4.81","5","1921","3.33","4","5.67","6.33","7","4.76","4.86","1","7","4.66666650772095","5"
"2009","35-65 y.","Female","4.83","5","5163","3.33","4","5.67","6.33","7","4.8","4.86","1","7","5","5"
"2009","35-65 y.","Male","4.61","4.67","4715","3","4","5.33","6","7","4.58","4.64","1","7","4.66666650772095","4.66666650772095"
"2009","66 and older","Female","4.58","4.67","2198","3.33","4","5.33","6","7","4.53","4.63","1","7","4.66666650772095","4.66666650772095"
"2009","66 and older","Male","4.47","4.33","1971","3","3.67","5.33","6","7","4.42","4.52","1","7","4.33333349227905","4.66666650772095"
"2010","16-34 y.","Female","","","","","","","","","","","","","",""
"2010","16-34 y.","Male","","","","","","","","","","","","","",""
"2010","35-65 y.","Female","","","","","","","","","","","","","",""
"2010","35-65 y.","Male","","","","","","","","","","","","","",""
"2010","66 and older","Female","","","","","","","","","","","","","",""
"2010","66 and older","Male","","","","","","","","","","","","","",""
"2011","16-34 y.","Female","","","","","","","","","","","","","",""
"2011","16-34 y.","Male","","","","","","","","","","","","","",""
"2011","35-65 y.","Female","","","","","","","","","","","","","",""
"2011","35-65 y.","Male","","","","","","","","","","","","","",""
"2011","66 and older","Female","","","","","","","","","","","","","",""
"2011","66 and older","Male","","","","","","","","","","","","","",""
"2012","16-34 y.","Female","5.2","5.33","1406","4","4.33","6","6.67","7","5.14","5.26","1","7","5","5.33333349227905"
"2012","16-34 y.","Male","5.06","5","796","3.67","4.33","5.67","6.33","7","4.98","5.14","1.33","7","5","5.33333349227905"
"2012","35-65 y.","Female","5.19","5.33","2822","3.67","4.33","6","6.67","7","5.15","5.23","1","7","5.33333349227905","5.33333349227905"
"2012","35-65 y.","Male","4.85","5","2083","3.33","4","5.67","6.33","7","4.8","4.9","1","7","4.66666650772095","5"
"2012","66 and older","Female","","","","","","","","","","","","","",""
"2012","66 and older","Male","","","","","","","","","","","","","",""
"2013","16-34 y.","Female","5.14","5.33","1962","3.67","4.33","6","6.33","7","5.09","5.19","1.33","7","5","5.33333349227905"
"2013","16-34 y.","Male","4.87","5","1737","3.33","4","5.67","6.33","7","4.82","4.92","1","7","5","5"
"2013","35-65 y.","Female","4.93","5","5527","3.33","4.33","5.67","6.33","7","4.9","4.96","1","7","5","5"
"2013","35-65 y.","Male","4.67","4.67","4710","3","4","5.33","6","7","4.64","4.7","1","7","4.66666650772095","4.66666650772095"
"2013","66 and older","Female","4.81","5","2563","3.33","4","5.33","6","7","4.77","4.85","1","7","5","5"
"2013","66 and older","Male","4.62","4.67","2397","3.33","4","5.33","6","7","4.58","4.66","1","7","4.66666650772095","4.66666650772095"
"2014","16-34 y.","Female","","","","","","","","","","","","","",""
"2014","16-34 y.","Male","","","","","","","","","","","","","",""
"2014","35-65 y.","Female","","","","","","","","","","","","","",""
