"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","4.95","5","5327","3.33","4.33","5.67","6.33","7","4.92","4.98","1","7","5","5"
"2005","35-65 y.","4.8","4.67","11622","3.33","4","5.67","6.33","7","4.78","4.82","1","7","5","5"
"2005","66 and older","4.63","4.67","3792","3","4","5.33","6","7","4.59","4.67","1","7","4.66666650772095","4.66666650772095"
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","","","","","","","","","","","","","",""
"2008","35-65 y.","","","","","","","","","","","","","",""
"2008","66 and older","","","","","","","","","","","","","",""
"2009","16-34 y.","4.93","5","3996","3.33","4","6","6.33","7","4.89","4.97","1","7","5","5"
"2009","35-65 y.","4.72","4.67","9878","3.33","4","5.67","6.33","7","4.7","4.74","1","7","4.66666650772095","4.66666650772095"
"2009","66 and older","4.54","4.67","4169","3","4","5.33","6","7","4.51","4.57","1","7","4.66666650772095","4.66666650772095"
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","5.15","5","2202","3.67","4.33","6","6.67","7","5.1","5.2","1","7","5","5.33333349227905"
"2012","35-65 y.","5.03","5","4905","3.67","4.33","6","6.67","7","5","5.06","1","7","5","5"
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","5","5","3699","3.33","4.33","6","6.33","7","4.96","5.04","1","7","5","5"
"2013","35-65 y.","4.8","5","10237","3.33","4","5.67","6.33","7","4.78","4.82","1","7","5","5"
"2013","66 and older","4.72","4.67","4960","3.33","4","5.33","6","7","4.69","4.75","1","7","4.66666650772095","4.66666650772095"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","4.98","5","7586","3.33","4.33","6","6.67","7","4.95","5.01","1","7","5","5"
"2017","35-65 y.","4.88","5","16702","3.33","4","5.67","6.33","7","4.86","4.9","1","7","5","5"
"2017","66 and older","4.71","4.67","5039","3.33","4","5.33","6","7","4.68","4.74","1","7","4.66666650772095","4.66666650772095"
"2018","16-34 y.","","","","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","","","","",""
"2019","16-34 y.","4.96","5","5440","3.33","4","6","6.33","7","4.93","4.99","1","7","5","5"
"2019","35-65 y.","4.87","5","15154","3.33","4","5.67","6.33","7","4.85","4.89","1","7","5","5"
"2019","66 and older","4.75","4.67","5224","3.33","4","5.67","6","7","4.72","4.78","1","7","4.66666650772095","5"
