"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Full Time","college entrance qualification","4.84","5","2575","3.33","4","5.67","6.33","7","4.8","4.88","1","7","5","5"
"2005","Full Time","lower secondary degree","4.8","4.67","2010","3.33","4","5.67","6.33","7","4.75","4.85","1","7","4.66666650772095","5"
"2005","Full Time","no degree/no degree yet","4.77","4.88","56","3.33","3.67","5.67","6.67","7","4.44","5.1","1","7","4.33333349227905","5"
"2005","Full Time","Other degree","4.5","4.33","383","3","3.67","5.33","6","7","4.38","4.62","1","7","4.33333349227905","4.66666650772095"
"2005","Full Time","secondary school degree","4.91","5","2885","3.33","4.33","5.67","6.33","7","4.87","4.95","1","7","5","5"
"2005","Not Working","college entrance qualification","4.78","4.67","1241","3.33","4","5.67","6.33","7","4.72","4.84","1","7","4.66666650772095","5"
"2005","Not Working","lower secondary degree","4.63","4.67","3778","3","4","5.33","6","7","4.59","4.67","1","7","4.66666650772095","4.66666650772095"
"2005","Not Working","no degree/no degree yet","4.82","5","709","3","4","5.67","6.33","7","4.73","4.91","1","7","4.66666650772095","5"
"2005","Not Working","Other degree","4.48","4.41","477","2.67","3.67","5.33","6.33","7","4.37","4.59","1","7","4.33333349227905","4.66666650772095"
"2005","Not Working","secondary school degree","4.76","4.85","1530","3.33","4","5.33","6","7","4.7","4.82","1","7","4.66666650772095","5"
"2005","Part Time","college entrance qualification","5.02","5","1384","3.33","4.33","6","6.33","7","4.96","5.08","1","7","5","5.33333349227905"
"2005","Part Time","lower secondary degree","4.95","5","1313","3.67","4.33","5.67","6.33","7","4.89","5.01","1.67","7","5","5"
"2005","Part Time","no degree/no degree yet","4.99","5","138","3.33","4","6.33","6.33","7","4.78","5.2","1.33","7","4.66666650772095","5.33333349227905"
"2005","Part Time","Other degree","4.73","4.67","260","3.33","4","5.67","6.33","6.67","4.59","4.87","1","7","4.66666650772095","5"
"2005","Part Time","secondary school degree","5.01","5","1614","3.67","4.33","5.67","6.33","7","4.96","5.06","1.33","7","5","5"
"2006","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2006","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2006","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Full Time","Other degree","","","","","","","","","","","","","",""
"2006","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2006","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2006","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2006","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Not Working","Other degree","","","","","","","","","","","","","",""
"2006","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2006","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2006","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2006","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Part Time","Other degree","","","","","","","","","","","","","",""
"2006","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Full Time","Other degree","","","","","","","","","","","","","",""
"2007","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2007","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2007","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Not Working","Other degree","","","","","","","","","","","","","",""
"2007","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2007","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Part Time","Other degree","","","","","","","","","","","","","",""
"2007","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2008","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2008","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2008","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Full Time","Other degree","","","","","","","","","","","","","",""
"2008","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2008","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2008","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2008","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Not Working","Other degree","","","","","","","","","","","","","",""
"2008","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2008","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2008","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2008","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Part Time","Other degree","","","","","","","","","","","","","",""
"2008","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2009","Full Time","college entrance qualification","4.74","4.67","2367","3","4","5.67","6.33","7","4.69","4.79","1","7","4.66666650772095","5"
"2009","Full Time","lower secondary degree","4.68","4.67","1589","3.33","4","5.33","6.33","7","4.62","4.74","1","7","4.66666650772095","4.66666650772095"
"2009","Full Time","no degree/no degree yet","5.13","5.33","35","4","4.33","5.67","6.33","7","4.74","5.52","2","7","4.33333349227905","5.33333349227905"
"2009","Full Time","Other degree","4.77","4.67","250","3.33","4","5.67","6.33","7","4.63","4.91","1.33","7","4.66666650772095","5"
"2009","Full Time","secondary school degree","4.79","4.67","2582","3.33","4","5.67","6.33","7","4.75","4.83","1","7","4.66666650772095","5"
"2009","Not Working","college entrance qualification","4.75","4.67","1253","3.33","4","5.67","6.33","7","4.69","4.81","1","7","4.66666650772095","5"
"2009","Not Working","lower secondary degree","4.58","4.67","3264","3","4","5.33","6","7","4.54","4.62","1","7","4.66666650772095","4.66666650772095"
"2009","Not Working","no degree/no degree yet","4.62","4.67","356","3","3.67","5.67","6.33","7","4.5","4.74","1.33","7","4.66666650772095","5"
"2009","Not Working","Other degree","4.39","4.33","340","3","3.67","5.33","6","7","4.27","4.51","1","7","4.33333349227905","4.66666650772095"
"2009","Not Working","secondary school degree","4.64","4.67","1429","3.33","4","5.33","6","7","4.58","4.7","1","7","4.66666650772095","4.66666650772095"
"2009","Part Time","college entrance qualification","4.88","5","1274","3.33","4","6","6.33","7","4.82","4.94","1","7","5","5"
"2009","Part Time","lower secondary degree","4.8","4.67","1082","3.33","4","5.67","6.33","7","4.73","4.87","1","7","4.66666650772095","5"
