"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","(Married) couple without C.","4.93","5","948","3.33","4","5.67","6.33","7","4.86","5","1.67","7","5","5"
"2005","16-34 y.","1-pers.-HH","4.97","5","696","3.33","4.33","5.67","6.67","7","4.89","5.05","1.67","7","5","5.33333349227905"
"2005","16-34 y.","Couple + C. GT 16 ","4.94","5","1344","3.33","4.33","5.67","6.33","7","4.88","5","1","7","5","5"
"2005","16-34 y.","Couple + C. LE 16","4.91","5","1092","3.33","4","5.67","6.33","7","4.84","4.98","1.33","7","4.66666650772095","5"
"2005","16-34 y.","Couple + C. LE and GT 16","4.98","5","636","3.33","4.33","6","6.67","7","4.89","5.07","1","7","5","5"
"2005","16-34 y.","Single parent","5.01","5","466","3.33","4.33","6","6.67","7","4.9","5.12","1.33","7","5","5"
"2005","35-65 y.","(Married) couple without C.","4.75","4.67","3735","3.33","4","5.67","6.33","7","4.71","4.79","1","7","4.66666650772095","5"
"2005","35-65 y.","1-pers.-HH","4.83","5","1193","3.33","4","5.67","6.33","7","4.76","4.9","1","7","4.66666650772095","5"
"2005","35-65 y.","Couple + C. GT 16 ","4.69","4.67","2141","3.33","4","5.33","6","7","4.64","4.74","1","7","4.66666650772095","5"
"2005","35-65 y.","Couple + C. LE 16","4.87","5","2618","3.33","4.33","5.67","6.33","7","4.83","4.91","1","7","5","5"
"2005","35-65 y.","Couple + C. LE and GT 16","4.89","5","1067","3.33","4.33","5.67","6.33","7","4.82","4.96","1","7","4.66666650772095","5"
"2005","35-65 y.","Single parent","4.88","5","576","3.33","4.33","5.67","6.33","7","4.79","4.97","1","7","5","5"
"2005","66 and older","(Married) couple without C.","4.61","4.67","2353","3","4","5.33","6","7","4.56","4.66","1","7","4.66666650772095","4.66666650772095"
"2005","66 and older","1-pers.-HH","4.67","4.67","1084","3","4","5.33","6.33","7","4.6","4.74","1","7","4.66666650772095","5"
"2005","66 and older","Couple + C. GT 16 ","4.6","4.64","166","3.67","4","5","6","7","4.44","4.76","1.33","7","4.33333349227905","4.66666650772095"
"2005","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","66 and older","Single parent","4.1","4.1","62","2.33","3","5","5.67","7","3.78","4.42","1.67","7","4","4.66666650772095"
"2006","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2006","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2006","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2006","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2006","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
