"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","East Germany","4.87","5","2947","3.33","4","5.67","6.33","7","4.83","4.91","1","7","5","5"
"2005","Employed","West Germany","4.89","5","9912","3.33","4","5.67","6.33","7","4.87","4.91","1","7","5","5"
"2005","Not Employed","East Germany","4.74","4.67","2102","3.33","4","5.67","6.33","7","4.69","4.79","1","7","4.66666650772095","4.66666650772095"
"2005","Not Employed","West Germany","4.66","4.67","5780","3","4","5.33","6.33","7","4.63","4.69","1","7","4.66666650772095","4.66666650772095"
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","","","","","","","","","","","","","",""
"2008","Employed","West Germany","","","","","","","","","","","","","",""
"2008","Not Employed","East Germany","","","","","","","","","","","","","",""
"2008","Not Employed","West Germany","","","","","","","","","","","","","",""
"2009","Employed","East Germany","4.75","4.67","2692","3.33","4","5.67","6.33","7","4.71","4.79","1","7","4.66666650772095","5"
"2009","Employed","West Germany","4.8","5","8535","3.33","4","5.67","6.33","7","4.78","4.82","1","7","5","5"
"2009","Not Employed","East Germany","4.61","4.67","1861","3","4","5.33","6","7","4.56","4.66","1","7","4.66666650772095","4.66666650772095"
"2009","Not Employed","West Germany","4.62","4.67","4955","3.33","4","5.33","6","7","4.59","4.65","1","7","4.66666650772095","4.66666650772095"
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","5.1","5","999","3.67","4.33","6","6.67","7","5.03","5.17","1.33","7","5","5.33333349227905"
"2012","Employed","West Germany","5.09","5","4385","3.67","4.33","6","6.67","7","5.06","5.12","1","7","5","5"
"2012","Not Employed","East Germany","4.96","5","339","3.33","4.33","5.67","6.33","7","4.83","5.09","1.67","7","5","5.33333349227905"
"2012","Not Employed","West Germany","5.01","5","1408","3.67","4.33","5.67","6.67","7","4.95","5.07","1","7","5","5"
"2013","Employed","East Germany","4.87","5","2603","3.33","4","5.67","6.33","7","4.83","4.91","1.33","7","5","5"
"2013","Employed","West Germany","4.89","5","8970","3.33","4","5.67","6.33","7","4.87","4.91","1","7","5","5"
"2013","Not Employed","East Germany","4.69","4.67","1866","3.33","4","5.33","6","7","4.64","4.74","1.33","7","4.66666650772095","4.66666650772095"
"2013","Not Employed","West Germany","4.73","4.67","5457","3.33","4","5.33","6","7","4.7","4.76","1","7","4.66666650772095","5"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","","","","","","","","","","","","","",""
"2015","Employed","West Germany","","","","","","","","","","","","","",""
"2015","Not Employed","East Germany","","","","","","","","","","","","","",""
"2015","Not Employed","West Germany","","","","","","","","","","","","","",""
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","","","","","","","","","","","","","",""
"2016","Not Employed","West Germany","","","","","","","","","","","","","",""
"2017","Employed","East Germany","4.9","5","3641","3.33","4","5.67","6.33","7","4.86","4.94","1.33","7","5","5"
"2017","Employed","West Germany","4.94","5","14675","3.33","4.33","5.67","6.33","7","4.92","4.96","1","7","5","5"
"2017","Not Employed","East Germany","4.73","4.67","2465","3.33","4","5.33","6","7","4.69","4.77","1","7","5","5"
"2017","Not Employed","West Germany","4.75","4.67","8546","3.33","4","5.67","6.33","7","4.73","4.77","1","7","5","5"
"2018","Employed","East Germany","","","","","","","","","","","","","",""
"2018","Employed","West Germany","","","","","","","","","","","","","",""
"2018","Not Employed","East Germany","","","","","","","","","","","","","",""
"2018","Not Employed","West Germany","","","","","","","","","","","","","",""
"2019","Employed","East Germany","4.89","5","3609","3.33","4","5.67","6.33","7","4.85","4.93","1","7","5","5"
"2019","Employed","West Germany","4.93","5","14066","3.33","4","5.67","6.33","7","4.91","4.95","1","7","5","5"
"2019","Not Employed","East Germany","4.73","4.67","1965","3.33","4","5.67","6","7","4.68","4.78","1","7","4.66666650772095","5"
"2019","Not Employed","West Germany","4.75","4.67","6099","3.33","4","5.67","6.33","7","4.72","4.78","1","7","4.66666650772095","5"
