"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","4.7","4.67","404","3.33","4","5.67","6","7","4.58","4.82","1","7","4.33333349227905","4.66666650772095"
"2005","direct migration background","Urban Area","4.63","4.67","1965","3","4","5.33","6.33","7","4.58","4.68","1","7","4.66666650772095","4.66666650772095"
"2005","indirect migration background","Rural Area","4.82","4.67","107","3.33","4.33","5.33","6.33","7","4.62","5.02","2.33","7","4.66666650772095","5.33333349227905"
"2005","indirect migration background","Urban Area","5.07","5","725","3.67","4.33","6","6.67","7","4.99","5.15","1","7","5","5"
"2005","no migration background","Rural Area","4.77","4.67","6346","3.33","4","5.67","6.33","7","4.74","4.8","1","7","4.66666650772095","5"
"2005","no migration background","Urban Area","4.84","5","11194","3.33","4","5.67","6.33","7","4.82","4.86","1","7","5","5"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","4.73","5","315","3.33","4","5.33","6","7","4.6","4.86","1","7","4.33333349227905","5"
"2009","direct migration background","Urban Area","4.63","4.67","1340","3.33","4","5.33","6","7","4.57","4.69","1","7","4.66666650772095","4.66666650772095"
"2009","indirect migration background","Rural Area","4.97","4.9","118","3.67","4.33","5.67","6.33","7","4.79","5.15","1.67","7","4.66666650772095","5"
