"plh0106","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","Urban Area","29","","",""
"Very important","1990","in school","Rural Area","17","","",""
"Very important","1990","inadequately","Urban Area","9","","",""
"Very important","1990","inadequately","Rural Area","5","","",""
"Very important","1990","general elemantary","Urban Area","182","0.146487562094781","0.126389116686393","0.166586007503169"
"Very important","1990","general elemantary","Rural Area","60","0.133981323754849","0.101634692876847","0.166327954632852"
"Very important","1990","middle vocational","Urban Area","537","0.169745816633536","0.156242263162992","0.183249370104079"
"Very important","1990","middle vocational","Rural Area","160","0.171312404193455","0.146737375139713","0.195887433247197"
"Very important","1990","vocational + Abi","Urban Area","45","0.310847010512055","0.24147549129325","0.38021852973086"
"Very important","1990","vocational + Abi","Rural Area","9","","",""
"Very important","1990","higher vocational","Urban Area","72","0.193552990479122","0.15403723043012","0.233068750528124"
"Very important","1990","higher vocational","Rural Area","10","","",""
"Very important","1990","higher education","Urban Area","149","0.260450557522566","0.224003141318767","0.296897973726366"
"Very important","1990","higher education","Rural Area","16","","",""
"Important","1990","in school","Urban Area","46","0.565661391901851","0.458377714547733","0.67294506925597"
"Important","1990","in school","Rural Area","7","","",""
"Important","1990","inadequately","Urban Area","23","","",""
"Important","1990","inadequately","Rural Area","15","","",""
"Important","1990","general elemantary","Urban Area","580","0.472263291065493","0.443886851004596","0.50063973112639"
"Important","1990","general elemantary","Rural Area","215","0.483456923500161","0.436002636127659","0.530911210872663"
"Important","1990","middle vocational","Urban Area","1596","0.534200702650444","0.516257720123075","0.552143685177813"
"Important","1990","middle vocational","Rural Area","496","0.521359613533825","0.488777625552698","0.553941601514951"
"Important","1990","vocational + Abi","Urban Area","83","0.459693692167423","0.38499649144314","0.534390892891705"
"Important","1990","vocational + Abi","Rural Area","20","","",""
"Important","1990","higher vocational","Urban Area","204","0.524731289046301","0.474783005163249","0.574679572929354"
"Important","1990","higher vocational","Rural Area","75","0.692266926137574","0.606403051817497","0.778130800457651"
"Important","1990","higher education","Urban Area","290","0.535246955915767","0.493827087205172","0.576666824626361"
"Important","1990","higher education","Rural Area","57","0.613104341313462","0.516181452966055","0.710027229660869"
"Less important","1990","in school","Urban Area","7","","",""
"Less important","1990","in school","Rural Area","3","","",""
"Less important","1990","inadequately","Urban Area","14","","",""
"Less important","1990","inadequately","Rural Area","2","","",""
"Less important","1990","general elemantary","Urban Area","337","0.290897237948765","0.265081677907111","0.31671279799042"
"Less important","1990","general elemantary","Rural Area","116","0.289379174179919","0.246317005933419","0.332441342426419"
"Less important","1990","middle vocational","Urban Area","736","0.258778055934771","0.24302441838373","0.274531693485812"
"Less important","1990","middle vocational","Rural Area","206","0.248694862128609","0.220501569320544","0.276888154936673"
"Less important","1990","vocational + Abi","Urban Area","39","0.203105310800796","0.142806167515741","0.263404454085852"
"Less important","1990","vocational + Abi","Rural Area","3","","",""
"Less important","1990","higher vocational","Urban Area","96","0.246516836752505","0.203410357982935","0.289623315522074"
"Less important","1990","higher vocational","Rural Area","20","","",""
"Less important","1990","higher education","Urban Area","102","0.173628860180553","0.142171735672447","0.205085984688659"
"Less important","1990","higher education","Rural Area","20","","",""
"Quite unimportant","1990","in school","Urban Area","","","",""
"Quite unimportant","1990","in school","Rural Area","","","",""
"Quite unimportant","1990","inadequately","Urban Area","4","","",""
"Quite unimportant","1990","inadequately","Rural Area","1","","",""
"Quite unimportant","1990","general elemantary","Urban Area","90","0.09035190889096","0.0740566022926779","0.106647215489242"
"Quite unimportant","1990","general elemantary","Rural Area","35","0.0931825785650704","0.0655786699440329","0.120786487186108"
"Quite unimportant","1990","middle vocational","Urban Area","100","0.0372754247812495","0.0304613746888092","0.0440894748736899"
"Quite unimportant","1990","middle vocational","Rural Area","41","0.0586331201441115","0.0433097188240065","0.0739565214642165"
"Quite unimportant","1990","vocational + Abi","Urban Area","4","","",""
"Quite unimportant","1990","vocational + Abi","Rural Area","1","","",""
"Quite unimportant","1990","higher vocational","Urban Area","12","","",""
"Quite unimportant","1990","higher vocational","Rural Area","6","","",""
"Quite unimportant","1990","higher education","Urban Area","16","","",""
"Quite unimportant","1990","higher education","Rural Area","4","","",""
"Very important","1991","in school","Urban Area","","","",""
"Very important","1991","in school","Rural Area","","","",""
"Very important","1991","inadequately","Urban Area","","","",""
"Very important","1991","inadequately","Rural Area","","","",""
"Very important","1991","general elemantary","Urban Area","","","",""
"Very important","1991","general elemantary","Rural Area","","","",""
"Very important","1991","middle vocational","Urban Area","","","",""
"Very important","1991","middle vocational","Rural Area","","","",""
"Very important","1991","vocational + Abi","Urban Area","","","",""
"Very important","1991","vocational + Abi","Rural Area","","","",""
"Very important","1991","higher vocational","Urban Area","","","",""
"Very important","1991","higher vocational","Rural Area","","","",""
"Very important","1991","higher education","Urban Area","","","",""
"Very important","1991","higher education","Rural Area","","","",""
"Important","1991","in school","Urban Area","","","",""
"Important","1991","in school","Rural Area","","","",""
"Important","1991","inadequately","Urban Area","","","",""
"Important","1991","inadequately","Rural Area","","","",""
"Important","1991","general elemantary","Urban Area","","","",""
"Important","1991","general elemantary","Rural Area","","","",""
"Important","1991","middle vocational","Urban Area","","","",""
"Important","1991","middle vocational","Rural Area","","","",""
"Important","1991","vocational + Abi","Urban Area","","","",""
"Important","1991","vocational + Abi","Rural Area","","","",""
"Important","1991","higher vocational","Urban Area","","","",""
"Important","1991","higher vocational","Rural Area","","","",""
"Important","1991","higher education","Urban Area","","","",""
"Important","1991","higher education","Rural Area","","","",""
"Less important","1991","in school","Urban Area","","","",""
"Less important","1991","in school","Rural Area","","","",""
"Less important","1991","inadequately","Urban Area","","","",""
"Less important","1991","inadequately","Rural Area","","","",""
"Less important","1991","general elemantary","Urban Area","","","",""
"Less important","1991","general elemantary","Rural Area","","","",""
"Less important","1991","middle vocational","Urban Area","","","",""
"Less important","1991","middle vocational","Rural Area","","","",""
"Less important","1991","vocational + Abi","Urban Area","","","",""
"Less important","1991","vocational + Abi","Rural Area","","","",""
"Less important","1991","higher vocational","Urban Area","","","",""
"Less important","1991","higher vocational","Rural Area","","","",""
"Less important","1991","higher education","Urban Area","","","",""
"Less important","1991","higher education","Rural Area","","","",""
"Quite unimportant","1991","in school","Urban Area","","","",""
"Quite unimportant","1991","in school","Rural Area","","","",""
"Quite unimportant","1991","inadequately","Urban Area","","","",""
"Quite unimportant","1991","inadequately","Rural Area","","","",""
"Quite unimportant","1991","general elemantary","Urban Area","","","",""
"Quite unimportant","1991","general elemantary","Rural Area","","","",""
"Quite unimportant","1991","middle vocational","Urban Area","","","",""
"Quite unimportant","1991","middle vocational","Rural Area","","","",""
"Quite unimportant","1991","vocational + Abi","Urban Area","","","",""
"Quite unimportant","1991","vocational + Abi","Rural Area","","","",""
"Quite unimportant","1991","higher vocational","Urban Area","","","",""
"Quite unimportant","1991","higher vocational","Rural Area","","","",""
"Quite unimportant","1991","higher education","Urban Area","","","",""
"Quite unimportant","1991","higher education","Rural Area","","","",""
"Very important","1992","in school","Urban Area","31","0.339877725409114","0.240913028200739","0.438842422617489"
"Very important","1992","in school","Rural Area","21","","",""
"Very important","1992","inadequately","Urban Area","8","","",""
"Very important","1992","inadequately","Rural Area","5","","",""
